NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","1011
Entries & Exits","0910
Entries & Exits",1011 interchanges,Check,Check Detail,Check Reason
1555,STP,St.Pancras,London,Greater London,Camden,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station,,"1,910,246","4,837,191","4,266,036","11,013,473","1,911,018","4,838,884","4,268,213","11,018,115","22,031,588","18,020,645","2,158,903",,,
2968,MAN,Manchester Piccadilly,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Network Rail,MANCHESTER BR,Greater Manchester,,,"1,975,146","6,380,921","2,283,845","10,639,912","1,975,144","6,380,636","2,283,448","10,639,228","21,279,140","19,841,402","2,624,292",,,
5142,CST,Cannon Street,London,Greater London,City Of London,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station,,"883,105","901,938","8,479,011","10,264,054","883,128","901,938","8,479,147","10,264,213","20,528,267","20,229,239","200,675",,,
5355,ECR,East Croydon,London,Greater London,Croydon,UKI2,Outer London,Southern,CROYDON BR,,London Travelcard Area Station,,"1,903,573","2,522,262","5,626,631","10,052,466","1,902,998","2,521,666","5,623,508","10,048,172","20,100,638","19,881,243","7,113,300",,,
9328,EDB,Edinburgh,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,Network Rail,EDINBURGH BR,,,,"2,073,236","6,166,878","1,738,559","9,978,673","2,073,236","6,166,878","1,738,559","9,978,673","19,957,346","19,312,458","818,978",,,
9950,GLQ,Glasgow Queen Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,GLASGOW BR,Strathclyde,,,"2,197,707","5,391,711","2,281,781","9,871,199","2,197,707","5,391,719","2,281,781","9,871,207","19,742,406","19,121,724","1,297,692",,,
5595,CLJ,Clapham Junction,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station,,"2,584,913","2,665,737","4,585,021","9,835,671","2,584,913","2,665,737","4,585,021","9,835,671","19,671,342","17,758,808","20,667,636",,,
2242,LVC,Liverpool Central,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,LIVERPOOL BR,Merseyside,,,"2,898,726","4,070,272","2,009,831","8,978,829","2,898,724","4,070,556","2,009,919","8,979,199","17,958,028","18,413,982","462,439",,,
6969,SRA,Stratford,London,Greater London,Newham,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,Joint TfL & TOC Station,"1,595,513","2,143,411","5,000,583","8,739,507","1,595,513","2,143,411","5,000,589","8,739,513","17,479,020","12,370,245","1,656,889",fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
7490,FST,Fenchurch Street,London,Greater London,City Of London,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station,,"1,838,761","1,478,742","5,019,766","8,337,269","1,838,761","1,478,742","5,019,732","8,337,235","16,674,504","15,093,655","213,413",,,
5597,VXH,Vauxhall,London,Greater London,Lambeth,UKI1,Inner London,South West Trains,LONDON BR,,London Travelcard Area Station,,"1,275,340","1,759,520","5,231,129","8,265,989","1,275,340","1,759,531","5,231,081","8,265,952","16,531,941","14,806,644",0,,,
5578,WIM,Wimbledon,London,Greater London,Merton,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,Joint TfL & TOC Station,"1,597,127","1,657,720","4,854,385","8,109,232","1,597,127","1,657,720","4,854,385","8,109,232","16,218,464","14,539,490","1,475,037",,,
5268,BTN,Brighton,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,BRIGHTON BR,,,,"1,146,641","4,059,185","2,040,679","7,246,505","1,146,641","4,059,185","2,040,679","7,246,505","14,493,010","13,741,582","1,691,352",,,
3149,RDG,Reading,South East,Reading,Reading,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,READING BR,,,,"1,535,743","3,316,098","2,349,675","7,201,516","1,535,403","3,315,854","2,347,632","7,198,889","14,400,405","13,866,258","2,898,671",,,
1475,MYB,Marylebone,London,Greater London,Westminster,UKI1,Inner London,Chiltern Railways,LONDON BR,,London Travelcard Area Station,,"1,325,128","2,758,035","2,512,143","6,595,306","1,326,433","2,761,849","2,516,633","6,604,915","13,200,221","11,758,094","255,104",,,
5416,GTW,Gatwick Airport,South East,West Sussex,Crawley,UKJ2,"Surrey, East & West Sussex",Network Rail,,,,,"4,110,373","1,832,915","621,190","6,564,478","4,110,373","1,832,915","621,190","6,564,478","13,128,956","12,814,802","1,135,544",,,
5112,BFR,Blackfriars,London,Greater London,City Of London,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station,,"968,174","997,403","4,388,594","6,354,171","968,177","997,264","4,388,463","6,353,904","12,708,075","12,089,453","555,747",,,
2246,LIV,Liverpool Lime Street,North West,Merseyside,Liverpool,UKD5,Merseyside,Network Rail,LIVERPOOL BR,Merseyside,,,"1,246,137","3,993,384","666,766","5,906,287","1,246,140","3,992,974","666,639","5,905,753","11,812,040","10,840,051","647,085",,,
3899,CDF,Cardiff Central,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,CARDIFF BR,,,,"1,653,918","2,676,735","1,299,331","5,629,984","1,653,918","2,676,735","1,299,331","5,629,984","11,259,968","10,742,546","1,271,046",,,
5603,PUT,Putney,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station,,"821,021","799,760","3,349,122","4,969,903","821,021","799,760","3,349,122","4,969,903","9,939,806","8,908,578",0,,,
3231,BRI,Bristol Temple Meads,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,BRISTOL BR,,,,"1,071,878","2,258,900","873,892","4,204,670","1,071,878","2,258,900","873,892","4,204,670","8,409,340","7,875,686","1,107,555",,,
5571,SUR,Surbiton,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"789,233","1,204,336","2,176,609","4,170,178","789,233","1,204,336","2,176,609","4,170,178","8,340,356","8,033,770","897,935",,,
7022,CBG,Cambridge,East,Cambridgeshire,Cambridge,UKH1,East Anglia,National Express East Anglia,,,,,"1,002,027","1,982,236","1,138,445","4,122,708","1,002,027","1,982,236","1,138,445","4,122,708","8,245,416","7,661,146","758,860",,,
6691,SHF,Sheffield,Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,East Midlands Trains,,South Yorkshire,,,"1,154,124","1,997,700","873,962","4,025,786","1,154,124","1,997,700","873,962","4,025,786","8,051,572","7,538,058","801,532",,,
5631,GLD,Guildford,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,GUILDFORD BR,,,,"1,054,035","1,525,895","1,324,693","3,904,623","1,054,035","1,525,895","1,324,693","3,904,623","7,809,246","7,762,322","864,741",,,
6009,HHY,Highbury & Islington,London,Greater London,Islington,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,,"892,800","1,302,212","1,617,846","3,812,858","892,726","1,302,069","1,617,582","3,812,377","7,625,235","5,668,133","319,413",fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
5570,RMD,Richmond,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,Joint TfL & TOC Station,"1,092,566","1,093,365","1,616,167","3,802,098","1,092,566","1,093,365","1,616,167","3,802,098","7,604,196","6,661,394","1,171,867",,,
7728,NCL,Newcastle,North East,Tyne And Wear,Newcastle Upon Tyne,UKC2,Northumberland and Tyne and Wear,East Coast,,Tyne & Wear,,,"771,515","2,489,787","488,867","3,750,169","771,515","2,489,787","488,867","3,750,169","7,500,338","7,163,284","296,544",,,
6119,FPK,Finsbury Park,London,Greater London,Islington,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,Joint TfL & TOC Station,"865,409","1,145,342","1,658,511","3,669,262","865,101","1,144,681","1,658,253","3,668,035","7,337,297","6,566,019","1,411,339",,,
6836,CHM,Chelmsford,East,Essex,Chelmsford,UKH3,Essex,National Express East Anglia,,,,,"694,810","797,505","2,175,661","3,667,976","694,810","797,505","2,175,661","3,667,976","7,335,952","6,934,970","43,626",,,
5685,WOK,Woking,South East,Surrey,Woking,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"931,109","1,068,515","1,630,705","3,630,329","931,109","1,068,515","1,630,705","3,630,329","7,260,658","7,144,324","1,497,355",,,
6005,MOG,Moorgate,London,Greater London,City Of London,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station,,"637,323","628,405","2,328,315","3,594,043","637,042","628,148","2,327,779","3,592,969","7,187,012","6,736,698","284,028",,,
8263,YRK,York,Yorkshire And The Humber,York,York,UKE2,North Yorkshire,East Coast,,,,,"620,672","2,380,341","585,495","3,586,508","620,672","2,380,341","585,495","3,586,508","7,173,016","6,855,682","730,555",,,
5051,LEW,Lewisham,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"580,914","708,066","2,220,581","3,509,561","580,914","708,066","2,220,581","3,509,561","7,019,122","6,370,900","1,837,859",,,
6886,RMF,Romford,London,Greater London,Havering,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"648,885","899,299","1,860,439","3,408,623","648,885","899,299","1,860,439","3,408,623","6,817,246","6,736,060","468,707",,,
5158,WAE,Waterloo (East),London,Greater London,Lambeth,UKI1,Inner London,Southeastern,LONDON BR,,London Travelcard Area Station,,"345,460","859,630","2,113,710","3,318,800","345,460","859,692","2,113,785","3,318,937","6,637,737","6,497,704","891,048",,,
2966,MCO,Manchester Oxford Road,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,MANCHESTER BR,Greater Manchester,,,"686,843","1,762,059","846,047","3,294,949","686,844","1,762,209","846,256","3,295,309","6,590,258","6,124,762","526,068",,,
7492,BKG,Barking,London,Greater London,Barking And Dagenham,UKI2,Outer London,c2c,,,London Travelcard Area Station,Joint TfL & TOC Station,"896,504","1,157,493","1,203,806","3,257,803","896,504","1,157,493","1,203,806","3,257,803","6,515,606","4,677,952","380,395",fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
2970,MCV,Manchester Victoria,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,MANCHESTER BR,Greater Manchester,,,"497,587","1,565,437","1,117,354","3,180,378","497,589","1,565,558","1,117,524","3,180,671","6,361,049","5,869,855","305,461",,,
1826,NOT,Nottingham,East Midlands,Nottingham,Nottingham,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"872,984","1,820,377","454,058","3,147,419","872,984","1,820,377","454,058","3,147,419","6,294,838","6,218,856","364,433",,,
6881,IFD,Ilford,London,Greater London,Redbridge,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"425,821","720,625","1,996,641","3,143,087","425,821","720,625","1,996,641","3,143,087","6,286,174","5,363,400","19,951",,,
1548,SAC,St.Albans City,East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"634,874","923,777","1,573,040","3,131,691","634,874","923,777","1,573,040","3,131,691","6,263,382","5,986,632","111,025",,,
5399,BAL,Balham,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"593,704","689,112","1,684,754","2,967,570","593,704","689,112","1,684,754","2,967,570","5,935,140","5,052,242","367,540",,,
5932,SOU,Southampton Central,South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"793,001","1,383,824","723,173","2,899,998","793,001","1,383,824","723,173","2,899,998","5,799,996","5,596,448","762,872",,,
3115,OXF,Oxford,South East,Oxfordshire,Oxford,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"426,085","1,843,184","629,723","2,898,992","426,085","1,843,184","629,723","2,898,992","5,797,984","5,427,286","189,341",,,
5385,SUO,Sutton (Surrey),London,Greater London,Sutton,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"641,900","590,842","1,651,605","2,884,347","641,900","590,842","1,651,605","2,884,347","5,768,694","5,687,112","709,249",,,
5064,BMS,Bromley South,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"622,088","750,144","1,509,599","2,881,831","622,088","750,144","1,509,599","2,881,831","5,763,662","5,537,642","604,130",,,
5584,EAD,Earlsfield,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station,,"538,917","531,843","1,635,855","2,706,615","538,917","531,843","1,635,855","2,706,615","5,413,230","4,871,090",0,,,
5121,CTK,City Thameslink,London,Greater London,City Of London,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station,,"406,204","530,592","1,736,089","2,672,885","406,208","530,619","1,736,384","2,673,211","5,346,096","4,881,181","2,288",,,
5565,KNG,Kingston,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"665,311","730,196","1,242,688","2,638,195","665,311","730,196","1,242,688","2,638,195","5,276,390","5,008,774",0,,,
3271,BTH,Bath Spa,South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"504,301","1,621,297","483,379","2,608,977","504,301","1,621,297","483,379","2,608,977","5,217,954","4,779,480","131,932",,,
1378,MKC,Milton Keynes Central,South East,Milton Keynes,Milton Keynes,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Midland Trains,,,,,"453,996","1,217,805","929,611","2,601,412","453,996","1,217,805","929,611","2,601,412","5,202,824","4,627,076","314,362",,,
3172,SLO,Slough,South East,Slough,Slough,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"613,276","1,104,847","867,449","2,585,572","613,276","1,104,847","867,449","2,585,572","5,171,144","4,791,482","1,340,427",,,
1030,COV,Coventry,West Midlands,West Midlands,Coventry,UKG3,West Midlands,Virgin Trains (West Coast),,West Midlands,,,"588,730","1,104,922","884,226","2,577,878","588,730","1,104,922","884,226","2,577,878","5,155,756","4,807,512","192,952",,,
5574,TWI,Twickenham,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"652,109","733,451","1,171,603","2,557,163","652,109","733,451","1,171,603","2,557,163","5,114,326","4,798,874","468,626",,,
5122,ORP,Orpington,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"368,182","629,655","1,536,682","2,534,519","368,182","629,655","1,536,682","2,534,519","5,069,038","4,867,836","1,246,699",,,
1947,LEI,Leicester,East Midlands,Leicester,Leicester,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,,"516,683","1,404,965","555,170","2,476,818","516,683","1,404,965","555,170","2,476,818","4,953,636","4,992,390","394,301",,,
5520,BSK,Basingstoke,South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"548,837","1,000,156","902,829","2,451,822","548,837","1,000,156","902,829","2,451,822","4,903,644","4,639,966","677,911",,,
1402,WFJ,Watford Junction,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"776,421","1,052,969","581,706","2,411,096","776,421","1,052,969","581,706","2,411,096","4,822,192","3,563,906","410,887",fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
4515,BMO,Birmingham Moor Street,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,Chiltern Railways,BIRMINGHAM BR,West Midlands,,,"457,773","967,294","956,504","2,381,571","456,850","964,549","953,351","2,374,750","4,756,321","4,259,185","323,033",,,
3190,EAL,Ealing Broadway,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station,Joint TfL & TOC Station,"588,661","816,551","920,298","2,325,510","588,661","816,551","920,298","2,325,510","4,651,020","3,220,602","91,526",fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
2226,MRF,Moorfields,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,LIVERPOOL BR,Merseyside,,,"733,814","1,042,342","542,470","2,318,626","733,813","1,042,422","542,495","2,318,730","4,637,356","4,445,984","652,686",,,
577,FAR,Farringdon,London,Greater London,Islington,UKI1,Inner London,London Underground,LONDON BR,,London Travelcard Area Station,,"213,369","169,189","1,933,312","2,315,870","213,369","169,189","1,933,653","2,316,211","4,632,081","1,492,179","206,441",fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
1218,WVH,Wolverhampton,West Midlands,West Midlands,Wolverhampton,UKG3,West Midlands,Virgin Trains (West Coast),,West Midlands,,,"407,049","934,180","886,054","2,227,283","407,049","934,180","886,054","2,227,283","4,454,566","4,280,096","286,875",,,
1215,BHI,Birmingham International,West Midlands,West Midlands,Solihull,UKG3,West Midlands,Virgin Trains (West Coast),,West Midlands,,,"580,503","841,818","799,818","2,222,139","580,503","841,818","799,818","2,222,139","4,444,278","4,228,378","54,261",,,
1006,BSW,Birmingham Snow Hill,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,BIRMINGHAM BR,West Midlands,,,"398,376","783,177","1,041,273","2,222,826","397,985","782,013","1,039,937","2,219,935","4,442,761","3,579,270","154,580",,,
6861,COL,Colchester,East,Essex,Colchester,UKH3,Essex,National Express East Anglia,COLCHESTER BR,,,,"324,196","714,496","1,143,225","2,181,917","324,111","714,251","1,142,635","2,180,997","4,362,914","4,218,622","318,131",,,
6092,SVG,Stevenage,East,Hertfordshire,Stevenage,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"605,076","805,400","700,912","2,111,388","605,076","805,400","700,912","2,111,388","4,222,776","4,093,020","216,801",,,
5924,WIN,Winchester,South East,Hampshire,Winchester,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"433,283","693,533","983,540","2,110,356","433,283","693,533","983,540","2,110,356","4,220,712","4,019,900","63,810",,,
2753,PRE,Preston,North West,Lancashire,Preston,UKD4,Lancashire,Virgin Trains (West Coast),,,,,"923,781","893,701","267,005","2,084,487","923,781","893,701","267,005","2,084,487","4,168,974","3,880,406","1,126,173",,,
8437,HUD,Huddersfield,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,First TransPennine Express,,West Yorkshire,,,"481,889","845,856","719,875","2,047,620","481,889","845,856","719,875","2,047,620","4,095,240","3,578,080","243,780",,,
5490,HHE,Haywards Heath,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"286,358","649,444","1,104,926","2,040,728","286,358","649,444","1,104,926","2,040,728","4,081,456","3,744,214","702,119",,,
6133,PBO,Peterborough,East,Peterborough,Peterborough,UKH1,East Anglia,East Coast,,,,,"356,620","1,137,427","544,315","2,038,362","356,620","1,137,427","544,315","2,038,362","4,076,724","3,930,704","621,940",,,
6834,SSD,Stansted Airport,East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,,"1,741,217","257,142","38,746","2,037,105","1,741,217","257,142","38,746","2,037,105","4,074,210","4,458,756","14,534",,,
5229,TON,Tonbridge,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,,"327,473","559,008","1,141,111","2,027,592","327,473","559,008","1,141,111","2,027,592","4,055,184","3,983,778","462,278",,,
5569,RAY,Raynes Park,London,Greater London,Merton,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"403,848","440,674","1,159,640","2,004,162","403,848","440,674","1,159,640","2,004,162","4,008,324","3,796,858","264,020",,,
7464,UPM,Upminster,London,Greater London,Havering,UKI2,Outer London,c2c,,,London Travelcard Area Station,Joint TfL & TOC Station,"683,935","610,591","701,243","1,995,769","683,935","610,591","701,243","1,995,769","3,991,538","3,018,822","547,968",fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
5124,SEV,Sevenoaks,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,,,"305,944","535,698","1,117,804","1,959,446","305,944","535,698","1,117,804","1,959,446","3,918,892","3,758,990","333,551",,,
6951,TOM,Tottenham Hale,London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,,"751,336","461,703","702,665","1,915,704","751,336","461,881","702,884","1,916,101","3,831,805","3,599,516","190,186",,,
3147,MAI,Maidenhead,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"379,935","701,898","829,601","1,911,434","379,935","701,898","829,601","1,911,434","3,822,868","3,600,428","486,403",,,
6417,DON,Doncaster,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,East Coast,,South Yorkshire,,,"504,397","877,217","510,762","1,892,376","504,397","877,217","510,762","1,892,376","3,784,752","3,676,152","737,717",,,
7309,NRW,Norwich,East,Norfolk,Norwich,UKH1,East Anglia,National Express East Anglia,,,,,"435,154","1,239,892","199,691","1,874,737","435,154","1,239,892","199,691","1,874,737","3,749,474","3,496,082","264,516",,,
7420,SOV,Southend Victoria,East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,National Express East Anglia,SOUTHEND BR,,,,"217,084","383,905","1,272,086","1,873,075","217,084","383,905","1,272,051","1,873,040","3,746,115","3,718,148","1,176",,,
9683,PYG,Paisley Gilmour Street,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"614,523","442,058","782,952","1,839,533","614,523","442,058","782,952","1,839,533","3,679,066","3,528,050","105,209",,,
5362,FOH,Forest Hill,London,Greater London,Lewisham,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"340,524","432,802","1,048,175","1,821,501","340,524","432,802","1,048,175","1,821,501","3,643,002","2,945,358",0,,,
5360,EPS,Epsom,South East,Surrey,Epsom And Ewell,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"482,862","509,610","813,368","1,805,840","482,862","509,610","813,368","1,805,840","3,611,680","3,553,416","170,783",,,
5421,DMK,Denmark Hill,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"350,615","388,562","1,066,604","1,805,781","350,615","388,562","1,066,604","1,805,781","3,611,562","3,215,916","76,386",,,
1419,QPW,Queen's Park (Gt London),London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"367,862","572,016","853,588","1,793,466","367,862","572,016","853,588","1,793,466","3,586,932","2,319,562",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
5478,RDH,Redhill,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"349,511","627,615","794,899","1,772,025","349,511","627,615","794,899","1,772,025","3,544,050","3,431,894","1,081,763",,,
5448,EBN,Eastbourne,South East,East Sussex,Eastbourne,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"213,183","811,641","742,444","1,767,268","213,183","811,641","742,444","1,767,268","3,534,536","3,371,982","23,424",,,
5230,TBW,Tunbridge Wells,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,,,"257,912","567,254","930,405","1,755,571","257,912","567,254","930,405","1,755,571","3,511,142","3,414,482","42,689",,,
5559,FEL,Feltham,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"463,500","463,518","775,949","1,702,967","463,500","463,518","775,949","1,702,967","3,405,934","3,130,642",0,,,
5152,WWA,Woolwich Arsenal,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"305,523","458,010","929,398","1,692,931","305,523","458,010","929,398","1,692,931","3,385,862","2,980,198",0,,,
5384,SRC,Streatham Common,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"271,412","312,701","1,088,926","1,673,039","271,412","312,701","1,088,926","1,673,039","3,346,078","2,977,568","185,217",,,
5411,WCY,West Croydon,London,Greater London,Croydon,UKI2,Outer London,Southern,CROYDON BR,,London Travelcard Area Station,,"397,987","408,459","853,015","1,659,461","398,562","409,060","856,114","1,663,736","3,323,197","2,556,270","454,617",fail,increase > 20% above mean,Services through to the East London Line (started May 2010)
