NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","1011
Entries & Exits","0910
Entries & Exits",1011 interchanges,Check,Check Detail,Check Reason
2955,GUI,Guide Bridge,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"23,147","49,904","50,939","123,990","23,147","49,904","50,939","123,990","247,980","209,494","3,630",,,
8353,AWK,Adwick,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"53,249","26,903","43,830","123,982","53,249","26,903","43,830","123,982","247,964","244,904",0,,,
5527,WCH,Whitchurch (Hampshire),South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"18,754","28,138","77,078","123,970","18,754","28,138","77,078","123,970","247,940","225,458",0,,,
9753,WFF,Whifflet,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"47,785","37,878","38,153","123,816","47,785","37,878","38,153","123,816","247,632","246,624","2,336",,,
5386,TAD,Tadworth,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,,"33,921","28,925","60,864","123,710","33,921","28,925","60,864","123,710","247,420","234,450",0,,,
3504,CBN,Camborne,South West,Cornwall And Isles Of Scilly,Kerrier,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,,"13,711","83,335","26,634","123,680","13,711","83,335","26,634","123,680","247,360","224,950",0,,,
1227,CNG,Congleton,North West,Cheshire,Congleton,UKD2,Cheshire,Northern Rail,,,,,"42,038","50,630","31,006","123,674","42,038","50,630","31,006","123,674","247,348","213,650",0,,,
9135,DAG,Dalgety Bay,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"39,491","39,175","44,729","123,395","39,491","39,175","44,729","123,395","246,790","247,778",0,,,
9915,EBV,Ebbw Vale Parkway,Wales - Cymru,Blaenau Gwent,Blaenau Gwent,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"29,250","78,306","15,803","123,359","29,250","78,306","15,803","123,359","246,718","233,946",0,,,
8057,DRF,Driffield,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"30,168","55,287","37,751","123,206","30,168","55,287","37,751","123,206","246,412","221,680",0,,,
6274,CLE,Cleethorpes,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,First TransPennine Express,,,,,"36,039","84,907","1,604","122,550","36,039","84,907","1,604","122,550","245,100","204,850",0,,,
3004,CBY,Charlbury,South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"25,028","57,132","40,133","122,293","25,028","57,132","40,133","122,293","244,586","231,582",0,,,
5387,TAT,Tattenham Corner,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,,"33,506","23,064","65,676","122,246","33,506","23,064","65,676","122,246","244,492","239,366",0,,,
7680,MPT,Morpeth,North East,Northumberland,Castle Morpeth,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,,"41,940","55,553","24,498","121,991","41,940","55,553","24,498","121,991","243,982","228,252",207,,,
2161,WHN,Whiston,North West,Merseyside,Knowsley,UKD5,Merseyside,Northern Rail,,Merseyside,,,"32,849","69,517","19,333","121,699","32,849","69,517","19,333","121,699","243,398","213,762",0,,,
7203,TTF,Thetford,East,Norfolk,Breckland,UKH1,East Anglia,National Express East Anglia,,,,,"34,491","71,283","15,604","121,378","34,491","71,283","15,604","121,378","242,756","236,470",4,,,
5644,MLF,Milford (Surrey),South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"30,369","27,372","63,274","121,015","30,369","27,372","63,274","121,015","242,030","221,372",0,,,
2777,DSY,Daisy Hill,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"19,457","41,318","59,965","120,740","19,457","41,318","59,965","120,740","241,480","216,216",0,,,
2437,HHD,Holyhead,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"27,259","89,055","4,291","120,605","27,259","89,055","4,291","120,605","241,210","185,506",583,fail,increase > 20% above mean,Extra foot passenegers in wake of Icelandic volcano
9190,ROS,Rosyth,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"33,659","26,429","60,025","120,113","33,659","26,429","60,025","120,113","240,226","239,196",0,,,
5543,RYR,Ryde St.John's Road,South East,Isle Of Wight,Isle Of Wight,UKJ3,Hampshire and Isle of Wight,South West Trains (Island Line),,,,,"64,258","8,559","47,206","120,023","64,258","8,559","47,206","120,023","240,046","200,976",0,,,
2010,ULV,Ulverston,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,,,"53,970","48,639","17,181","119,790","53,970","48,639","17,181","119,790","239,580","212,568",0,,,
3219,OLF,Oldfield Park,South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"46,356","29,207","44,225","119,788","46,356","29,207","44,225","119,788","239,576","216,750",0,,,
5372,WWR,Wandsworth Road,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"26,681","25,439","67,654","119,774","26,681","25,439","67,654","119,774","239,548","181,014",0,fail,increase > 20% above mean,#No obvious reason to explain change in usage
5640,WTY,Witley,South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"29,997","23,044","66,721","119,762","29,997","23,044","66,721","119,762","239,524","238,068",0,,,
1851,MMO,Melton Mowbray,East Midlands,Leicestershire,Melton,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,,"37,237","58,541","23,755","119,533","37,237","58,541","23,755","119,533","239,066","237,568",0,,,
2798,SFD,Salford,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"29,034","32,879","57,244","119,157","29,034","32,879","57,244","119,157","238,314","225,668",0,,,
5635,LIS,Liss,South East,Hampshire,East Hampshire,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"31,083","45,070","42,578","118,731","31,083","45,070","42,578","118,731","237,462","223,882",0,,,
3018,BNE,Bourne End,South East,Buckinghamshire,Wycombe,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"25,983","37,798","54,827","118,608","25,983","37,798","54,827","118,608","237,216","211,690","75,296",,,
3501,BOD,Bodmin Parkway,South West,Cornwall And Isles Of Scilly,Caradon,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,,"7,453","99,176","11,309","117,938","7,453","99,176","11,309","117,938","235,876","221,616",0,,,
9979,GRS,Garscadden,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"42,492","37,107","38,180","117,779","42,492","37,107","38,180","117,779","235,558","231,734",0,,,
5914,SDN,St.Denys,South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"46,938","33,654","37,086","117,678","46,938","33,654","37,086","117,678","235,356","213,904","46,226",,,
5541,RYP,Ryde Pier Head,South East,Isle Of Wight,Isle Of Wight,UKJ3,Hampshire and Isle of Wight,South West Trains (Island Line),,,,,"74,167","34,182","9,229","117,578","74,167","34,182","9,229","117,578","235,156","230,650","196,613",,,
9160,MNC,Markinch,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"37,406","62,357","17,411","117,174","37,406","62,357","17,411","117,174","234,348","251,744",0,,,
9781,WLM,Williamwood,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"41,626","25,961","49,067","116,654","41,626","25,961","49,067","116,654","233,308","224,224",0,,,
5875,BSM,Branksome,South West,Poole,Poole,UKK2,Dorset and Somerset,South West Trains,,,,,"38,123","38,221","40,237","116,581","38,123","38,221","40,237","116,581","233,162","205,478",0,,,
9889,BEA,Bridge Of Allan,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,,,,,"49,811","38,362","27,542","115,715","49,811","38,362","27,542","115,715","231,430","235,238",0,,,
1096,BTG,Barnt Green,West Midlands,Worcestershire,Bromsgrove,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,,"43,089","28,811","43,773","115,673","43,089","28,811","43,773","115,673","231,346","221,434","37,522",,,
3850,PYC,Pontyclun,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"38,791","39,864","37,000","115,655","38,791","39,864","37,000","115,655","231,310","227,722",0,,,
2944,BML,Bramhall,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"22,292","43,441","49,472","115,205","22,292","43,441","49,472","115,205","230,410","226,048",0,,,
9993,DMY,Drumry,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"42,563","38,436","33,684","114,683","42,563","38,436","33,684","114,683","229,366","225,664",0,,,
2668,KKM,Kirkham & Wesham,North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,,,"68,672","25,774","20,211","114,657","68,672","25,774","20,211","114,657","229,314","219,962","1,021",,,
9569,ASB,Ardrossan South Beach,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,ARDROSSAN BR,Strathclyde,,,"32,595","37,786","44,164","114,545","32,595","37,786","44,164","114,545","229,090","216,002",240,,,
9969,CDR,Cardross,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,,,"27,549","22,359","63,920","113,828","27,549","22,359","63,920","113,828","227,656","226,918",0,,,
9721,CUB,Cumbernauld,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"40,468","45,504","27,688","113,660","40,468","45,504","27,688","113,660","227,320","222,462","2,517",,,
2598,LOT,Lostock Parkway,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"23,800","34,691","55,034","113,525","23,800","34,691","55,034","113,525","227,050","209,168",0,,,
5217,ETC,Etchingham,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southeastern,,,,,"14,793","29,421","69,142","113,356","14,793","29,421","69,142","113,356","226,712","222,486",0,,,
1976,KEN,Kendal,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,,,"33,188","45,508","34,478","113,174","33,188","45,508","34,478","113,174","226,348","207,640",0,,,
2396,APB,Appley Bridge,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,,"19,265","73,204","20,574","113,043","19,265","73,204","20,574","113,043","226,086","220,060",0,,,
5836,CFR,Chandlers Ford,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"40,302","33,684","38,825","112,811","40,302","33,684","38,825","112,811","225,622","218,640",0,,,
1997,MLM,Millom,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,,,"70,318","4,958","37,281","112,557","70,318","4,958","37,281","112,557","225,114","231,892",0,,,
9373,UHA,Uphall,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"47,995","33,485","30,888","112,368","47,995","33,485","30,888","112,368","224,736","226,664",0,,,
1016,CAO,Cannock,West Midlands,Staffordshire,Cannock Chase,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,,"37,901","61,803","12,588","112,292","37,901","61,803","12,588","112,292","224,584","203,736",0,,,
5041,WAM,Walmer,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,,,"23,874","31,858","56,483","112,215","23,874","31,858","56,483","112,215","224,430","230,354",0,,,
6962,CBH,Cambridge Heath,London,Greater London,Tower Hamlets,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,,"28,634","35,929","47,362","111,925","28,634","35,929","47,362","111,925","223,850","152,816",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
8514,BGH,Brighouse,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"36,953","46,033","28,607","111,593","36,953","46,033","28,607","111,593","223,186","179,500",0,,,
2279,BCB,Burscough Bridge,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,,"30,437","57,438","23,316","111,191","30,437","57,438","23,316","111,191","222,382","215,558",0,,,
9365,WAF,Wallyford,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"50,920","25,196","34,770","110,886","50,920","25,196","34,770","110,886","221,772","227,874",0,,,
8552,BLD,Baildon,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"41,848","33,734","35,303","110,885","41,848","33,734","35,303","110,885","221,770","213,690",0,,,
4740,EVE,Evesham,West Midlands,Worcestershire,Wychavon,UKG1,"Herefordshire, Worcestershire and Warwickshire",First Great Western,,,,,"22,580","72,915","15,302","110,797","22,580","72,915","15,302","110,797","221,594","203,578",108,,,
5263,SOB,Southbourne,South East,West Sussex,Chichester,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"27,346","37,364","46,054","110,764","27,346","37,364","46,054","110,764","221,528","209,744",0,,,
2695,MCM,Morecambe,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,,,"77,561","22,417","10,593","110,571","77,561","22,417","10,593","110,571","221,142","204,858",0,,,
7039,NWE,Newport (Essex),East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,,"19,079","16,899","74,207","110,185","19,079","16,899","74,207","110,185","220,370","200,314",0,,,
5683,FML,Frimley,South East,Surrey,Surrey Heath,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"48,588","33,435","28,094","110,117","48,588","33,435","28,094","110,117","220,234","224,614",0,,,
1901,EMD,East Midlands Parkway,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"34,816","66,022","9,029","109,867","34,816","66,022","9,029","109,867","219,734","182,412","17,941",,,
9657,PCN,Paisley Canal,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"46,269","30,416","33,054","109,739","46,269","30,416","33,054","109,739","219,478","215,240",0,,,
2004,SEL,Sellafield,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,,,"27,296",498,"81,903","109,697","27,296",498,"81,903","109,697","219,394","361,974",130,fail,decline > 20% below mean,Single User Station (nuclear power station)
2546,SHT,Shotton,Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,,,"76,626","25,646","6,913","109,185","76,626","25,646","6,913","109,185","218,370","201,788","16,389",,,
5798,TIS,Tisbury,South West,Wiltshire,Salisbury,UKK1,"Gloucestershire, Wiltshire and North Somerset",South West Trains,,,,,"27,820","48,220","32,246","108,286","27,820","48,220","32,246","108,286","216,572","208,828",0,,,
2549,BYM,Burnley Manchester Road,North West,Lancashire,Burnley,UKD4,Lancashire,Northern Rail,BURNLEY BR,,,,"65,936","26,074","16,112","108,122","65,936","26,074","16,112","108,122","216,244","191,274",40,,,
5514,GRT,Grateley,South East,Hampshire,Test Valley,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"18,048","28,377","61,673","108,098","18,048","28,377","61,673","108,098","216,196","198,302",0,,,
7407,WMW,Walthamstow Queens Road,London,Greater London,Waltham Forest,UKI2,Outer London,London Overground,,,London Travelcard Area Station,,"41,690","41,171","25,210","108,071","41,690","41,171","25,210","108,071","216,142","86,904",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
7308,NWA,North Walsham,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,,"37,224","61,590","9,123","107,937","37,224","61,590","9,123","107,937","215,874","210,800",0,,,
3390,WOR,Worle,South West,North Somerset,North Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"39,691","49,077","18,994","107,762","39,691","49,077","18,994","107,762","215,524","180,888",0,,,
9676,HLE,Hillington East,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,HILLINGTON BR,Strathclyde,,,"30,921","20,127","56,627","107,675","30,921","20,127","56,627","107,675","215,350","201,690",0,,,
3851,PCD,Pencoed,Wales - Cymru,Bridgend - Pen-Y-Bont Ar Ogwr,Bridgend - Pen-Y-Bont Ar Ogwr,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"60,706","25,352","21,540","107,598","60,706","25,352","21,540","107,598","215,196","201,400",0,,,
1904,OKM,Oakham,East Midlands,Rutland,Rutland,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,,"29,122","57,309","21,030","107,461","29,122","57,309","21,030","107,461","214,922","202,358","4,431",,,
2767,HTH,Handforth,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,,"42,089","38,666","26,512","107,267","42,089","38,666","26,512","107,267","214,534","200,128",0,,,
3801,ACY,Abercynon,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"59,326","17,661","30,259","107,246","59,326","17,661","30,259","107,246","214,492","195,702","33,225",,,
6949,TEO,Theobalds Grove,East,Hertfordshire,Broxbourne,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,,"22,707","23,115","61,326","107,148","22,707","23,115","61,326","107,148","214,296","198,844",0,,,
7787,ALM,Alnmouth,North East,Northumberland,Alnwick,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,,"38,669","53,450","14,996","107,115","38,669","53,450","14,996","107,115","214,230","192,380",544,,,
8528,NOR,Normanton,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"35,160","39,524","31,643","106,327","35,160","39,524","31,643","106,327","212,654","191,218",0,,,
3151,TAP,Taplow,South East,Buckinghamshire,South Bucks,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"28,176","36,599","41,435","106,210","28,176","36,599","41,435","106,210","212,420","197,434",0,,,
9627,CKH,Corkerhill Glasgow,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"45,817","25,741","34,419","105,977","45,817","25,741","34,419","105,977","211,954","192,376",0,,,
5686,WPL,Worplesdon,South East,Surrey,Woking,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"17,675","8,232","79,701","105,608","17,675","8,232","79,701","105,608","211,216","209,166",0,,,
9897,CAY,Carntyne,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"42,208","32,506","30,889","105,603","42,208","32,506","30,889","105,603","211,206","192,872",0,,,
2770,DVN,Davenport,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"23,163","42,491","39,786","105,440","23,163","42,491","39,786","105,440","210,880","202,128",0,,,
1159,TIP,Tipton,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"21,641","38,102","45,347","105,090","21,641","38,102","45,347","105,090","210,180","149,808",0,fail,increase > 20% above mean,Journeys suppressed in 2009-10 due to rebuilding work
9818,LGS,Langside,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"39,387","26,862","38,765","105,014","39,387","26,862","38,765","105,014","210,028","186,814",0,,,
1043,SCF,Stechford,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"30,588","36,836","36,991","104,415","30,588","36,836","36,991","104,415","208,830","202,440",0,,,
5887,LYT,Lymington Town,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,LYMINGTON BR,,,,"31,941","54,951","17,452","104,344","31,941","54,951","17,452","104,344","208,688","202,518",0,,,
6216,BSN,Boston,East Midlands,Lincolnshire,Boston,UKF3,Lincolnshire,East Midlands Trains,,,,,"36,474","54,212","13,225","103,911","36,474","54,212","13,225","103,911","207,822","205,046","3,702",,,
8450,SWT,Slaithwaite,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"33,079","28,520","42,109","103,708","33,079","28,520","42,109","103,708","207,416","182,364",0,,,
9366,PST,Prestonpans,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"38,889","23,274","41,241","103,404","38,889","23,274","41,241","103,404","206,808","202,296",0,,,
5838,YVJ,Yeovil Junction,South West,Somerset,South Somerset,UKK2,Dorset and Somerset,South West Trains,,,,,"23,210","74,203","5,988","103,401","23,210","74,203","5,988","103,401","206,802","210,786","1,325",,,
5105,FNR,Farningham Road,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,,,"15,384","22,073","65,918","103,375","15,384","22,073","65,918","103,375","206,750","202,870",0,,,
7736,CLS,Chester-Le-Street,North East,Durham,Chester-Le-Street,UKC1,Tees Valley and Durham,Northern Rail,,,,,"39,577","26,623","36,586","102,786","39,577","26,623","36,586","102,786","205,572","197,398",0,,,
4457,GOB,Gobowen,West Midlands,Shropshire,Oswestry,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,,,"51,978","43,823","6,920","102,721","51,978","43,823","6,920","102,721","205,442","193,032",0,,,
1805,ALF,Alfreton,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"46,555","41,085","15,013","102,653","46,555","41,085","15,013","102,653","205,306","187,552",0,,,
3828,CGN,Cogan,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,,"70,966","5,119","26,386","102,471","70,966","5,119","26,386","102,471","204,942","193,892",0,,,
5473,EBR,Edenbridge,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,EDENBRIDGE BR,,,,"18,006","33,959","47,997","99,962","18,491","35,273","51,075","104,839","204,801","194,979","9,085",,,
2817,IRL,Irlam,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"28,128","41,194","32,675","101,997","28,128","41,194","32,675","101,997","203,994","177,304",0,,,
9121,CUP,Cupar,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"35,882","47,934","18,013","101,829","35,882","47,934","18,013","101,829","203,658","227,656",0,,,
6074,BPK,Brookman's Park,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"28,198","19,465","54,164","101,827","28,198","19,465","54,164","101,827","203,654","191,500",0,,,
9673,WMS,Wemyss Bay,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"49,152","31,511","20,915","101,578","49,152","31,511","20,915","101,578","203,156","194,640",0,,,
1067,LBK,Long Buckby,East Midlands,Northamptonshire,Daventry,UKF2,"Leicestershire, Rutland and Northamptonshire",London Midland Trains,,West Midlands,,,"19,595","39,538","42,349","101,482","19,595","39,538","42,349","101,482","202,964","183,108",0,,,
3062,PEW,Pewsey,South West,Wiltshire,Kennet,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"7,975","44,526","48,980","101,481","7,975","44,526","48,980","101,481","202,962","181,872",0,,,
3019,COO,Cookham,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"20,184","32,422","48,638","101,244","20,184","32,422","48,638","101,244","202,488","190,238",0,,,
3813,ABE,Aber,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"32,552","19,691","49,000","101,243","32,552","19,691","49,000","101,243","202,486","192,788",0,,,
2760,ALD,Alderley Edge,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,,"39,967","39,486","21,760","101,213","39,967","39,486","21,760","101,213","202,426","179,378",0,,,
9564,WKB,West Kilbride,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"35,992","33,488","31,241","100,721","35,992","33,488","31,241","100,721","201,442","196,010",0,,,
2230,HTF,Hartford,North West,Cheshire,Vale Royal,UKD2,Cheshire,London Midland Trains,,,,,"33,697","53,034","13,959","100,690","33,697","53,034","13,959","100,690","201,380","170,436",0,,,
9187,DFE,Dunfermline Queen Margaret,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"30,504","34,467","34,890","99,861","30,504","34,467","34,890","99,861","199,722","205,330",0,,,
5758,TOP,Topsham,South West,Devon,Exeter,UKK4,Devon,First Great Western,,,,,"17,918","71,193","10,631","99,742","17,918","71,193","10,631","99,742","199,484","186,056",0,,,
7036,MEL,Meldreth,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,First Capital Connect,,,,,"27,341","31,415","40,557","99,313","27,341","31,415","40,557","99,313","198,626","205,836",0,,,
9970,CGD,Craigendoran,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,,,"21,388","23,168","54,747","99,303","21,388","23,168","54,747","99,303","198,606","194,718",0,,,
3847,LLS,Llanishen,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,,"60,880","3,048","35,129","99,057","60,880","3,048","35,129","99,057","198,114","191,470",0,,,
6007,CWH,Crews Hill,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,,"10,118","70,158","18,686","98,962","10,118","70,158","18,686","98,962","197,924","138,750",0,fail,increase > 20% above mean,#No obvious reason to explain change in usage
7038,NMK,Newmarket,East,Suffolk,Forest Heath,UKH1,East Anglia,National Express East Anglia,,,,,"30,038","38,779","30,145","98,962","30,038","38,779","30,145","98,962","197,924","165,592",0,,,
2619,WHG,Westhoughton,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"17,944","55,597","25,284","98,825","17,944","55,597","25,284","98,825","197,650","175,710",0,,,
2187,BAC,Bache,North West,Cheshire,Chester,UKD2,Cheshire,Merseyrail,,,,,"61,359","29,060","8,170","98,589","61,359","29,060","8,170","98,589","197,178","187,704",0,,,
2640,CNF,Carnforth,North West,Lancashire,Lancaster,UKD4,Lancashire,First TransPennine Express,,,,,"52,294","31,232","14,960","98,486","52,294","31,232","14,960","98,486","196,972","179,602","11,015",,,
9699,LWM,Llantwit Major,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,,"63,513","23,205","11,648","98,366","63,513","23,205","11,648","98,366","196,732","201,230",0,,,
