NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
3235,FIT,Filton Abbey Wood,South West,South Gloucestershire,South Gloucestershire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,BRISTOL BR,,," 157,216 "," 62,992 "," 165,474 "," 385,682 "," 157,216 "," 62,992 "," 165,474 "," 385,682 "," 771,364 "," 679,270 ", -   ,1,0,Continues high growth from previous year,
1445,FNY,Finchley Road & Frognal,London,Greater London,Camden,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 138,711 "," 182,136 "," 353,865 "," 674,712 "," 138,711 "," 182,136 "," 353,865 "," 674,712 "," 1,349,424 "," 903,322 ", -   ,1,0,Further improvements to Overground service including completition of link between North and East branches  in February 2011 driving continued large increases in demand,http://www.tfl.gov.uk/corporate/projectsandschemes/15397.aspx
6119,FPK,Finsbury Park,London,Greater London,Islington,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station," 620,751 "," 927,960 "," 1,675,685 "," 3,224,396 "," 620,751 "," 927,960 "," 1,675,685 "," 3,224,396 "," 6,448,792 "," 7,337,297 "," 1,278,866 ",1,0,Cause of large decrease not clear - might partially reflect changing interchange patterns with improvement of Nort London Line London Overground services,
3012,FIN,Finstock,South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,, 624 , 85 , 282 , 991 , 624 , 85 , 282 , 991 ," 1,982 "," 1,984 ", -   ,0,0,,
5261,FSB,Fishbourne,South East,West Sussex,Chichester,UKJ2,"Surrey, East & West Sussex",Southern,,,," 8,858 "," 11,082 "," 15,831 "," 35,771 "," 8,858 "," 11,082 "," 15,831 "," 35,771 "," 71,542 "," 66,088 ", -   ,0,0,,
5284,FSG,Fishersgate,South East,West Sussex,Adur,UKJ2,"Surrey, East & West Sussex",Southern,,,," 14,827 "," 22,364 "," 15,800 "," 52,991 "," 14,827 "," 22,364 "," 15,800 "," 52,991 "," 105,982 "," 94,474 ", -   ,1,0,Cause of large increase not clear,
4076,FGH,Fishguard Harbour,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 3,514 "," 15,912 ", -   ," 19,426 "," 3,514 "," 15,912 ", -   ," 19,426 "," 38,852 "," 30,832 ", -   ,1,0,Continues high growth from previous year,
6351,FSK,Fiskerton,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 3,748 ", 518 ," 1,374 "," 5,640 "," 3,748 ", 518 ," 1,374 "," 5,640 "," 11,280 "," 9,772 ", -   ,1,0,Cause of large increase not clear,
8583,FZW,Fitzwilliam,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 33,829 "," 36,320 "," 30,578 "," 100,727 "," 33,829 "," 36,320 "," 30,578 "," 100,727 "," 201,454 "," 195,542 ", 174 ,0,0,,
4503,FWY,Five Ways,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 165,528 "," 197,776 "," 309,048 "," 672,352 "," 165,528 "," 197,776 "," 309,048 "," 672,352 "," 1,344,704 "," 1,050,126 ", -   ,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 264,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
5522,FLE,Fleet,South East,Hampshire,Hart,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 183,559 "," 250,949 "," 439,137 "," 873,645 "," 183,559 "," 250,949 "," 439,137 "," 873,645 "," 1,747,290 "," 1,650,254 "," 10,979 ",0,0,,
2026,FLM,Flimby,North West,Cumbria,Allerdale,UKD1,Cumbria,Northern Rail,,,," 3,905 "," 1,329 "," 2,639 "," 7,873 "," 3,905 "," 1,329 "," 2,639 "," 7,873 "," 15,746 "," 12,770 ", -   ,1,0,Continues high growth from previous year,
