NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
5899,ESL,Eastleigh,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 208,032 "," 257,364 "," 283,299 "," 748,695 "," 208,032 "," 257,364 "," 283,299 "," 748,695 "," 1,497,390 "," 1,504,090 "," 131,953 ",0,0,,
8114,EGN,Eastrington,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 159 , 84 , 359 , 602 , 159 , 84 , 359 , 602 ," 1,204 "," 1,886 ", -   ,0,1,Very small absolute number of entries and exits,
5566,EBB,Ebbsfleet International,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,," 124,009 "," 178,261 "," 153,811 "," 456,081 "," 124,009 "," 178,261 "," 153,811 "," 456,081 "," 912,162 "," 717,312 "," 47,238 ",1,0,Continued ramp-up of demand on Domestic high speed services,
9915,EBV,Ebbw Vale Parkway,Wales - Cymru,Blaenau Gwent,Blaenau Gwent,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 84,342 "," 21,199 "," 17,509 "," 123,050 "," 84,342 "," 21,199 "," 17,509 "," 123,050 "," 246,100 "," 246,718 ", -   ,0,0,,
2950,ECC,Eccles,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 18,300 "," 32,018 "," 24,350 "," 74,668 "," 18,300 "," 32,018 "," 24,350 "," 74,668 "," 149,336 "," 121,832 ", -   ,1,0,Demand increase likely related to the MediaCityUK development,http://en.wikipedia.org/wiki/MediaCityUK
7370,ECS,Eccles Road,East,Norfolk,Breckland,UKH1,East Anglia,National Express East Anglia,,,, 246 , 91 , 284 , 621 , 246 , 91 , 284 , 621 ," 1,242 "," 1,676 ", -   ,0,1,Very small absolute number of entries and exits,
2227,ECL,Eccleston Park,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,," 13,977 "," 54,629 "," 13,345 "," 81,951 "," 13,977 "," 54,629 "," 13,345 "," 81,951 "," 163,902 "," 162,066 ", -   ,0,0,,
2824,EDL,Edale,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 12,804 "," 22,811 ", 763 ," 36,378 "," 12,804 "," 22,811 ", 763 ," 36,378 "," 72,756 "," 68,042 ", -   ,0,0,,
5056,EDN,Eden Park,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 60,819 "," 65,093 "," 133,989 "," 259,901 "," 60,819 "," 65,093 "," 133,989 "," 259,901 "," 519,802 "," 508,816 ", -   ,0,0,,
5473,EBR,Edenbridge,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,EDENBRIDGE BR,,," 16,068 "," 33,426 "," 48,963 "," 98,457 "," 16,068 "," 33,426 "," 48,963 "," 98,457 "," 196,914 "," 204,801 "," 63,673 ",0,0,,
5359,EBT,Edenbridge Town,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,EDENBRIDGE BR,,," 24,167 "," 44,269 "," 98,795 "," 167,231 "," 24,167 "," 44,269 "," 98,795 "," 167,231 "," 334,462 "," 302,165 "," 8,401 ",1,0,Continues high growth from previous year,
2169,EDG,Edge Hill,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,," 23,702 "," 38,905 "," 8,444 "," 71,051 "," 23,702 "," 38,905 "," 8,444 "," 71,051 "," 142,102 "," 123,044 "," 14,831 ",1,0,Continues high growth from previous year,
9328,EDB,Edinburgh,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,Network Rail,EDINBURGH BR,,," 2,195,734 "," 7,377,694 "," 1,719,160 "," 11,292,588 "," 2,195,734 "," 7,377,694 "," 1,719,160 "," 11,292,588 "," 22,585,176 "," 19,957,346 "," 1,143,271 ",1,0,"Primarily driven by increase in demand on the Edingburgh - Glasgow Queen Street flow of circa 800,000 journeys. This will have been driven by re-opening of Airdrie-Bathgate. ",
9395,EDP,Edinburgh Park,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,," 138,391 "," 76,732 "," 107,886 "," 323,009 "," 138,391 "," 76,732 "," 107,886 "," 323,009 "," 646,018 "," 518,878 ", -   ,1,0,Likely linked to reopening if the Airdrie - Bathgate line,
6941,EDR,Edmonton Green,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 140,707 "," 265,528 "," 640,993 "," 1,047,228 "," 140,707 "," 265,528 "," 640,993 "," 1,047,228 "," 2,094,456 "," 1,894,264 "," 18,997 ",1,0,Cause of large increase not clear,
5642,EFF,Effingham Junction,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 40,895 "," 41,031 "," 60,773 "," 142,699 "," 40,895 "," 41,031 "," 60,773 "," 142,699 "," 285,398 "," 268,386 "," 16,324 ",0,0,,
5822,EGG,Eggesford,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,, 709 ," 11,588 "," 1,156 "," 13,453 ", 709 ," 11,588 "," 1,156 "," 13,453 "," 26,906 "," 25,500 ", -   ,0,0,,
5669,EGH,Egham,South East,Surrey,Runnymede,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 338,127 "," 384,211 "," 348,614 "," 1,070,952 "," 338,127 "," 384,211 "," 348,614 "," 1,070,952 "," 2,141,904 "," 2,069,282 ", -   ,0,0,,
7918,EGT,Egton,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,," 1,402 ", 406 ," 3,473 "," 5,281 "," 1,402 ", 406 ," 3,473 "," 5,281 "," 10,562 "," 9,430 ", -   ,1,0,Continues high growth from previous year,
5246,EPH,Elephant & Castle,London,Greater London,Southwark,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station," 164,688 "," 255,929 "," 863,014 "," 1,283,631 "," 164,688 "," 255,929 "," 863,014 "," 1,283,631 "," 2,567,262 "," 2,648,421 "," 23,801 ",0,0,,
8977,ELG,Elgin,Scotland,Moray,Moray,UKM4,Highlands and Islands,First ScotRail,,,," 53,133 "," 85,719 "," 14,637 "," 153,489 "," 53,133 "," 85,719 "," 14,637 "," 153,489 "," 306,978 "," 297,546 ", -   ,0,0,,
2121,ELP,Ellesmere Port,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,," 110,402 "," 8,203 "," 18,790 "," 137,395 "," 110,402 "," 8,203 "," 18,790 "," 137,395 "," 274,790 "," 291,054 "," 1,632 ",0,0,,
5049,ELE,Elmers End,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 98,130 "," 92,445 "," 333,971 "," 524,546 "," 98,130 "," 92,445 "," 333,971 "," 524,546 "," 1,049,092 "," 997,064 ", -   ,0,0,,
5135,ESD,Elmstead Woods,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 113,697 "," 97,274 "," 388,929 "," 599,900 "," 113,697 "," 97,274 "," 388,929 "," 599,900 "," 1,199,800 "," 1,162,040 ", -   ,0,0,,
7349,ESW,Elmswell,East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,," 15,220 "," 12,457 "," 6,729 "," 34,406 "," 15,220 "," 12,457 "," 6,729 "," 34,406 "," 68,812 "," 65,738 ", -   ,0,0,,
6667,ELR,Elsecar,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 22,518 "," 22,693 "," 20,310 "," 65,521 "," 22,518 "," 22,693 "," 20,310 "," 65,521 "," 131,042 "," 127,628 ", -   ,0,0,,
6832,ESM,Elsenham,East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,," 20,151 "," 15,792 "," 52,170 "," 88,113 "," 20,151 "," 15,792 "," 52,170 "," 88,113 "," 176,226 "," 173,080 ", -   ,0,0,,
1542,ELS,Elstree & Borehamwood,East,Hertfordshire,Hertsmere,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,London Travelcard Area Station," 304,779 "," 465,317 "," 786,297 "," 1,556,393 "," 304,779 "," 465,317 "," 786,297 "," 1,556,393 "," 3,112,786 "," 3,007,202 ", -   ,0,0,,
5103,ELW,Eltham,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 252,837 "," 240,214 "," 587,957 "," 1,081,008 "," 252,837 "," 240,214 "," 587,957 "," 1,081,008 "," 2,162,016 "," 2,139,334 ", -   ,0,0,,
6238,ELO,Elton & Orston,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,, 25 , 11 , -   , 36 , 25 , 11 , -   , 36 , 72 , 84 , -   ,0,0,,
7068,ELY,Ely,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,National Express East Anglia,,,," 190,331 "," 336,718 "," 384,968 "," 912,017 "," 190,331 "," 336,718 "," 384,968 "," 912,017 "," 1,824,034 "," 1,731,956 "," 322,668 ",0,0,,
7473,EMP,Emerson Park,London,Greater London,Havering,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 19,253 "," 9,875 "," 18,245 "," 47,373 "," 19,253 "," 9,875 "," 18,245 "," 47,373 "," 94,746 "," 82,148 ", -   ,1,0,Continues high growth from previous year,
5257,EMS,Emsworth,South East,Hampshire,Havant,UKJ3,Hampshire and Isle of Wight,Southern,,,," 48,309 "," 86,466 "," 66,156 "," 200,931 "," 48,309 "," 86,466 "," 66,156 "," 200,931 "," 401,862 "," 428,034 "," 6,179 ",0,0,,
6010,ENC,Enfield Chase,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,ENFIELD BR,,London Travelcard Area Station," 125,103 "," 134,838 "," 364,438 "," 624,379 "," 125,103 "," 134,838 "," 364,438 "," 624,379 "," 1,248,758 "," 1,246,703 "," 11,407 ",0,0,,
6815,ENL,Enfield Lock,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 85,251 "," 124,221 "," 217,987 "," 427,459 "," 85,251 "," 124,221 "," 217,987 "," 427,459 "," 854,918 "," 779,548 ", -   ,0,0,,
6959,ENF,Enfield Town,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,ENFIELD BR,,London Travelcard Area Station," 137,277 "," 195,258 "," 449,759 "," 782,294 "," 137,277 "," 195,258 "," 449,759 "," 782,294 "," 1,564,588 "," 1,399,805 ", -   ,1,0,Cause of large increase not clear,
2747,ENT,Entwistle,North West,Blackburn With Darwen,Blackburn With Darwen,UKD4,Lancashire,Northern Rail,,,," 2,135 "," 4,162 "," 1,432 "," 7,729 "," 2,135 "," 4,162 "," 1,432 "," 7,729 "," 15,458 "," 11,542 ", -   ,1,0,Demand ramp-up from recent service improvements,http://en.wikipedia.org/wiki/Entwistle_railway_station
5360,EPS,Epsom,South East,Surrey,Epsom And Ewell,UKJ2,"Surrey, East & West Sussex",Southern,,,," 495,583 "," 502,399 "," 818,534 "," 1,816,516 "," 495,583 "," 502,399 "," 818,534 "," 1,816,516 "," 3,633,032 "," 3,611,680 "," 190,680 ",0,0,,
5361,EPD,Epsom Downs,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station," 16,297 "," 8,268 "," 15,161 "," 39,726 "," 16,297 "," 8,268 "," 15,161 "," 39,726 "," 79,452 "," 69,672 ", -   ,1,0,Cause of large increase not clear,
1041,ERD,Erdington,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 76,466 "," 124,443 "," 206,697 "," 407,606 "," 76,466 "," 124,443 "," 206,697 "," 407,606 "," 815,212 "," 583,784 ", -   ,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 237,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
5459,ERI,Eridge,South East,East Sussex,Wealden,UKJ2,"Surrey, East & West Sussex",Southern,,,," 11,492 "," 16,523 "," 40,853 "," 68,868 "," 11,492 "," 16,523 "," 40,853 "," 68,868 "," 137,736 "," 122,574 ", -   ,1,0,Continues high growth from previous year,
5104,ERH,Erith,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 71,830 "," 104,828 "," 202,172 "," 378,830 "," 71,830 "," 104,828 "," 202,172 "," 378,830 "," 757,660 "," 721,074 ", -   ,0,0,,
5558,ESH,Esher,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 127,833 "," 127,040 "," 288,951 "," 543,824 "," 127,833 "," 127,040 "," 288,951 "," 543,824 "," 1,087,648 "," 1,065,056 ", -   ,0,0,,
6004,EXR,Essex Road,London,Greater London,Islington,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station," 70,968 "," 39,183 "," 131,231 "," 241,382 "," 70,968 "," 39,183 "," 131,231 "," 241,382 "," 482,764 "," 474,340 ", -   ,0,0,,
5217,ETC,Etchingham,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southeastern,,,," 14,741 "," 32,905 "," 64,970 "," 112,616 "," 14,741 "," 32,905 "," 64,970 "," 112,616 "," 225,232 "," 226,712 ", -   ,0,0,,
1444,EUS,Euston,London,Greater London,Camden,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station," 2,702,442 "," 9,759,911 "," 5,841,920 "," 18,304,273 "," 2,702,442 "," 9,759,911 "," 5,841,920 "," 18,304,273 "," 36,608,546 "," 34,073,413 "," 3,831,564 ",0,0,,
2080,EBA,Euxton Balshaw Lane,North West,Lancashire,Chorley,UKD4,Lancashire,Northern Rail,,,," 16,826 "," 8,182 "," 5,604 "," 30,612 "," 16,826 "," 8,182 "," 5,604 "," 30,612 "," 61,224 "," 57,912 ", -   ,0,0,,
4740,EVE,Evesham,West Midlands,Worcestershire,Wychavon,UKG1,"Herefordshire, Worcestershire and Warwickshire",First Great Western,,,," 21,850 "," 72,942 "," 14,984 "," 109,776 "," 21,850 "," 72,942 "," 14,984 "," 109,776 "," 219,552 "," 221,594 ", 122 ,0,0,,
5415,EWE,Ewell East,South East,Surrey,Epsom And Ewell,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station," 78,764 "," 47,949 "," 97,950 "," 224,663 "," 78,764 "," 47,949 "," 97,950 "," 224,663 "," 449,326 "," 400,368 ", -   ,1,0,Cause of large increase not clear,
5586,EWW,Ewell West,South East,Surrey,Epsom And Ewell,UKJ2,"Surrey, East & West Sussex",South West Trains,,,London Travelcard Area Station," 152,471 "," 158,379 "," 271,230 "," 582,080 "," 152,471 "," 158,379 "," 271,230 "," 582,080 "," 1,164,160 "," 1,102,594 ", -   ,0,0,,
5755,EXC,Exeter Central,South West,Devon,Exeter,UKK4,Devon,First Great Western,EXETER BR,,," 132,205 "," 635,283 "," 144,660 "," 912,148 "," 132,205 "," 635,283 "," 144,660 "," 912,148 "," 1,824,296 "," 1,661,484 "," 58,085 ",0,0,,
3410,EXD,Exeter St. David's,South West,Devon,Exeter,UKK4,Devon,First Great Western,EXETER BR,,," 170,858 "," 940,905 "," 85,298 "," 1,197,061 "," 170,858 "," 940,905 "," 85,298 "," 1,197,061 "," 2,394,122 "," 2,266,050 "," 784,929 ",0,0,,
3414,EXT,Exeter St. Thomas,South West,Devon,Exeter,UKK4,Devon,First Great Western,EXETER BR,,," 11,928 "," 44,093 "," 12,652 "," 68,673 "," 11,928 "," 44,093 "," 12,652 "," 68,673 "," 137,346 "," 116,172 ", -   ,1,0,Continues high growth from previous year,
9914,EXG,Exhibition Centre Glasgow,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 203,899 "," 269,957 "," 185,027 "," 658,883 "," 203,899 "," 269,957 "," 185,027 "," 658,883 "," 1,317,766 "," 1,171,798 ", -   ,1,0,Continues high growth from previous year,
5756,EXM,Exmouth,South West,Devon,East Devon,UKK4,Devon,First Great Western,,,," 49,059 "," 317,221 "," 46,643 "," 412,923 "," 49,059 "," 317,221 "," 46,643 "," 412,923 "," 825,846 "," 779,130 ", -   ,0,0,,
5760,EXN,Exton,South West,Devon,East Devon,UKK4,Devon,First Great Western,,,," 2,125 "," 6,910 "," 1,056 "," 10,091 "," 2,125 "," 6,910 "," 1,056 "," 10,091 "," 20,182 "," 19,312 ", -   ,0,0,,
5065,EYN,Eynsford,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 13,404 "," 15,692 "," 47,552 "," 76,648 "," 13,404 "," 15,692 "," 47,552 "," 76,648 "," 153,296 "," 152,646 ", -   ,0,0,,
4416,FRB,Fairbourne,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 15,131 "," 7,141 "," 1,327 "," 23,599 "," 15,131 "," 7,141 "," 1,327 "," 23,599 "," 47,198 "," 45,830 ", -   ,0,0,,
2780,FRF,Fairfield,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 2,233 "," 4,872 "," 3,512 "," 10,617 "," 2,233 "," 4,872 "," 3,512 "," 10,617 "," 21,234 "," 16,016 ", -   ,1,0,Continues high growth from previous year,
9452,FRL,Fairlie,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 8,211 "," 6,615 "," 5,428 "," 20,254 "," 8,211 "," 6,615 "," 5,428 "," 20,254 "," 40,508 "," 41,514 ", -   ,0,0,,
3873,FRW,Fairwater,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 10,133 ", 366 ," 5,051 "," 15,550 "," 10,133 ", 366 ," 5,051 "," 15,550 "," 31,100 "," 30,884 ", -   ,0,0,,
5137,FCN,Falconwood,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 119,235 "," 90,377 "," 301,186 "," 510,798 "," 119,235 "," 90,377 "," 301,186 "," 510,798 "," 1,021,596 "," 981,744 ", -   ,0,0,,
9930,FKG,Falkirk Grahamston,Scotland,Falkirk,Falkirk,UKM2,Eastern Scotland,First ScotRail,FALKIRK BR,,," 75,298 "," 109,201 "," 66,597 "," 251,096 "," 75,298 "," 109,201 "," 66,597 "," 251,096 "," 502,192 "," 509,282 "," 27,112 ",0,0,,
9931,FKK,Falkirk High,Scotland,Falkirk,Falkirk,UKM2,Eastern Scotland,First ScotRail,FALKIRK BR,,," 129,157 "," 207,730 "," 159,026 "," 495,913 "," 129,157 "," 207,730 "," 159,026 "," 495,913 "," 991,826 "," 1,008,182 "," 4,101 ",0,0,,
8726,FOC,Falls Of Cruachan,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,, 84 , 46 , -   , 130 , 84 , 46 , -   , 130 , 260 , 200 , -   ,0,1,Very small absolute number of entries and exits,
5337,FMR,Falmer,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,,,," 128,563 "," 384,807 "," 110,983 "," 624,353 "," 128,563 "," 384,807 "," 110,983 "," 624,353 "," 1,248,706 "," 1,001,256 ", -   ,1,0,Reflects opening of Falmer Stadium in August 2011,http://en.wikipedia.org/wiki/Falmer_railway_station
3508,FAL,Falmouth Docks,South West,Cornwall And Isles Of Scilly,Carrick,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 2,317 "," 42,104 "," 7,813 "," 52,234 "," 2,317 "," 42,104 "," 7,813 "," 52,234 "," 104,468 "," 92,946 ", -   ,1,0,Continued demand ramp-up from timetable improvements,
3591,FMT,Falmouth Town,South West,Cornwall And Isles Of Scilly,Carrick,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 8,319 "," 67,356 "," 21,226 "," 96,901 "," 8,319 "," 67,356 "," 21,226 "," 96,901 "," 193,802 "," 167,646 ", -   ,1,0,Continued demand ramp-up from timetable improvements,
6875,FAM,Fambridge,East,Essex,Maldon,UKH3,Essex,National Express East Anglia,,,," 6,652 "," 5,553 "," 25,816 "," 38,021 "," 6,652 "," 5,553 "," 25,816 "," 38,021 "," 76,042 "," 80,342 ", -   ,0,0,,
5900,FRM,Fareham,South East,Hampshire,Fareham,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 254,904 "," 317,940 "," 231,507 "," 804,351 "," 254,904 "," 317,940 "," 231,507 "," 804,351 "," 1,608,702 "," 1,571,088 "," 156,479 ",0,0,,
5521,FNB,Farnborough (Main),South East,Hampshire,Rushmoor,UKJ3,Hampshire and Isle of Wight,South West Trains,FARNBOROUGH BR,,," 404,419 "," 447,581 "," 655,780 "," 1,507,780 "," 404,419 "," 447,581 "," 655,780 "," 1,507,780 "," 3,015,560 "," 2,969,782 "," 3,557 ",0,0,,
5688,FNN,Farnborough North,South East,Hampshire,Rushmoor,UKJ3,Hampshire and Isle of Wight,First Great Western,FARNBOROUGH BR,,," 31,730 "," 44,544 "," 86,913 "," 163,187 "," 31,730 "," 44,544 "," 86,913 "," 163,187 "," 326,374 "," 312,798 ", -   ,0,0,,
5643,FNC,Farncombe,South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 111,585 "," 104,933 "," 197,127 "," 413,645 "," 111,585 "," 104,933 "," 197,127 "," 413,645 "," 827,290 "," 806,182 ", -   ,0,0,,
5545,FNH,Farnham,South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 214,552 "," 233,455 "," 340,290 "," 788,297 "," 214,552 "," 233,455 "," 340,290 "," 788,297 "," 1,576,594 "," 1,561,910 ", 262 ,0,0,,
5105,FNR,Farningham Road,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,," 13,980 "," 23,374 "," 62,772 "," 100,126 "," 13,980 "," 23,374 "," 62,772 "," 100,126 "," 200,252 "," 206,750 ", -   ,0,0,,
2811,FNW,Farnworth,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 3,882 "," 12,010 "," 6,466 "," 22,358 "," 3,882 "," 12,010 "," 6,466 "," 22,358 "," 44,716 "," 36,816 ", -   ,1,0,Cause of large increase not clear,
577,FAR,Farringdon,London,Greater London,Islington,UKI1,Inner London,London Underground,LONDON BR,,London Travelcard Area Station," 295,951 "," 222,847 "," 1,952,684 "," 2,471,482 "," 295,951 "," 222,847 "," 1,952,684 "," 2,471,482 "," 4,942,964 "," 4,632,081 "," 149,402 ",0,0,,
9245,FLD,Fauldhouse,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 9,857 "," 8,796 "," 3,445 "," 22,098 "," 9,857 "," 8,796 "," 3,445 "," 22,098 "," 44,196 "," 44,504 ", -   ,0,0,,
5167,FAV,Faversham,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,," 108,413 "," 230,294 "," 397,322 "," 736,029 "," 108,413 "," 230,294 "," 397,322 "," 736,029 "," 1,472,058 "," 1,468,446 "," 32,084 ",0,0,,
5493,FGT,Faygate,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,," 1,176 ", 401 ," 2,275 "," 3,852 "," 1,176 ", 401 ," 2,275 "," 3,852 "," 7,704 "," 8,178 ", -   ,0,0,,
2126,FAZ,Fazakerley,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,," 142,427 "," 165,264 "," 122,622 "," 430,313 "," 142,427 "," 165,264 "," 122,622 "," 430,313 "," 860,626 "," 864,108 ", -   ,0,0,,
8637,FRN,Fearn,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 1,752 "," 1,345 ", 812 ," 3,909 "," 1,752 "," 1,345 ", 812 ," 3,909 "," 7,818 "," 6,720 ", -   ,0,0,,
8544,FEA,Featherstone,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 17,615 "," 18,764 "," 4,192 "," 40,571 "," 17,615 "," 18,764 "," 4,192 "," 40,571 "," 81,142 "," 77,754 ", -   ,0,0,,
7214,FLX,Felixstowe,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,," 27,961 "," 59,371 "," 10,791 "," 98,123 "," 27,961 "," 59,371 "," 10,791 "," 98,123 "," 196,246 "," 193,986 ", -   ,0,0,,
5559,FEL,Feltham,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 503,038 "," 512,872 "," 833,607 "," 1,849,517 "," 503,038 "," 512,872 "," 833,607 "," 1,849,517 "," 3,699,034 "," 3,405,934 ", -   ,0,0,,
7490,FST,Fenchurch Street,London,Greater London,City Of London,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station," 1,957,319 "," 1,530,672 "," 5,022,580 "," 8,510,571 "," 1,957,319 "," 1,530,672 "," 5,022,580 "," 8,510,571 "," 17,021,142 "," 16,674,504 "," 345,079 ",0,0,,
5808,FNT,Feniton,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,," 9,117 "," 19,724 "," 5,419 "," 34,260 "," 9,117 "," 19,724 "," 5,419 "," 34,260 "," 68,520 "," 64,490 ", -   ,0,0,,
1377,FEN,Fenny Stratford,South East,Milton Keynes,Milton Keynes,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Midland Trains,,,," 1,883 "," 4,433 "," 4,340 "," 10,656 "," 1,883 "," 4,433 "," 4,340 "," 10,656 "," 21,312 "," 17,344 ", -   ,1,0,Continues high growth from previous year,
3862,FER,Fernhill,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 8,988 ", 442 , 557 ," 9,987 "," 8,988 ", 442 , 557 ," 9,987 "," 19,974 "," 22,914 ", -   ,1,0,Continues recent decrease,
8061,FRY,Ferriby,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 13,135 "," 3,023 "," 8,475 "," 24,633 "," 13,135 "," 3,023 "," 8,475 "," 24,633 "," 49,266 "," 50,514 ", -   ,0,0,,
4074,FYS,Ferryside,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 4,946 "," 2,257 "," 2,722 "," 9,925 "," 4,946 "," 2,257 "," 2,722 "," 9,925 "," 19,850 "," 21,454 ", -   ,0,0,,
4066,FFA,Ffairfach,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 814 , 433 , -   ," 1,247 ", 814 , 433 , -   ," 1,247 "," 2,494 "," 2,302 ", -   ,0,0,,
8062,FIL,Filey,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,," 33,925 "," 23,326 "," 4,484 "," 61,735 "," 33,925 "," 23,326 "," 4,484 "," 61,735 "," 123,470 "," 114,654 ", -   ,0,0,,
