NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0809
Entries & Exits","0708
Entries & Exits","0809
Interchanges",Check,Check Detail,Check Reason
1090,AVP,Aylesbury Vale Parkway,South East,Buckinghamshire,Aylesbury Vale,UKJ1,Berkshire Buckinghamshire and Oxfordshire,Chiltern Railways,,,,,"1,421","1,721","3,379","6,521","1,421","1,721","3,379","6,521","13,042",0,0,,,
5162,AYL,Aylesford,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,,"19,560","12,640","16,514","48,714","19,560","12,640","16,514","48,714","97,428","92,776",0,,,
5197,AYH,Aylesham,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,,,"13,622","18,587","12,744","44,953","13,622","18,587","12,744","44,953","89,906","93,672",0,,,
9463,AYR,Ayr,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"271,510","272,275","186,162","729,947","271,510","272,275","186,162","729,947","1,459,894","1,384,604","36,342",,,
2187,BAC,Bache,North West,Cheshire,Chester,UKD2,Cheshire,Merseyrail,,Merseyside,,,"18,957","27,350","5,860","52,167","18,957","27,350","5,860","52,167","104,334","88,074",0,,,PTE Urban Area Station (Within Merseyrail area)
4186,BAJ,Baglan,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"2,543","3,501","3,209","9,253","2,543","3,501","3,209","9,253","18,506","10,826",0,Check,Growth of more than 28%,
5681,BAG,Bagshot,South East,Surrey,Surrey Heath,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"27,936","20,783","21,531","70,250","27,936","20,783","21,531","70,250","140,500","138,110",0,,,
8552,BLD,Baildon,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"47,912","33,428","28,283","109,623","47,912","33,428","28,283","109,623","219,246","178,691",0,,,PTE Urban Area Station
9763,BIO,Baillieston,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"16,968","11,050","12,699","40,717","16,968","11,050","12,699","40,717","81,434","66,369",0,Check,Growth of more than 28%,PTE Urban Area Station
5492,BAB,Balcombe,South East,West Sussex,Mid Sussex,UKJ2,Surrey and East & West Sussex,Southern,,,,,"9,104","14,726","28,700","52,530","9,104","14,726","28,700","52,530","105,060","110,226",0,,,
6084,BDK,Baldock,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"63,990","72,724","99,984","236,698","63,990","72,724","99,984","236,698","473,396","419,784",0,,,
5399,BAL,Balham,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"412,133","465,017","1,665,119","2,542,269","412,133","465,017","1,665,119","2,542,269","5,084,538","5,543,764","270,275",,,
9862,BHC,Balloch,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"84,829","100,438","115,115","300,382","84,829","100,438","115,115","300,382","600,764","571,658",0,,,PTE Urban Area Station
9013,BSI,Balmossie,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,,,62,19,122,203,62,19,122,203,406,615,0,Check,"Ignore - Less than 15,000 E&X",
2561,BMB,Bamber Bridge,North West,Lancashire,South Ribble,UKD4,Lancashire,Northern Rail,,,,,"25,663","4,106","3,432","33,201","25,663","4,106","3,432","33,201","66,402","69,633",0,,,
2820,BAM,Bamford,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,,"6,161","5,268",489,"11,918","6,161","5,268",489,"11,918","23,836","22,836",0,,,
8839,BNV,Banavie,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,"1,059","1,045",0,"2,104","1,059","1,045",0,"2,104","4,208","4,037",0,,,
4502,BAN,Banbury,South East,Oxfordshire,Cherwell,UKJ1,Berkshire Buckinghamshire and Oxfordshire,Chiltern Railways,,,,,"195,578","377,092","217,085","789,755","195,578","377,092","217,085","789,755","1,579,510","1,469,985","471,027",,,
2471,BNG,Bangor (Gwynedd),Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"50,340","196,400","28,617","275,357","50,340","196,400","28,617","275,357","550,714","564,158",597,,,
2238,BAH,Bank Hall,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"25,530","51,255","21,758","98,543","25,530","51,255","21,758","98,543","197,086","85,014",0,Check,Growth of more than 28%,PTE Urban Area Station
5348,BAD,Banstead,South East,Surrey,Reigate And Banstead,UKJ2,Surrey and East & West Sussex,Southern,,,London Travelcard Area Station,,"9,503","5,764","42,248","57,515","9,503","5,764","42,248","57,515","115,030","105,664",0,,,
9466,BSS,Barassie,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"25,551","20,415","23,067","69,033","25,551","20,415","23,067","69,033","138,066","121,452",0,,,PTE Urban Area Station
7563,BLL,Bardon Mill,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,,"1,083","1,226",805,"3,114","1,083","1,226",805,"3,114","6,228","5,626",0,,,
2690,BAR,Bare Lane,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,,,"49,416","4,472","12,438","66,326","49,416","4,472","12,438","66,326","132,652","126,706",0,,,
9764,BGI,Bargeddie,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"14,166","11,524","17,913","43,603","14,166","11,524","17,913","43,603","87,206","78,063",0,,,PTE Urban Area Station
4011,BGD,Bargoed,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"19,365","32,662","14,375","66,402","19,365","32,662","14,375","66,402","132,804","145,345",0,,,
7492,BKG,Barking,London,Greater London,Barking And Dagenham,UKI2,Outer London,c2c,,,London Travelcard Area Station,Joint TfL & TOC Station,"320,008","365,935","1,190,848","1,876,791","320,008","365,935","1,190,848","1,876,791","3,753,582","3,993,035","180,279",,,
5133,BMG,Barming,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,,"14,622","15,081","42,073","71,776","14,622","15,081","42,073","71,776","143,552","139,892",0,,,
4445,BRM,Barmouth,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"46,009","10,955","15,379","72,343","46,009","10,955","15,379","72,343","144,686","139,844",0,,,
5089,BNH,Barnehurst,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"92,142","128,271","562,692","783,105","92,142","128,271","562,692","783,105","1,566,210","1,686,615",0,,,
5551,BNS,Barnes,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"166,601","178,378","484,095","829,074","166,601","178,378","484,095","829,074","1,658,148","1,833,851","11,641",,,
5580,BNI,Barnes Bridge,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"64,455","64,774","114,724","243,953","64,455","64,774","114,724","243,953","487,906","503,736",0,,,
6406,BTB,Barnetby,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,First TransPennine Express,,,,,"7,225","20,427","2,584","30,236","7,225","20,427","2,584","30,236","60,472","57,957","1,788",,,
5252,BAA,Barnham,South East,West Sussex,Arun,UKJ2,Surrey and East & West Sussex,Southern,,,,,"78,118","143,587","215,004","436,709","78,118","143,587","215,004","436,709","873,418","890,059","772,448",,,
9973,BNL,Barnhill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"14,618","9,822","6,820","31,260","14,618","9,822","6,820","31,260","62,520","54,900",0,,,PTE Urban Area Station
6774,BNY,Barnsley,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"185,399","256,824","217,533","659,756","185,399","256,824","217,533","659,756","1,319,512","875,736","13,766",Check,Growth of more than 28%,PTE Urban Area Station
5725,BNP,Barnstaple,South West,Devon,North Devon,UKK4,Devon,First Great Western,,,,,"8,038","129,480","4,442","141,960","8,038","129,480","4,442","141,960","283,920","261,175",0,,,
1096,BTG,Barnt Green,West Midlands,Worcestershire,Bromsgrove,UKG1,Herefordshire Worcestershire and Warwickshire,London Midland Trains,,West Midlands,,,"47,105","28,061","32,996","108,162","47,105","28,061","32,996","108,162","216,324","171,202","29,541",,,PTE Urban Area Station
9674,BRR,Barrhead,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"98,600","76,884","127,333","302,817","98,600","76,884","127,333","302,817","605,634","562,908",0,,,PTE Urban Area Station
9467,BRL,Barrhill,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"1,472",746,214,"2,432","1,472",746,214,"2,432","4,864","4,810",0,,,
6212,BAV,Barrow Haven,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"1,193",143,31,"1,367","1,193",143,31,"1,367","2,734","2,670",0,,,
1954,BIF,Barrow-In-Furness,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,First TransPennine Express,,,,,"78,501","138,894","19,739","237,134","78,501","138,894","19,739","237,134","474,268","538,702","12,931",,,
1903,BWS,Barrow-Upon-Soar,East Midlands,Leicestershire,Charnwood,UKF2,Leicestershire Rutland and Northamptonshire,East Midlands Trains,,,,,"12,051","10,159","8,976","31,186","12,051","10,159","8,976","31,186","62,372","53,635",0,,,
3805,BRY,Barry,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,,"73,395","99,046","67,686","240,127","73,395","99,046","67,686","240,127","480,254","499,983",0,,,
3806,BYD,Barry Docks,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,,"22,860","26,270","10,843","59,973","22,860","26,270","10,843","59,973","119,946","115,226",0,,,
3807,BYI,Barry Island,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,,"68,463","125,547","94,952","288,962","68,463","125,547","94,952","288,962","577,924","559,976",0,,,
9020,BYL,Barry Links,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,,,43,4,0,47,43,4,0,47,94,98,0,,,
6207,BAU,Barton-On-Humber,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"20,641","1,970","1,767","24,378","20,641","1,970","1,767","24,378","48,756","48,319",0,,,
7494,BSO,Basildon,East,Essex,Basildon,UKH3,Essex,c2c,,,,,"361,667","344,205","559,065","1,264,937","361,667","344,205","559,065","1,264,937","2,529,874","2,538,275",0,,,
5520,BSK,Basingstoke,South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"497,493","995,456","911,002","2,403,951","497,493","995,456","911,002","2,403,951","4,807,902","4,596,490","678,487",,,
5090,BBL,Bat & Ball,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,,,"13,273","14,094","24,704","52,071","13,273","14,094","24,704","52,071","104,142","107,680",0,,,
3271,BTH,Bath Spa,South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,Gloucestershire,First Great Western,,,,,"481,083","1,376,299","521,570","2,378,952","481,083","1,376,299","521,570","2,378,952","4,757,904","4,478,305","111,763",,,
9311,BHG,Bathgate,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"134,358","98,536","90,009","322,903","134,358","98,536","90,009","322,903","645,806","650,036",0,,,
8484,BTL,Batley,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"39,659","37,952","40,995","118,606","39,659","37,952","40,995","118,606","237,212","149,896",0,Check,Growth of more than 28%,PTE Urban Area Station
7909,BTT,Battersby,Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,Northern Rail,,,,,779,124,0,903,779,124,0,903,"1,806","2,028",0,,,
5420,BAK,Battersea Park,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"152,333","205,221","510,086","867,640","152,333","205,221","510,086","867,640","1,735,280","1,639,539","49,259",,,
5215,BAT,Battle,South East,East Sussex,Rother,UKJ2,Surrey and East & West Sussex,Southeastern,,,,,"38,850","107,491","140,123","286,464","38,850","107,491","140,123","286,464","572,928","552,466",0,,,
6870,BLB,Battlesbridge,East,Essex,Chelmsford,UKH3,Essex,National Express East Anglia,,,,,"1,796","1,540","1,950","5,286","1,796","1,540","1,950","5,286","10,572","8,791",0,,,
6006,BAY,Bayford,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"6,846","4,969","5,937","17,752","6,846","4,969","5,937","17,752","35,504","34,907",0,,,
3047,BCF,Beaconsfield,South East,Buckinghamshire,South Bucks,UKJ1,Berkshire Buckinghamshire and Oxfordshire,Chiltern Railways,,,,,"169,034","183,760","285,574","638,368","169,034","183,760","285,574","638,368","1,276,736","1,272,423",0,,,
2420,BER,Bearley,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,Herefordshire Worcestershire and Warwickshire,London Midland Trains,,,,,376,223,259,858,376,223,259,858,"1,716","1,567",0,,,
9966,BRN,Bearsden,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"94,622","70,579","83,556","248,757","94,622","70,579","83,556","248,757","497,514","446,277",0,,,PTE Urban Area Station
5091,BSD,Bearsted,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,,,"29,811","59,842","141,120","230,773","29,811","59,842","141,120","230,773","461,546","421,414",0,,,
8822,BSL,Beasdale,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,55,45,0,100,55,45,0,100,200,213,0,,,
5890,BEU,Beaulieu Road,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,618,"1,168",498,"2,284",618,"1,168",498,"2,284","4,568","3,791",0,,,
8877,BEL,Beauly,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,"13,158","12,453",600,"26,211","13,158","12,453",600,"26,211","52,422","41,878",0,,,
2188,BEB,Bebington,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"165,138","284,888","147,992","598,018","165,138","284,888","147,992","598,018","1,196,036","449,350",0,Check,Growth of more than 28%,PTE Urban Area Station
7258,BCC,Beccles,East,Suffolk,Waveney,UKH1,East Anglia,National Express East Anglia,,,,,"17,317","26,612",984,"44,913","17,317","26,612",984,"44,913","89,826","84,990",0,,,
5076,BEC,Beckenham Hill,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"23,442","29,474","95,764","148,680","23,442","29,474","95,764","148,680","297,360","294,597",0,,,
5046,BKJ,Beckenham Junction,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"166,027","274,281","893,759","1,334,067","166,027","274,281","893,759","1,334,067","2,668,134","2,765,028","46,395",,,
1512,BDM,Bedford Midland,East,Bedfordshire,Bedford,UKH2,Bedfordshire and Hertforshire,First Capital Connect,BEDFORD BR,,,,"189,221","669,807","740,514","1,599,542","189,221","669,807","740,514","1,599,542","3,199,084","3,184,488","27,024",,,
1510,BSJ,Bedford St.Johns,East,Bedfordshire,Bedford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,BEDFORD BR,,,,"1,428","2,543","3,063","7,034","1,428","2,543","3,063","7,034","14,068","12,106",0,,,
5538,BDH,Bedhampton,South East,Hampshire,Havant,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"22,211","19,842","14,787","56,840","22,211","19,842","14,787","56,840","113,680","119,484",0,,,
3245,BMT,Bedminster,South West,Bristol City Of,Bristol City Of,UKK1,Gloucestershire,First Great Western,BRISTOL BR,,,,"10,871","7,779","10,695","29,345","10,871","7,779","10,695","29,345","58,690","43,145",0,Check,Growth of more than 28%,Growth consistent with adjacent stations (Bristol Temple Meads and Parson Street).
1165,BEH,Bedworth,West Midlands,Warwickshire,Nuneaton And Bedworth,UKG1,Herefordshire Worcestershire and Warwickshire,London Midland Trains,,West Midlands,,,"9,178","1,665","3,805","14,648","9,178","1,665","3,805","14,648","29,296","23,401",0,,,PTE Urban Area Station
3070,BDW,Bedwyn,South West,Wiltshire,Kennet,UKK1,Gloucestershire,First Great Western,,,,,"7,667","23,302","10,890","41,859","7,667","23,302","10,890","41,859","83,718","81,160",0,,,
1625,BEE,Beeston,East Midlands,Nottinghamshire,Broxtowe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"98,779","63,784","39,468","202,031","98,779","63,784","39,468","202,031","404,062","400,139","14,021",,,
5198,BKS,Bekesbourne,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,,"5,710","9,258","12,988","27,956","5,710","9,258","12,988","27,956","55,912","48,737",0,,,
2785,BLV,Belle Vue,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"1,032","3,612","1,218","5,862","1,032","3,612","1,218","5,862","11,724","9,470",0,,,PTE Urban Area Station
9895,BLG,Bellgrove,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"81,864","70,291","51,351","203,506","81,864","70,291","51,351","203,506","407,012","357,469","18,394",,,PTE Urban Area Station
5062,BGM,Bellingham,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"40,091","45,929","243,264","329,284","40,091","45,929","243,264","329,284","658,568","675,381",0,,,
9714,BLH,Bellshill,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"102,783","81,485","112,202","296,470","102,783","81,485","112,202","296,470","592,940","534,008","6,725",Check,Growth of more than 28%,PTE Urban Area Station
