NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0809
Entries & Exits","0708
Entries & Exits","0809
Interchanges",Check,Check Detail,Check Reason
9778,CFF,Croftfoot,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"24,558","19,657","36,332","80,547","24,558","19,657","36,332","80,547","161,094","161,982",0,,,
5078,CFT,Crofton Park,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"45,750","49,945","208,608","304,303","45,750","49,945","208,608","304,303","608,606","654,649",0,,,
7295,CMR,Cromer,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,,"36,310","51,255","6,785","94,350","36,310","51,255","6,785","94,350","188,700","181,546",0,,,
1822,CMF,Cromford,East Midlands,Derbyshire,Derbyshire Dales,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"4,428","5,152",677,"10,257","4,428","5,152",677,"10,257","20,514","17,404",0,,,
9628,CKT,Crookston Glasgow,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"23,226","16,478","19,608","59,312","23,226","16,478","19,608","59,312","118,624","114,739",0,,,
8473,CRG,Cross Gates,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"73,107","57,276","70,737","201,120","73,107","57,276","70,737","201,120","402,240","294,904",0,Check,Growth of more than 28%,PTE Urban Area Station
8554,CFL,Crossflatts,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"51,774","43,973","49,905","145,652","51,774","43,973","49,905","145,652","291,304","213,126",0,Check,Growth of more than 28%,PTE Urban Area Station
9814,COI,Crosshill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"40,094","27,062","92,858","160,014","40,094","27,062","92,858","160,014","320,028","325,863",0,,,
9902,CKY,Crosskeys,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"8,348","18,756","6,563","33,667","8,348","18,756","6,563","33,667","67,334",8,0,Check,Growth of more than 28%,New station in 2007 so high growth expected.
9796,CMY,Crossmyloof,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"76,975","45,498","76,428","198,901","76,975","45,498","76,428","198,901","397,802","346,297",0,Check,Growth of more than 28%,PTE Urban Area Station
2313,CSO,Croston,North West,Lancashire,Chorley,UKD4,Lancashire,Northern Rail,,,,,"9,151","11,328","1,759","22,238","9,151","11,328","1,759","22,238","44,476","41,975",0,,,
7406,CRH,Crouch Hill,London,Greater London,Islington,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"5,303","9,909","79,636","94,848","5,303","9,909","79,636","94,848","189,696","244,218",0,Check,Decline of more than 12% ,Change to London Overground in November 2007. Switch to PAYG Oyster away from TOC tickets produces decline.
5325,COH,Crowborough,South East,East Sussex,Wealden,UKJ2,Surrey and East & West Sussex,Southern,,,,,"27,423","41,321","106,683","175,427","27,423","41,321","106,683","175,427","350,854","365,658",0,,,
5233,CWU,Crowhurst,South East,East Sussex,Rother,UKJ2,Surrey and East & West Sussex,Southeastern,,,,,"3,189","6,669","16,902","26,760","3,189","6,669","16,902","26,760","53,520","54,031",0,,,
6524,CWE,Crowle,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"3,643","8,516","1,811","13,970","3,643","8,516","1,811","13,970","27,940","29,022",0,,,
5628,CRN,Crowthorne,South East,Bracknell Forest,Bracknell Forest,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"33,078","52,622","48,879","134,579","33,078","52,622","48,879","134,579","269,158","274,800",0,,,
9943,CRO,Croy,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"134,140","225,816","162,870","522,826","134,140","225,816","162,870","522,826","1,045,652","957,247",0,,,PTE Urban Area Station
5356,CYP,Crystal Palace,London,Greater London,Bromley,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"125,642","145,211","539,105","809,958","125,642","145,211","539,105","809,958","1,619,916","1,670,985","89,796",,,
2305,CUD,Cuddington,North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,,,"12,775","11,578","2,167","26,520","12,775","11,578","2,167","26,520","53,040","51,775",0,,,
6008,CUF,Cuffley,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"72,983","65,552","166,722","305,257","72,983","65,552","166,722","305,257","610,514","616,894",0,,,
3107,CUM,Culham,South East,Oxfordshire,South Oxfordshire,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"5,633","3,600","20,783","30,016","5,633","3,600","20,783","30,016","60,032","46,832",0,Check,Growth of more than 28%,
8625,CUA,Culrain,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,650,293,0,943,650,293,0,943,"1,886","1,785",0,,,
9721,CUB,Cumbernauld,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"40,865","44,245","29,982","115,092","40,865","44,245","29,982","115,092","230,184","218,731","3,325",,,
9121,CUP,Cupar,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"40,434","52,208","20,685","113,327","40,434","52,208","20,685","113,327","226,654","229,212",0,,,
9218,CUH,Curriehill,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,,,"11,767","6,318","5,476","23,561","11,767","6,318","5,476","23,561","47,122","43,321",0,,,
5201,CUX,Cuxton,South East,Medway,Medway,UKJ4,Kent,Southeastern,,,,,"7,540","7,891","5,843","21,274","7,540","7,891","5,843","21,274","42,548","42,499",0,,,
3981,CMH,Cwmbach,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"5,270","4,149",465,"9,884","5,270","4,149",465,"9,884","19,768","19,866",0,,,
3738,CWM,Cwmbran,Wales - Cymru,Torfaen - Tor-Faen,Torfaen - Tor-Faen,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"40,280","66,828","24,409","131,517","40,280","66,828","24,409","131,517","263,034","242,354",0,,,
4147,CYN,Cynghordy,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,655,175,0,830,655,175,0,830,"1,660","1,430",0,,,
7440,DDK,Dagenham Dock,London,Greater London,Barking And Dagenham,UKI2,Outer London,c2c,,,London Travelcard Area Station,,"14,481","20,404","110,423","145,308","14,481","20,404","110,423","145,308","290,616","734,840",0,Check,Decline of more than 12% ,Oyster extended to Dagenham Dock and Rainham in January 2008.  Switching to Oyster PAYG away from c2c tickets is reason for decline.
2777,DSY,Daisy Hill,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"16,156","35,391","53,480","105,027","16,156","35,391","53,480","105,027","210,054","115,652",0,Check,Growth of more than 28%,PTE Urban Area Station
9135,DAG,Dalgety Bay,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"40,766","40,892","54,701","136,359","40,766","40,892","54,701","136,359","272,718","270,918",0,,,
8711,DAL,Dalmally,Scotland,Argyll And Bute,Argyll And Bute,UKM6,Highlands and Islands,First ScotRail,,,,,"1,471",391,202,"2,064","1,471",391,202,"2,064","4,128","3,652",0,,,
9790,DAK,Dalmarnock,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"13,301","12,029","9,751","35,081","13,301","12,029","9,751","35,081","70,162","61,209",0,Check,Growth of more than 28%,PTE Urban Area Station
9415,DAM,Dalmeny,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,,,"53,166","55,329","89,542","198,037","53,166","55,329","89,542","198,037","396,074","386,841",0,,,
9992,DMR,Dalmuir,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"137,324","87,392","143,591","368,307","137,324","87,392","143,591","368,307","736,614","618,003","31,546",Check,Growth of more than 28%,PTE Urban Area Station
9864,DLR,Dalreoch,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"35,807","32,312","97,462","165,581","35,807","32,312","97,462","165,581","331,162","318,398",0,,,PTE Urban Area Station
9483,DLY,Dalry,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"30,061","24,324","31,849","86,234","30,061","24,324","31,849","86,234","172,468","156,556",0,,,
2077,DLS,Dalston,North West,Cumbria,Carlisle,UKD1,Cumbria,Northern Rail,,,,,"8,678",826,"3,076","12,580","8,678",826,"3,076","12,580","25,160","26,943",0,,,
1429,DLK,Dalston (Kingsland),London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"47,397","112,595","849,118","1,009,110","47,397","112,595","849,118","1,009,110","2,018,220","2,445,308",0,Check,Decline of more than 12% ,
1957,DLT,Dalton,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,Northern Rail,,,,,"8,908","8,451",797,"18,156","8,908","8,451",797,"18,156","36,312","32,326",0,,,
8628,DLW,Dalwhinnie,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,700,448,0,"1,148",700,448,0,"1,148","2,296","1,975",0,,,
7915,DNY,Danby,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,,,"2,795",721,"1,339","4,855","2,795",721,"1,339","4,855","9,710","12,560",0,Check,"Ignore - Less than 15,000 E&X",
3797,DCT,Danescourt,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,,"13,977","8,718","11,747","34,442","13,977","8,718","11,747","34,442","68,884","64,930",0,,,
4519,DZY,Danzey,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,Herefordshire Worcestershire and Warwickshire,London Midland Trains,,West Midlands,,,"1,579","1,240","1,245","4,064","1,579","1,240","1,245","4,064","8,128","5,842",0,Check,"Ignore - Less than 15,000 E&X",PTE Urban Area Station
7877,DAR,Darlington,North East,Darlington,Darlington,UKC1,Tees Valley and Durham,East Coast Main Line,,,,,"307,873","646,033","138,312","1,092,218","307,873","646,033","138,312","1,092,218","2,184,436","2,099,480","295,170",,,
6729,DAN,Darnall,Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"1,400",633,"1,457","3,490","1,400",633,"1,457","3,490","6,980","4,306",0,Check,"Ignore - Less than 15,000 E&X",PTE Urban Area Station
7211,DSM,Darsham,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,National Express East Anglia,,,,,"5,580","13,987",111,"19,678","5,580","13,987",111,"19,678","39,356","39,862",0,,,
5101,DFD,Dartford,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,,,"290,448","408,442","905,263","1,604,153","290,448","408,442","905,263","1,604,153","3,208,306","3,311,472","558,948",,,
8420,DRT,Darton,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"25,688","28,125","24,231","78,044","25,688","28,125","24,231","78,044","156,088","126,571",0,,,PTE Urban Area Station
2576,DWN,Darwen,North West,Blackburn With Darwen,Blackburn With Darwen,UKD4,Lancashire,Northern Rail,,,,,"59,074","43,436","22,531","125,041","59,074","43,436","22,531","125,041","250,082","247,662",0,,,
5668,DAT,Datchet,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,Berkshire Buckinghamshire and Oxfordshire,South West Trains,,,,,"51,959","51,069","57,690","160,718","51,959","51,069","57,690","160,718","321,436","319,733",0,,,
2770,DVN,Davenport,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"23,104","40,402","40,784","104,290","23,104","40,402","40,784","104,290","208,580","183,465",0,,,
3408,DWL,Dawlish,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,,,"22,763","145,430","29,795","197,988","22,763","145,430","29,795","197,988","395,976","369,382",0,,,
3409,DWW,Dawlish Warren,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,,,"2,439","46,135","1,297","49,871","2,439","46,135","1,297","49,871","99,742","94,252",0,,,
5011,DEA,Deal,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,,,"47,014","108,793","112,749","268,556","47,014","108,793","112,749","268,556","537,112","490,496",0,,,
5942,DEN,Dean,South West,Wiltshire,Salisbury,UKK1,Gloucestershire,First Great Western,,,,,"2,624","3,486","2,235","8,345","2,624","3,486","2,235","8,345","16,690","11,487",0,Check,Growth of more than 28%,
2877,DNN,Dean Lane,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"3,652","9,856","9,764","23,272","3,652","9,856","9,764","23,272","46,544","29,228",0,Check,Growth of more than 28%,PTE Urban Area Station
2963,DGT,Deansgate,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,MANCHESTER BR,Greater Manchester,,,"21,863","63,461","29,377","114,701","21,863","63,465","29,391","114,719","229,420","129,995",0,Check,Growth of more than 28%,PTE Urban Area Station
5412,DPD,Deepdene,South East,Surrey,Mole Valley,UKJ2,Surrey and East & West Sussex,First Great Western,DORKING BR,,,,"52,694","87,820","83,179","223,693","51,968","86,283","81,162","219,413","443,106","495,260","69,465",,,
2480,DGY,Deganwy,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"1,967","1,072",624,"3,663","1,967","1,072",624,"3,663","7,326","5,746",0,,,
8441,DHN,Deighton,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"10,297","6,465","5,296","22,058","10,297","6,465","5,296","22,058","44,116","32,253",0,Check,Growth of more than 28%,PTE Urban Area Station
2306,DLM,Delamere,North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,,,"3,639","11,019",256,"14,914","3,639","11,019",256,"14,914","29,828","28,220",0,,,
8432,DBD,Denby Dale,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"24,926","23,624","19,458","68,008","24,926","23,624","19,458","68,008","136,016","105,998",0,Check,Growth of more than 28%,PTE Urban Area Station
3052,DNM,Denham,South East,Buckinghamshire,South Bucks,UKJ1,Berkshire Buckinghamshire and Oxfordshire,Chiltern Railways,,,,,"34,515","44,528","55,336","134,379","34,515","44,528","55,336","134,379","268,758","260,345",0,,,
3060,DGC,Denham Golf Club,South East,Buckinghamshire,South Bucks,UKJ1,Berkshire Buckinghamshire and Oxfordshire,Chiltern Railways,,,,,"2,455","1,995","4,935","9,385","2,455","1,995","4,935","9,385","18,770","17,213",0,,,
5421,DMK,Denmark Hill,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"266,502","348,189","939,256","1,553,947","266,502","348,189","939,256","1,553,947","3,107,894","3,024,744","75,441",,,
2103,DNT,Dent,North West,Cumbria,South Lakeland,UKD1,Cumbria,Northern Rail,,,,,"3,008","1,101",0,"4,109","3,008","1,101",0,"4,109","8,218","7,087",0,,,
2855,DTN,Denton,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,14,14,0,28,14,14,0,28,56,53,0,,,
5145,DEP,Deptford,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"72,114","105,555","228,132","405,801","72,114","105,555","228,132","405,801","811,602","757,761",0,,,
1823,DBY,Derby,East Midlands,Derby,Derby,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,West Midlands,,,"471,349","845,890","240,381","1,557,620","471,349","845,890","240,381","1,557,620","3,115,240","2,987,361","508,200",,,
7212,DBR,Derby Road,East,Suffolk,Ipswich,UKH1,East Anglia,National Express East Anglia,,,,,"7,512","9,683","2,184","19,379","7,512","9,683","2,184","19,379","38,758","39,319",0,,,
2652,DKR,Derker,North West,Greater Manchester,Oldham,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"3,757","9,297","6,406","19,460","3,757","9,297","6,406","19,460","38,920","26,966",0,Check,Growth of more than 28%,PTE Urban Area Station
3579,DPT,Devonport,South West,Plymouth,Plymouth,UKK4,Devon,First Great Western,PLYMOUTH BR,,,,"1,714","2,966","6,084","10,764","1,714","2,966","6,084","10,764","21,528","17,450",0,,,
8326,DEW,Dewsbury,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,First TransPennine Express,,West Yorkshire,,,"169,054","248,183","206,699","623,936","169,054","248,183","206,699","623,936","1,247,872","875,135",0,Check,Growth of more than 28%,PTE Urban Area Station
3030,DID,Didcot Parkway,South East,Oxfordshire,South Oxfordshire,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"229,003","472,913","526,276","1,228,192","229,003","472,913","526,276","1,228,192","2,456,384","2,416,635","181,367",,,
5753,DIG,Digby and Sowton,South West,Devon,Exeter,UKK4,Devon,First Great Western,,,,,"33,801","68,266","35,922","137,989","33,801","68,266","35,922","137,989","275,978","247,452",0,,,
5502,DMH,Dilton Marsh,South West,Wiltshire,West Wiltshire,UKK1,Gloucestershire,First Great Western,,,,,"1,458","1,765","2,041","5,264","1,458","1,765","2,041","5,264","10,528","10,063",0,,,
