 RODS report3h created at 13:28:09 on 29-03-2017,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,,,
,,,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Day
Arrivals at,,to line/direction,,from NR/DLR Origin,,    - 7am ,  7am-10am,  10am-4pm,  4pm-7pm ,  7pm-10pm,  10pm+   ,total
513,Bank / Monument               ,Central        ,W,7447,Chafford Hundred              ,11,33,0,0,0,0,44
513,Bank / Monument               ,Central        ,W,7453,Purfleet                      ,0,10,0,80,0,0,90
513,Bank / Monument               ,Central        ,W,7455,Shoeburyness                  ,9,33,0,0,0,0,42
513,Bank / Monument               ,Central        ,W,7445,Laindon                       ,0,90,0,0,0,0,90
513,Bank / Monument               ,Central        ,W,5150,New Cross                     ,0,11,106,0,0,0,117
513,Bank / Monument               ,Central        ,W,5575,Walton On Thames              ,0,86,0,0,0,0,86
513,Bank / Monument               ,Central        ,W,5153,Woolwich Dockyard             ,0,30,0,0,0,0,30
513,Bank / Monument               ,Central        ,W,7443,Grays                         ,17,95,0,0,0,0,112
513,Bank / Monument               ,Central        ,W,7454,Rainham Essex                 ,6,19,0,0,0,0,25
513,Bank / Monument               ,Central        ,W,7490,Fenchurch Street              ,1,407,0,0,0,0,408
513,Bank / Monument               ,Central        ,W,5235,High Brooms                   ,0,21,0,0,0,0,21
513,Bank / Monument               ,Central        ,W,5119,New Eltham                    ,0,37,0,0,0,0,37
513,Bank / Monument               ,Central        ,W,5177,Rainham Kent                  ,0,27,0,0,0,0,27
513,Bank / Monument               ,Central        ,W,7446,Leigh-on-Sea                  ,0,91,0,0,0,0,91
513,Bank / Monument               ,Central        ,W,5131,Abbey Wood                    ,0,10,29,0,0,0,39
513,Bank / Monument               ,Central        ,W,6871,Billericay                    ,0,0,0,0,0,13,13
513,Bank / Monument               ,Central        ,W,5148,London Bridge Br              ,0,20,30,0,0,0,49
513,Bank / Monument               ,Central        ,W,7452,Pitsea                        ,0,23,0,0,0,0,23
513,Bank / Monument               ,Central        ,W,5568,Norbiton                      ,0,12,0,0,0,0,12
513,Bank / Monument               ,Central        ,W,5059,St Johns                      ,0,18,0,0,0,0,18
513,Bank / Monument               ,Central        ,W,5149,Maze Hill                     ,4,171,8,0,0,0,182
513,Bank / Monument               ,Central        ,W,5050,Hayes                         ,0,33,4,0,0,0,36
513,Bank / Monument               ,Central        ,W,888,Prince Regent                 ,2,49,13,0,0,0,64
513,Bank / Monument               ,Central        ,W,883,East India                    ,5,169,0,0,0,0,174
513,Bank / Monument               ,Central        ,W,573,Woolwich Arsenal (DLR)        ,7,373,6,17,0,0,403
513,Bank / Monument               ,Central        ,W,854,Crossharbour                  ,0,46,0,0,0,0,46
513,Bank / Monument               ,Central        ,W,855,Heron Quays                   ,0,72,0,22,0,0,93
513,Bank / Monument               ,Central        ,W,891,Beckton Park                  ,10,73,0,0,0,0,83
513,Bank / Monument               ,Central        ,W,895,Beckton                       ,0,24,0,0,0,0,25
513,Bank / Monument               ,Central        ,W,857,Mudchute                      ,10,130,246,0,32,0,418
513,Bank / Monument               ,Central        ,W,861,South Quay                    ,0,33,90,34,0,0,157
513,Bank / Monument               ,Central        ,W,533,London City Airport           ,0,44,216,491,0,0,751
513,Bank / Monument               ,Central        ,W,3174,West Drayton                  ,0,2,0,0,0,0,2
513,Bank / Monument               ,Central        ,W,3087,Paddington London             ,0,0,28,0,0,0,28
513,Bank / Monument               ,Central        ,W,5057,Ladywell                      ,0,0,126,0,0,0,126
513,Bank / Monument               ,Central        ,W,5631,Guildford                     ,0,117,0,0,0,0,117
513,Bank / Monument               ,Central        ,W,893,Cyprus                        ,0,0,25,0,0,0,25
513,Bank / Monument               ,Central        ,W,7471,East Tilbury                  ,0,0,99,0,0,0,99
513,Bank / Monument               ,Central        ,W,882,Blackwall                     ,0,0,54,96,0,351,501
513,Bank / Monument               ,Central        ,W,523,King George V                 ,0,0,18,0,0,0,18
513,Bank / Monument               ,Central        ,W,5122,Orpington                     ,0,0,52,0,0,0,52
513,Bank / Monument               ,Central        ,W,5051,Lewisham - NR                 ,0,0,3,0,0,0,3
513,Bank / Monument               ,Central        ,W,7367,Attleborough                  ,0,0,87,0,0,0,87
513,Bank / Monument               ,Central        ,W,5563,Hounslow                      ,0,0,16,0,0,0,16
513,Bank / Monument               ,Central        ,W,5578,Wimbledon - NR                ,0,0,7,0,0,0,7
513,Bank / Monument               ,Central        ,W,5107,Hither Green                  ,0,0,259,0,0,0,259
513,Bank / Monument               ,Central        ,W,897,Deptford Bridge               ,0,0,57,0,0,0,57
513,Bank / Monument               ,Central        ,W,3333,Swindon                       ,0,0,23,0,0,0,23
513,Bank / Monument               ,Central        ,W,5595,Clapham Junction              ,0,0,0,65,0,0,65
513,Bank / Monument               ,Central        ,W,4600,Warwick                       ,0,28,0,0,0,0,28
513,Bank / Monument               ,Central        ,W,5425,South Bermondsey              ,0,0,3,0,0,0,3
513,Bank / Monument               ,Central        ,W,5199,Chatham                       ,8,16,0,0,0,0,24
513,Bank / Monument               ,Central        ,W,866,West India Quay               ,0,44,0,9,333,0,386
513,Bank / Monument               ,Central        ,W,5377,Oxted                         ,0,80,0,0,0,0,80
513,Bank / Monument               ,Central        ,W,7022,Cambridge                     ,0,23,0,0,0,0,23
513,Bank / Monument               ,Central        ,W,5597,Vauxhall - NR                 ,0,0,0,102,0,0,102
513,Bank / Monument               ,Central        ,W,5544,Alton                         ,0,42,0,0,0,0,42
513,Bank / Monument               ,Central        ,W,5598,Waterloo London Br            ,0,0,76,0,0,0,76
513,Bank / Monument               ,Central        ,W,853,Langdon Park                  ,0,12,0,0,0,0,12
513,Bank / Monument               ,Central        ,W,5096,Bromley North                 ,0,17,0,0,0,0,17
513,Bank / Monument               ,Circle         ,I,7454,Rainham Essex                 ,0,16,0,0,0,0,16
513,Bank / Monument               ,Circle         ,I,897,Deptford Bridge               ,0,13,0,0,0,0,13
513,Bank / Monument               ,Circle         ,I,5521,Farnborough Main              ,5,34,0,0,0,0,39
513,Bank / Monument               ,Circle         ,I,8591,Wakefield Westgate            ,0,20,0,0,0,0,20
513,Bank / Monument               ,Circle         ,O,860,Shadwell - DLR                ,0,1,0,0,0,0,1
513,Bank / Monument               ,Circle         ,O,6836,Chelmsford                    ,3,40,0,0,0,0,43
513,Bank / Monument               ,Circle         ,O,5051,Lewisham - NR                 ,0,41,0,0,0,0,41
513,Bank / Monument               ,Circle         ,O,5391,Upper Warlingham              ,0,17,0,0,0,0,17
513,Bank / Monument               ,Circle         ,O,6845,Hatfield Peverel              ,0,31,0,0,0,0,31
513,Bank / Monument               ,Circle         ,O,865,Westferry                     ,1,41,0,144,0,319,505
513,Bank / Monument               ,Circle         ,O,7491,Limehouse Br                  ,0,10,0,0,0,0,10
513,Bank / Monument               ,Circle         ,O,857,Mudchute                      ,5,17,0,0,0,0,22
513,Bank / Monument               ,Circle         ,O,862,Limehouse                     ,0,18,36,0,0,0,54
513,Bank / Monument               ,Circle         ,O,861,South Quay                    ,0,28,0,0,0,0,28
513,Bank / Monument               ,Circle         ,O,3899,Cardiff Central               ,0,0,6,0,0,0,6
513,Bank / Monument               ,Circle         ,O,856,Island Gardens                ,0,0,31,0,0,0,31
513,Bank / Monument               ,Circle         ,O,559,West Silvertown               ,0,0,71,0,0,0,71
513,Bank / Monument               ,Circle         ,O,858,Poplar                        ,0,0,2,0,0,0,2
513,Bank / Monument               ,Circle         ,O,5144,Charlton                      ,0,0,27,0,0,0,27
513,Bank / Monument               ,Circle         ,O,5063,Bickley                       ,0,0,32,0,0,0,32
513,Bank / Monument               ,Circle         ,O,533,London City Airport           ,0,0,4,44,0,0,48
513,Bank / Monument               ,Circle         ,O,850,All Saints                    ,0,0,167,0,0,0,167
513,Bank / Monument               ,Circle         ,O,883,East India                    ,0,0,71,0,0,0,71
513,Bank / Monument               ,Circle         ,O,842,Canary Wharf - DLR            ,0,0,57,0,0,0,57
513,Bank / Monument               ,Circle         ,O,882,Blackwall                     ,0,0,0,22,0,0,22
513,Bank / Monument               ,Circle         ,O,854,Crossharbour                  ,0,6,72,91,0,0,169
513,Bank / Monument               ,Circle         ,O,879,Cutty Sark                    ,0,0,0,0,195,0,195
513,Bank / Monument               ,Circle         ,O,7451,Ockendon                      ,0,3,0,0,0,0,3
513,Bank / Monument               ,Circle         ,O,7490,Fenchurch Street              ,0,7,0,0,0,0,7
513,Bank / Monument               ,Circle         ,O,9999,Other - Outside NSE           ,0,7,0,0,0,0,7
513,Bank / Monument               ,Circle         ,O,573,Woolwich Arsenal (DLR)        ,27,0,249,0,0,0,276
513,Bank / Monument               ,Circle         ,O,866,West India Quay               ,0,0,0,2,0,0,2
513,Bank / Monument               ,Circle         ,O,7454,Rainham Essex                 ,3,0,0,0,0,0,3
513,Bank / Monument               ,Circle         ,O,886,Royal Victoria                ,15,0,0,0,0,0,15
513,Bank / Monument               ,Circle         ,O,5597,Vauxhall - NR                 ,0,23,0,0,0,0,23
513,Bank / Monument               ,District       ,E,7451,Ockendon                      ,0,10,0,0,0,0,10
513,Bank / Monument               ,District       ,E,5118,Mottingham                    ,2,6,0,0,0,0,8
513,Bank / Monument               ,District       ,E,5390,Tulse Hill                    ,6,14,0,0,0,0,21
513,Bank / Monument               ,District       ,E,5419,Kenley                        ,0,33,0,0,0,0,33
513,Bank / Monument               ,District       ,E,5396,Whyteleafe                    ,0,33,0,0,0,0,33
513,Bank / Monument               ,District       ,E,5385,Sutton                        ,0,27,0,0,0,0,27
513,Bank / Monument               ,District       ,E,5125,Sidcup                        ,0,32,0,0,0,0,32
513,Bank / Monument               ,District       ,E,0,Not stated                    ,0,13,0,0,0,0,13
513,Bank / Monument               ,District       ,E,5358,East Dulwich                  ,0,10,0,0,0,0,10
513,Bank / Monument               ,District       ,E,7462,Tilbury Town                  ,0,0,13,0,0,0,13
513,Bank / Monument               ,District       ,E,7439,Benfleet                      ,0,10,0,0,0,0,10
513,Bank / Monument               ,District       ,E,7494,Basildon                      ,0,0,78,0,0,0,78
513,Bank / Monument               ,District       ,E,898,Elverson Road                 ,0,0,65,0,0,0,65
513,Bank / Monument               ,District       ,E,5559,Feltham                       ,0,0,0,50,0,0,50
513,Bank / Monument               ,District       ,E,7454,Rainham Essex                 ,6,0,0,0,0,0,6
513,Bank / Monument               ,District       ,W,7494,Basildon                      ,5,8,0,0,0,0,13
513,Bank / Monument               ,District       ,W,7017,Audley End                    ,0,1,0,0,0,0,1
513,Bank / Monument               ,District       ,W,865,Westferry                     ,34,163,57,110,0,0,364
513,Bank / Monument               ,District       ,W,860,Shadwell - DLR                ,15,193,0,27,0,0,235
513,Bank / Monument               ,District       ,W,5172,Gravesend                     ,0,14,0,0,0,0,14
513,Bank / Monument               ,District       ,W,7098,Sudbury (Suffolk)             ,5,19,0,0,0,0,24
513,Bank / Monument               ,District       ,W,6884,Rayleigh                      ,1,2,0,0,0,0,3
513,Bank / Monument               ,District       ,W,6836,Chelmsford                    ,1,15,0,0,0,0,15
513,Bank / Monument               ,District       ,W,6965,Liverpool Street (London) Br  ,5,5,0,0,0,0,10
513,Bank / Monument               ,District       ,W,6838,Kelvedon                      ,0,28,0,0,0,0,28
513,Bank / Monument               ,District       ,W,5276,Portslade                     ,0,5,0,0,0,0,5
513,Bank / Monument               ,District       ,W,6885,Rochford                      ,0,7,0,0,0,0,7
513,Bank / Monument               ,District       ,W,7453,Purfleet                      ,0,26,0,0,0,0,26
513,Bank / Monument               ,District       ,W,7447,Chafford Hundred              ,0,20,0,0,0,0,20
513,Bank / Monument               ,District       ,W,0,Not stated                    ,22,216,0,0,0,0,239
513,Bank / Monument               ,District       ,W,883,East India                    ,27,94,0,0,0,0,121
513,Bank / Monument               ,District       ,W,862,Limehouse                     ,1,348,115,0,0,0,464
513,Bank / Monument               ,District       ,W,573,Woolwich Arsenal (DLR)        ,5,115,0,0,0,0,121
513,Bank / Monument               ,District       ,W,928,Greenwich - DLR - NR          ,0,38,0,0,0,0,38
513,Bank / Monument               ,District       ,W,857,Mudchute                      ,6,109,6,0,0,0,122
513,Bank / Monument               ,District       ,W,897,Deptford Bridge               ,0,9,105,0,0,0,114
513,Bank / Monument               ,District       ,W,879,Cutty Sark                    ,0,80,556,97,0,0,733
513,Bank / Monument               ,District       ,W,5309,Horsham                       ,0,0,63,0,0,0,63
513,Bank / Monument               ,District       ,W,5078,Crofton Park                  ,0,0,25,0,0,0,25
513,Bank / Monument               ,District       ,W,5597,Vauxhall - NR                 ,0,44,0,0,0,0,44
513,Bank / Monument               ,District       ,W,9999,Other - Outside NSE           ,0,4,27,64,0,0,95
513,Bank / Monument               ,District       ,W,842,Canary Wharf - DLR            ,0,0,36,89,103,0,229
513,Bank / Monument               ,District       ,W,6881,Ilford                        ,0,0,0,20,0,0,20
513,Bank / Monument               ,District       ,W,866,West India Quay               ,0,0,0,23,34,0,57
513,Bank / Monument               ,District       ,W,856,Island Gardens                ,0,0,0,89,0,0,89
513,Bank / Monument               ,District       ,W,533,London City Airport           ,0,5,0,262,0,0,267
