 RODS report3h created at 13:28:09 on 29-03-2017,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,,,
,,,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Day
Arrivals at,,to line/direction,,from NR/DLR Origin,,    - 7am ,  7am-10am,  10am-4pm,  4pm-7pm ,  7pm-10pm,  10pm+   ,total
625,King's Cross St. Pancras      ,Northern       ,S,5172,Gravesend                     ,3,9,0,48,0,0,60
625,King's Cross St. Pancras      ,Northern       ,S,1522,Hendon                        ,8,10,0,0,0,0,17
625,King's Cross St. Pancras      ,Northern       ,S,1510,Bedford St Johns              ,10,136,0,0,0,0,145
625,King's Cross St. Pancras      ,Northern       ,S,6183,Welwyn Garden City            ,10,73,0,24,0,0,106
625,King's Cross St. Pancras      ,Northern       ,S,6088,Knebworth                     ,11,83,0,0,0,0,94
625,King's Cross St. Pancras      ,Northern       ,S,1543,Harpenden                     ,16,142,8,45,0,57,268
625,King's Cross St. Pancras      ,Northern       ,S,1847,Corby                         ,11,48,0,0,0,0,59
625,King's Cross St. Pancras      ,Northern       ,S,5177,Rainham Kent                  ,0,56,0,0,0,0,56
625,King's Cross St. Pancras      ,Northern       ,S,5199,Chatham                       ,0,32,70,12,25,0,140
625,King's Cross St. Pancras      ,Northern       ,S,5027,Folkestone West               ,0,93,0,0,0,0,93
625,King's Cross St. Pancras      ,Northern       ,S,5023,Ramsgate                      ,0,47,0,0,0,0,47
625,King's Cross St. Pancras      ,Northern       ,S,5466,Ashford International         ,0,78,31,0,75,0,184
625,King's Cross St. Pancras      ,Northern       ,S,3061,Seer Green                    ,0,23,0,0,0,0,23
625,King's Cross St. Pancras      ,Northern       ,S,3087,Paddington London             ,0,21,0,0,0,0,21
625,King's Cross St. Pancras      ,Northern       ,S,1625,Beeston                       ,0,28,13,0,0,0,41
625,King's Cross St. Pancras      ,Northern       ,S,8564,Ben Rhydding                  ,0,25,0,0,0,0,25
625,King's Cross St. Pancras      ,Northern       ,S,5140,Harrietsham                   ,0,47,0,0,0,0,47
625,King's Cross St. Pancras      ,Northern       ,S,7008,Bury St.Edmunds               ,10,57,0,0,0,0,67
625,King's Cross St. Pancras      ,Northern       ,S,6171,Arlesey                       ,3,65,0,0,0,0,68
625,King's Cross St. Pancras      ,Northern       ,S,6417,Doncaster                     ,11,48,0,0,0,0,59
625,King's Cross St. Pancras      ,Northern       ,S,7166,March                         ,0,32,0,0,0,0,32
625,King's Cross St. Pancras      ,Northern       ,S,6280,Grimsby Town                  ,0,23,0,0,0,0,23
625,King's Cross St. Pancras      ,Northern       ,S,5200,Chestfield                    ,0,52,0,0,0,0,52
625,King's Cross St. Pancras      ,Northern       ,S,8827,Fort William                  ,0,31,0,0,0,0,31
625,King's Cross St. Pancras      ,Northern       ,S,8498,Headingley                    ,0,56,0,0,0,0,56
625,King's Cross St. Pancras      ,Northern       ,S,3887,Trefforest                    ,0,0,117,0,0,0,117
625,King's Cross St. Pancras      ,Northern       ,S,5033,Dover Priory                  ,0,0,10,0,0,0,10
625,King's Cross St. Pancras      ,Northern       ,S,7200,Brandon                       ,0,0,13,0,0,0,13
625,King's Cross St. Pancras      ,Northern       ,S,1519,Cricklewood                   ,0,0,7,0,0,0,7
625,King's Cross St. Pancras      ,Northern       ,S,5035,Folkestone Central            ,0,35,94,0,0,0,129
625,King's Cross St. Pancras      ,Northern       ,S,5018,Margate                       ,0,0,48,0,0,0,48
625,King's Cross St. Pancras      ,Northern       ,S,6340,Lincoln Central               ,0,0,98,0,0,0,98
625,King's Cross St. Pancras      ,Northern       ,S,6691,Sheffield                     ,0,0,195,22,63,0,280
625,King's Cross St. Pancras      ,Northern       ,S,5405,Carshalton                    ,0,0,23,0,0,0,23
625,King's Cross St. Pancras      ,Northern       ,S,7506,Hexham                        ,0,0,32,0,0,0,32
625,King's Cross St. Pancras      ,Northern       ,S,8479,Pannal                        ,0,0,58,0,0,0,58
625,King's Cross St. Pancras      ,Northern       ,S,5187,Sittingbourne                 ,0,0,11,0,0,0,11
625,King's Cross St. Pancras      ,Northern       ,S,5559,Feltham                       ,0,0,18,0,0,0,18
625,King's Cross St. Pancras      ,Northern       ,S,5137,Falconwood                    ,0,0,8,0,0,0,8
625,King's Cross St. Pancras      ,Northern       ,S,1570,Luton Airport Parkway         ,0,0,4,118,37,0,159
625,King's Cross St. Pancras      ,Northern       ,S,5203,Rochester                     ,0,0,10,0,0,0,10
625,King's Cross St. Pancras      ,Northern       ,S,9039,Dundee                        ,0,0,68,0,0,0,68
625,King's Cross St. Pancras      ,Northern       ,S,1805,Alfreton and Mansfield Parkway,0,0,0,47,0,0,47
625,King's Cross St. Pancras      ,Northern       ,S,5208,Plumstead                     ,0,9,0,0,0,0,9
625,King's Cross St. Pancras      ,Northern       ,S,7443,Grays                         ,0,4,0,0,0,0,4
625,King's Cross St. Pancras      ,Northern       ,S,5041,Walmer                        ,0,0,0,166,0,0,166
625,King's Cross St. Pancras      ,Northern       ,S,8201,Selby                         ,0,0,0,26,0,0,26
625,King's Cross St. Pancras      ,Northern       ,S,5139,Grove Park                    ,0,39,0,0,0,0,39
625,King's Cross St. Pancras      ,Northern       ,S,5383,Streatham                     ,0,0,0,66,0,0,66
625,King's Cross St. Pancras      ,Northern       ,S,7974,Redcar East                   ,0,0,0,342,0,0,342
625,King's Cross St. Pancras      ,Northern       ,S,8411,Halifax                       ,0,0,94,0,0,0,94
625,King's Cross St. Pancras      ,Northern       ,S,5633,Haslemere                     ,0,0,18,0,0,0,18
625,King's Cross St. Pancras      ,Northern       ,S,5490,Haywards Heath                ,0,0,0,0,27,0,27
625,King's Cross St. Pancras      ,Northern       ,S,5362,Forest Hill                   ,0,0,0,0,79,0,79
625,King's Cross St. Pancras      ,Northern       ,S,5418,Honor Oak Park                ,0,0,0,0,0,92,92
625,King's Cross St. Pancras      ,Northern       ,S,8345,Bradford Interchange          ,0,0,0,0,28,0,28
625,King's Cross St. Pancras      ,Northern       ,S,9950,Glasgow Queen Street          ,0,0,0,0,30,0,30
625,King's Cross St. Pancras      ,Northern       ,S,1564,Marne La Vallee Chessy        ,0,0,0,0,115,0,115
625,King's Cross St. Pancras      ,Northern       ,S,6025,Alexandra Palace              ,0,0,0,0,0,171,171
625,King's Cross St. Pancras      ,Northern       ,S,6019,New Southgate                 ,0,23,0,0,0,0,23
625,King's Cross St. Pancras      ,Northern       ,S,1373,Leighton Buzzard              ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,Northern       ,S,1546,Radlett                       ,0,2,0,0,0,0,2
625,King's Cross St. Pancras      ,Northern       ,S,2771,Stockport                     ,0,0,0,0,2,0,2
625,King's Cross St. Pancras      ,Northern       ,S,6800,Bishops Stortford             ,0,0,2,0,0,0,2
625,King's Cross St. Pancras      ,Piccadilly     ,E,0,Not stated                    ,0,1,0,0,3,0,4
625,King's Cross St. Pancras      ,Piccadilly     ,E,5066,Herne Hill                    ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,E,5383,Streatham                     ,0,14,0,0,0,0,14
625,King's Cross St. Pancras      ,Piccadilly     ,E,5385,Sutton                        ,0,52,0,0,67,0,119
625,King's Cross St. Pancras      ,Piccadilly     ,E,6499,Newark North Gate             ,0,2,0,0,0,0,2
625,King's Cross St. Pancras      ,Piccadilly     ,E,6133,Peterborough                  ,0,11,7,0,0,0,18
625,King's Cross St. Pancras      ,Piccadilly     ,E,8164,Malton                        ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,E,7022,Cambridge                     ,0,0,13,0,0,0,13
625,King's Cross St. Pancras      ,Piccadilly     ,E,1543,Harpenden                     ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,E,5121,City Thameslink               ,0,0,0,24,0,0,24
625,King's Cross St. Pancras      ,Piccadilly     ,E,5112,Blackfriars - NR              ,0,0,0,0,2,0,2
625,King's Cross St. Pancras      ,Piccadilly     ,E,1570,Luton Airport Parkway         ,0,38,14,0,0,0,52
625,King's Cross St. Pancras      ,Piccadilly     ,E,1940,Wellingborough                ,0,0,0,0,5,0,5
625,King's Cross St. Pancras      ,Piccadilly     ,E,7728,Newcastle                     ,0,0,65,0,0,2,67
625,King's Cross St. Pancras      ,Piccadilly     ,E,1826,Nottingham                    ,0,0,0,6,8,0,14
625,King's Cross St. Pancras      ,Piccadilly     ,E,1548,St Albans City                ,19,91,0,0,0,83,193
625,King's Cross St. Pancras      ,Piccadilly     ,E,1536,Luton                         ,2,17,0,0,0,0,19
625,King's Cross St. Pancras      ,Piccadilly     ,E,5086,West Dulwich                  ,0,12,0,0,0,0,12
625,King's Cross St. Pancras      ,Piccadilly     ,E,6084,Baldock                       ,0,9,0,0,0,0,9
625,King's Cross St. Pancras      ,Piccadilly     ,E,6469,Grantham                      ,4,13,0,0,0,0,17
625,King's Cross St. Pancras      ,Piccadilly     ,E,1522,Hendon                        ,0,25,0,0,0,0,25
625,King's Cross St. Pancras      ,Piccadilly     ,E,5073,St Mary Cray                  ,0,25,0,0,0,0,25
625,King's Cross St. Pancras      ,Piccadilly     ,E,5489,Hassocks                      ,4,23,0,0,0,0,27
625,King's Cross St. Pancras      ,Piccadilly     ,E,5068,Nunhead                       ,1,20,0,0,0,0,21
625,King's Cross St. Pancras      ,Piccadilly     ,E,1542,Elstree & Borehamwood         ,0,80,0,0,0,0,80
625,King's Cross St. Pancras      ,Piccadilly     ,E,5172,Gravesend                     ,1,43,0,0,0,0,44
625,King's Cross St. Pancras      ,Piccadilly     ,E,5077,Catford                       ,0,19,48,0,0,0,67
625,King's Cross St. Pancras      ,Piccadilly     ,E,5293,West Sutton                   ,0,12,0,0,0,0,12
625,King's Cross St. Pancras      ,Piccadilly     ,E,2896,Hadfield                      ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,E,3054,High Wycombe                  ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,E,3187,Southall                      ,0,0,127,0,0,0,127
625,King's Cross St. Pancras      ,Piccadilly     ,E,5203,Rochester                     ,0,28,0,0,0,0,28
625,King's Cross St. Pancras      ,Piccadilly     ,E,6108,Huntingdon                    ,0,0,7,0,0,0,7
625,King's Cross St. Pancras      ,Piccadilly     ,E,5416,Gatwick Airport               ,0,0,42,13,0,0,55
625,King's Cross St. Pancras      ,Piccadilly     ,E,7068,Ely                           ,0,0,68,0,0,0,68
625,King's Cross St. Pancras      ,Piccadilly     ,E,5362,Forest Hill                   ,0,0,5,0,0,0,5
625,King's Cross St. Pancras      ,Piccadilly     ,E,1402,Watford Junction              ,0,0,0,0,18,0,18
625,King's Cross St. Pancras      ,Piccadilly     ,E,5421,Denmark Hill                  ,0,0,0,10,0,0,10
625,King's Cross St. Pancras      ,Piccadilly     ,E,5177,Rainham Kent                  ,0,0,0,21,0,0,21
625,King's Cross St. Pancras      ,Piccadilly     ,E,8346,Bradford Forster Square       ,0,0,0,0,8,0,8
625,King's Cross St. Pancras      ,Piccadilly     ,E,1823,Derby                         ,0,0,0,0,27,0,27
625,King's Cross St. Pancras      ,Piccadilly     ,E,5064,Bromley South                 ,0,0,0,0,11,0,11
625,King's Cross St. Pancras      ,Piccadilly     ,E,5355,East Croydon                  ,0,0,0,0,17,0,17
625,King's Cross St. Pancras      ,Piccadilly     ,E,1947,Leicester                     ,0,0,0,8,0,42,50
625,King's Cross St. Pancras      ,Piccadilly     ,E,5389,Tooting                       ,0,43,0,0,0,0,43
625,King's Cross St. Pancras      ,Piccadilly     ,E,8263,York                          ,0,25,0,0,0,0,25
625,King's Cross St. Pancras      ,Piccadilly     ,E,8071,Howden                        ,0,49,0,0,0,0,49
625,King's Cross St. Pancras      ,Piccadilly     ,E,1532,Flitwick                      ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Piccadilly     ,E,1512,Bedford Midland               ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,E,3149,Reading                       ,0,8,0,0,0,0,8
625,King's Cross St. Pancras      ,Piccadilly     ,W,1562,St Albans Abbey               ,0,3,0,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,W,6084,Baldock                       ,19,32,0,81,0,0,131
625,King's Cross St. Pancras      ,Piccadilly     ,W,6092,Stevenage                     ,7,139,160,187,0,1,495
625,King's Cross St. Pancras      ,Piccadilly     ,W,1534,Leagrave                      ,1,173,45,61,20,0,301
625,King's Cross St. Pancras      ,Piccadilly     ,W,1543,Harpenden                     ,5,171,8,0,0,0,184
625,King's Cross St. Pancras      ,Piccadilly     ,W,1548,St Albans City                ,17,758,600,686,49,0,2110
625,King's Cross St. Pancras      ,Piccadilly     ,W,8263,York                          ,0,3,63,58,22,0,145
625,King's Cross St. Pancras      ,Piccadilly     ,W,1512,Bedford Midland               ,40,242,157,0,0,26,466
625,King's Cross St. Pancras      ,Piccadilly     ,W,1536,Luton                         ,2,145,227,27,0,0,401
625,King's Cross St. Pancras      ,Piccadilly     ,W,6108,Huntingdon                    ,8,227,85,133,0,0,453
625,King's Cross St. Pancras      ,Piccadilly     ,W,6090,Royston                       ,0,32,278,0,0,0,310
625,King's Cross St. Pancras      ,Piccadilly     ,W,7022,Cambridge                     ,9,306,295,772,143,77,1602
625,King's Cross St. Pancras      ,Piccadilly     ,W,6133,Peterborough                  ,1,206,413,407,0,0,1027
625,King's Cross St. Pancras      ,Piccadilly     ,W,1542,Elstree & Borehamwood         ,2,96,21,73,0,0,192
625,King's Cross St. Pancras      ,Piccadilly     ,W,6012,Harringay                     ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,W,6170,Biggleswade                   ,5,212,21,0,0,0,238
625,King's Cross St. Pancras      ,Piccadilly     ,W,0,Not stated                    ,9,402,744,30,238,1,1423
625,King's Cross St. Pancras      ,Piccadilly     ,W,1826,Nottingham                    ,0,8,141,37,2,21,209
625,King's Cross St. Pancras      ,Piccadilly     ,W,1519,Cricklewood                   ,0,1,122,0,0,0,123
625,King's Cross St. Pancras      ,Piccadilly     ,W,6086,Hitchin                       ,36,206,158,0,0,0,400
625,King's Cross St. Pancras      ,Piccadilly     ,W,8487,Leeds                         ,0,16,92,15,91,14,227
625,King's Cross St. Pancras      ,Piccadilly     ,W,6088,Knebworth                     ,0,13,2,0,0,0,15
625,King's Cross St. Pancras      ,Piccadilly     ,W,6498,Newark Castle                 ,0,0,18,0,0,0,18
625,King's Cross St. Pancras      ,Piccadilly     ,W,1510,Bedford St Johns              ,3,45,2,30,0,0,80
625,King's Cross St. Pancras      ,Piccadilly     ,W,6499,Newark North Gate             ,0,1,72,29,0,6,108
625,King's Cross St. Pancras      ,Piccadilly     ,W,6110,St Neots                      ,13,207,118,0,0,0,337
625,King's Cross St. Pancras      ,Piccadilly     ,W,1897,Loughborough                  ,0,1,64,0,0,0,65
625,King's Cross St. Pancras      ,Piccadilly     ,W,7877,Darlington                    ,0,0,9,20,1,0,31
625,King's Cross St. Pancras      ,Piccadilly     ,W,5500,Bramley                       ,0,0,1,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,W,1940,Wellingborough                ,2,97,8,49,1,0,156
625,King's Cross St. Pancras      ,Piccadilly     ,W,7728,Newcastle                     ,0,41,212,0,26,0,278
625,King's Cross St. Pancras      ,Piccadilly     ,W,6469,Grantham                      ,1,72,168,46,0,0,287
625,King's Cross St. Pancras      ,Piccadilly     ,W,6183,Welwyn Garden City            ,7,141,191,4,0,0,344
625,King's Cross St. Pancras      ,Piccadilly     ,W,1947,Leicester                     ,0,28,1,65,2,0,96
625,King's Cross St. Pancras      ,Piccadilly     ,W,6024,Winchmore Hill                ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Piccadilly     ,W,6171,Arlesey                       ,11,28,6,0,0,0,45
625,King's Cross St. Pancras      ,Piccadilly     ,W,6020,Oakleigh Park                 ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Piccadilly     ,W,7745,Durham                        ,0,0,16,0,0,0,16
625,King's Cross St. Pancras      ,Piccadilly     ,W,1857,Kettering                     ,0,88,115,0,0,0,203
625,King's Cross St. Pancras      ,Piccadilly     ,W,6096,Welwyn North                  ,3,56,253,0,0,0,312
625,King's Cross St. Pancras      ,Piccadilly     ,W,1909,Market Harborough             ,1,19,28,49,0,0,98
625,King's Cross St. Pancras      ,Piccadilly     ,W,6965,Liverpool Street (London) Br  ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Piccadilly     ,W,1625,Beeston                       ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Piccadilly     ,W,6089,Letchworth                    ,13,40,0,0,0,33,86
625,King's Cross St. Pancras      ,Piccadilly     ,W,6022,Potters Bar                   ,9,145,148,0,0,0,302
625,King's Cross St. Pancras      ,Piccadilly     ,W,6663,Meadowhall                    ,0,0,12,0,0,0,12
625,King's Cross St. Pancras      ,Piccadilly     ,W,6979,Homerton                      ,0,0,0,0,0,0,0
625,King's Cross St. Pancras      ,Piccadilly     ,W,1532,Flitwick                      ,25,194,21,0,0,0,241
625,King's Cross St. Pancras      ,Piccadilly     ,W,1555,St Pancras London             ,0,1,0,19,2,6,28
625,King's Cross St. Pancras      ,Piccadilly     ,W,1533,Harlington                    ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,W,7072,Littleport                    ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,W,1546,Radlett                       ,2,24,2,265,0,0,292
625,King's Cross St. Pancras      ,Piccadilly     ,W,7068,Ely                           ,1,10,41,0,0,0,51
625,King's Cross St. Pancras      ,Piccadilly     ,W,7055,Downham Market                ,0,2,207,0,0,0,209
625,King's Cross St. Pancras      ,Piccadilly     ,W,5390,Tulse Hill                    ,0,3,4,65,0,0,72
625,King's Cross St. Pancras      ,Piccadilly     ,W,1218,Wolverhampton                 ,0,0,20,0,0,0,20
625,King's Cross St. Pancras      ,Piccadilly     ,W,5268,Brighton                      ,0,0,14,0,0,0,14
625,King's Cross St. Pancras      ,Piccadilly     ,W,8591,Wakefield Westgate            ,0,50,2,59,0,0,111
625,King's Cross St. Pancras      ,Piccadilly     ,W,9328,Edinburgh                     ,0,0,19,62,18,0,98
625,King's Cross St. Pancras      ,Piccadilly     ,W,6691,Sheffield                     ,0,67,58,13,50,0,189
625,King's Cross St. Pancras      ,Piccadilly     ,W,6417,Doncaster                     ,0,79,13,0,0,0,92
625,King's Cross St. Pancras      ,Piccadilly     ,W,1522,Hendon                        ,0,20,0,0,0,0,20
625,King's Cross St. Pancras      ,Piccadilly     ,W,1823,Derby                         ,0,52,339,15,0,0,406
625,King's Cross St. Pancras      ,Piccadilly     ,W,7115,Kings Lynn                    ,3,9,233,0,0,0,245
625,King's Cross St. Pancras      ,Piccadilly     ,W,1570,Luton Airport Parkway         ,0,8,19,0,0,0,26
625,King's Cross St. Pancras      ,Piccadilly     ,W,6070,Hatfield                      ,4,82,34,70,22,0,211
625,King's Cross St. Pancras      ,Piccadilly     ,W,5035,Folkestone Central            ,3,19,0,0,0,0,22
625,King's Cross St. Pancras      ,Piccadilly     ,W,5085,Sydenham Hill                 ,0,17,0,0,0,0,17
625,King's Cross St. Pancras      ,Piccadilly     ,W,1904,Oakham                        ,0,4,0,0,0,0,4
625,King's Cross St. Pancras      ,Piccadilly     ,W,7166,March                         ,0,18,0,0,0,0,18
625,King's Cross St. Pancras      ,Piccadilly     ,W,8584,Wakefield Kirkgate            ,0,11,0,0,0,0,11
625,King's Cross St. Pancras      ,Piccadilly     ,W,7443,Grays                         ,0,10,0,0,0,0,10
625,King's Cross St. Pancras      ,Piccadilly     ,W,3147,Maidenhead                    ,0,32,0,0,0,0,32
625,King's Cross St. Pancras      ,Piccadilly     ,W,6018,New Barnet                    ,0,52,0,0,0,0,52
625,King's Cross St. Pancras      ,Piccadilly     ,W,5466,Ashford International         ,12,46,264,0,0,0,322
625,King's Cross St. Pancras      ,Piccadilly     ,W,5007,Canterbury West               ,0,70,229,119,31,0,449
625,King's Cross St. Pancras      ,Piccadilly     ,W,5004,Ashford Kent                  ,0,31,68,0,0,0,99
625,King's Cross St. Pancras      ,Piccadilly     ,W,5167,Faversham                     ,0,63,0,0,0,0,63
625,King's Cross St. Pancras      ,Piccadilly     ,W,1527,Mill Hill Broadway            ,0,56,0,0,0,33,90
625,King's Cross St. Pancras      ,Piccadilly     ,W,5191,Strood                        ,9,50,0,27,0,0,86
625,King's Cross St. Pancras      ,Piccadilly     ,W,5027,Folkestone West               ,3,6,0,0,0,0,9
625,King's Cross St. Pancras      ,Piccadilly     ,W,5006,Broadstairs                   ,0,27,0,0,0,0,27
625,King's Cross St. Pancras      ,Piccadilly     ,W,1870,Hinckley                      ,0,45,0,0,0,0,45
625,King's Cross St. Pancras      ,Piccadilly     ,W,8212,Hornbeam Park                 ,0,0,38,0,0,0,38
625,King's Cross St. Pancras      ,Piccadilly     ,W,7383,Wymondham                     ,0,0,8,0,0,0,8
625,King's Cross St. Pancras      ,Piccadilly     ,W,5200,Chestfield                    ,0,9,0,0,0,0,9
625,King's Cross St. Pancras      ,Piccadilly     ,W,7203,Thetford                      ,0,0,66,0,0,0,66
625,King's Cross St. Pancras      ,Piccadilly     ,W,8221,Starbeck                      ,0,15,0,0,0,0,15
625,King's Cross St. Pancras      ,Piccadilly     ,W,6615,Chesterfield                  ,0,0,6,0,0,0,6
625,King's Cross St. Pancras      ,Piccadilly     ,W,7928,Marske                        ,0,0,5,0,0,0,5
625,King's Cross St. Pancras      ,Piccadilly     ,W,8468,Keighley                      ,0,0,16,0,0,0,16
625,King's Cross St. Pancras      ,Piccadilly     ,W,5172,Gravesend                     ,0,98,48,0,0,0,146
625,King's Cross St. Pancras      ,Piccadilly     ,W,5355,East Croydon                  ,0,0,11,0,0,0,11
625,King's Cross St. Pancras      ,Piccadilly     ,W,1421,West Hampstead - NR           ,0,0,16,0,0,0,16
625,King's Cross St. Pancras      ,Piccadilly     ,W,5203,Rochester                     ,0,0,70,0,0,0,70
625,King's Cross St. Pancras      ,Piccadilly     ,W,5667,Ashford London                ,0,0,15,0,0,0,15
625,King's Cross St. Pancras      ,Piccadilly     ,W,5066,Herne Hill                    ,0,0,17,0,0,0,17
625,King's Cross St. Pancras      ,Piccadilly     ,W,8126,Hull                          ,0,91,137,15,0,0,242
625,King's Cross St. Pancras      ,Piccadilly     ,W,8201,Selby                         ,0,0,12,0,0,0,12
625,King's Cross St. Pancras      ,Piccadilly     ,W,6388,Spalding                      ,0,0,1,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,W,8568,Ilkley                        ,0,0,150,0,0,0,150
625,King's Cross St. Pancras      ,Piccadilly     ,W,7114,Watlington                    ,0,0,55,0,0,0,55
625,King's Cross St. Pancras      ,Piccadilly     ,W,8213,Harrogate                     ,0,0,36,0,0,0,36
625,King's Cross St. Pancras      ,Piccadilly     ,W,8567,Guiseley                      ,0,0,89,0,0,0,89
625,King's Cross St. Pancras      ,Piccadilly     ,W,5026,Sandwich                      ,0,0,38,0,0,0,38
625,King's Cross St. Pancras      ,Piccadilly     ,W,1851,Melton Mowbray                ,0,0,0,40,0,0,40
625,King's Cross St. Pancras      ,Piccadilly     ,W,1393,Tring                         ,0,0,0,12,0,0,12
625,King's Cross St. Pancras      ,Piccadilly     ,W,5076,Beckenham Hill                ,0,0,0,201,0,0,201
625,King's Cross St. Pancras      ,Piccadilly     ,W,5423,Peckham Rye                   ,0,0,0,15,0,0,15
625,King's Cross St. Pancras      ,Piccadilly     ,W,9888,Stirling                      ,0,0,57,0,0,0,57
625,King's Cross St. Pancras      ,Piccadilly     ,W,5572,Teddington                    ,0,0,0,0,120,0,120
625,King's Cross St. Pancras      ,Piccadilly     ,W,8347,Shipley                       ,0,0,0,0,0,72,72
625,King's Cross St. Pancras      ,Piccadilly     ,W,5199,Chatham                       ,0,27,24,49,0,0,99
625,King's Cross St. Pancras      ,Piccadilly     ,W,7079,Waterbeach                    ,0,0,5,0,0,0,5
625,King's Cross St. Pancras      ,Piccadilly     ,W,5345,New Cross Gate                ,0,0,26,0,0,0,26
625,King's Cross St. Pancras      ,Piccadilly     ,W,6172,Sandy                         ,0,10,0,0,0,0,10
625,King's Cross St. Pancras      ,Piccadilly     ,W,7996,Northallerton                 ,0,31,0,0,0,0,31
625,King's Cross St. Pancras      ,Piccadilly     ,W,6140,Stamford                      ,0,0,13,0,0,0,13
625,King's Cross St. Pancras      ,Piccadilly     ,W,3146,Henley-on-Thames              ,0,3,0,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,W,7038,Newmarket                     ,0,0,0,9,0,0,9
625,King's Cross St. Pancras      ,Piccadilly     ,W,6010,Enfield Chase                 ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,W,5046,Beckenham Junction            ,0,0,0,6,0,0,6
625,King's Cross St. Pancras      ,Piccadilly     ,W,7011,Kennett                       ,0,12,0,0,0,0,12
625,King's Cross St. Pancras      ,Piccadilly     ,W,5177,Rainham Kent                  ,0,0,0,147,0,0,147
625,King's Cross St. Pancras      ,Piccadilly     ,W,6281,Habrough                      ,0,0,0,43,0,0,43
625,King's Cross St. Pancras      ,Piccadilly     ,W,6075,Hadley Wood                   ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,W,1881,Narborough                    ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,Piccadilly     ,W,3149,Reading                       ,0,1,0,0,0,0,1
625,King's Cross St. Pancras      ,Piccadilly     ,W,2771,Stockport                     ,0,0,0,0,12,0,12
625,King's Cross St. Pancras      ,Piccadilly     ,W,7036,Meldreth                      ,0,0,1,0,0,0,1
625,King's Cross St. Pancras      ,Victoria       ,N,1534,Leagrave                      ,1,23,0,0,0,0,24
625,King's Cross St. Pancras      ,Victoria       ,N,1542,Elstree & Borehamwood         ,0,13,0,0,43,0,56
625,King's Cross St. Pancras      ,Victoria       ,N,5383,Streatham                     ,0,11,0,0,0,0,11
625,King's Cross St. Pancras      ,Victoria       ,N,5405,Carshalton                    ,0,4,0,0,0,0,4
625,King's Cross St. Pancras      ,Victoria       ,N,7022,Cambridge                     ,0,44,42,0,72,45,203
625,King's Cross St. Pancras      ,Victoria       ,N,1536,Luton                         ,22,78,102,0,72,0,274
625,King's Cross St. Pancras      ,Victoria       ,N,6499,Newark North Gate             ,0,32,0,0,0,0,32
625,King's Cross St. Pancras      ,Victoria       ,N,5077,Catford                       ,0,2,0,0,0,0,2
625,King's Cross St. Pancras      ,Victoria       ,N,1546,Radlett                       ,0,81,6,0,0,0,87
625,King's Cross St. Pancras      ,Victoria       ,N,5112,Blackfriars - NR              ,0,31,1,0,0,0,32
625,King's Cross St. Pancras      ,Victoria       ,N,0,Not stated                    ,0,18,0,26,32,0,77
625,King's Cross St. Pancras      ,Victoria       ,N,8263,York                          ,0,0,14,0,190,0,204
625,King's Cross St. Pancras      ,Victoria       ,N,8487,Leeds                         ,0,0,56,0,0,3,59
625,King's Cross St. Pancras      ,Victoria       ,N,5603,Putney                        ,0,0,0,13,0,0,13
625,King's Cross St. Pancras      ,Victoria       ,N,5520,Basingstoke                   ,0,0,0,1,0,0,1
625,King's Cross St. Pancras      ,Victoria       ,N,6110,St Neots                      ,0,0,0,0,10,0,10
625,King's Cross St. Pancras      ,Victoria       ,N,8530,Warwick Parkway               ,0,0,0,0,1,0,1
625,King's Cross St. Pancras      ,Victoria       ,N,3147,Maidenhead                    ,0,0,0,0,8,0,8
625,King's Cross St. Pancras      ,Victoria       ,N,1030,Coventry                      ,0,0,0,0,3,0,3
