NLC,Station,timePeriod,Total,Male,Female,Notstated,NotStated,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
781,HeathrowTerminal4,PMPeak,671,352,320,0,0,48,0,153,90,153,133,60,23,10
781,HeathrowTerminal4,Evening,340,290,50,0,0,0,0,0,50,0,231,0,59,0
781,HeathrowTerminal4,Late,27,27,0,0,0,0,0,0,27,0,0,0,0,0
781,HeathrowTerminal4,Totalday,2591,1486,854,251,232,48,0,389,590,311,746,68,103,103
783,HeathrowTerminal5,Early,383,0,0,383,383,0,0,0,0,0,0,0,0,0
783,HeathrowTerminal5,AMpeak,984,370,315,300,274,0,0,0,193,219,109,147,42,0
783,HeathrowTerminal5,Midday,2163,1177,527,459,463,0,0,55,470,558,293,137,182,3
783,HeathrowTerminal5,PMPeak,1262,662,363,237,252,0,0,55,76,369,336,0,80,94
783,HeathrowTerminal5,Evening,371,105,64,202,191,0,0,0,13,155,1,0,11,0
783,HeathrowTerminal5,Late,146,74,0,72,72,0,0,0,74,0,0,0,0,0
783,HeathrowTerminal5,Totalday,5309,2388,1269,1652,1634,0,0,110,827,1301,740,284,315,97
780,HeathrowTerminals1,Early,497,0,1,496,496,0,0,0,1,0,0,0,0,0
780,HeathrowTerminals1,AMpeak,2003,816,788,399,392,0,8,165,427,563,203,168,54,22
780,HeathrowTerminals1,Midday,3436,1738,1597,101,106,0,67,568,600,815,813,306,129,31
780,HeathrowTerminals1,PMPeak,2356,1174,1111,71,23,56,166,388,555,302,718,12,109,27
780,HeathrowTerminals1,Evening,979,683,239,56,56,0,0,1,236,217,439,29,0,0
780,HeathrowTerminals1,Late,248,62,62,124,114,0,0,0,37,39,46,0,13,0
780,HeathrowTerminals1,Totalday,9519,4474,3798,1247,1188,56,242,1122,1856,1935,2219,516,305,80
601,HendonCentral,Early,147,0,0,147,147,0,0,0,0,0,0,0,0,0
601,HendonCentral,AMpeak,2445,598,1423,423,338,46,164,725,532,274,297,11,56,2
601,HendonCentral,Midday,3402,1280,2080,42,39,0,205,1500,552,234,362,236,136,139
601,HendonCentral,PMPeak,3850,1673,2176,0,17,19,327,827,852,921,491,333,36,28
601,HendonCentral,Evening,2164,522,1636,6,9,0,0,808,757,287,258,24,19,1
601,HendonCentral,Late,1167,290,417,460,504,0,0,70,397,48,145,1,2,0
601,HendonCentral,Totalday,13175,4364,7733,1078,1054,65,696,3930,3090,1764,1554,604,248,169
602,HighBarnet,Early,53,0,0,53,53,0,0,0,0,0,0,0,0,0
602,HighBarnet,AMpeak,1044,324,536,184,187,7,58,15,345,215,206,6,0,5
602,HighBarnet,Midday,1101,326,746,30,66,0,24,83,182,156,337,124,19,110
602,HighBarnet,PMPeak,2273,794,1390,90,72,3,45,265,306,585,714,60,40,183
602,HighBarnet,Evening,1296,385,907,5,8,0,52,198,399,144,391,79,14,11
602,HighBarnet,Late,649,189,244,216,216,0,45,8,96,8,201,45,19,10
602,HighBarnet,Totalday,6416,2017,3822,577,602,11,225,569,1329,1109,1848,314,91,319
605,HighStreetKensingt,Early,434,2,0,432,432,0,0,0,0,0,2,0,0,0
605,HighStreetKensingt,AMpeak,6723,2323,3540,861,757,0,117,952,1833,1178,1429,290,77,89
605,HighStreetKensingt,Midday,7066,2912,3370,785,780,0,158,967,1148,1641,1243,331,398,400
605,HighStreetKensingt,PMPeak,3910,1116,2408,386,395,0,139,348,804,818,784,148,179,294
605,HighStreetKensingt,Evening,1762,657,1060,44,44,0,0,255,616,449,229,117,51,0
605,HighStreetKensingt,Late,744,433,99,212,212,0,0,19,373,16,98,0,8,18
605,HighStreetKensingt,Totalday,20640,7442,10477,2721,2621,0,414,2541,4775,4103,3785,887,713,802
603,Highbury&Islington,Early,1760,0,0,1760,1760,0,0,0,0,0,0,0,0,0
603,Highbury&Islington,AMpeak,13203,3362,6156,3685,3692,13,121,1887,2890,1757,2236,431,137,39
603,Highbury&Islington,Midday,11599,2847,3800,4952,4921,2,163,792,2021,1177,1775,293,276,178
603,Highbury&Islington,PMPeak,19097,4931,8501,5665,5673,51,101,2050,4947,2218,2699,789,359,209
603,Highbury&Islington,Evening,11561,3756,4661,3145,3147,0,98,1103,3530,1829,1583,154,72,46
603,Highbury&Islington,Late,3940,720,888,2331,2325,44,56,215,618,127,304,232,15,3
603,Highbury&Islington,Totalday,61160,15615,24005,21539,21519,111,539,6046,14006,7108,8597,1901,859,474
604,Highgate,Early,54,1,0,53,53,0,0,0,0,1,0,0,0,0
604,Highgate,AMpeak,1006,393,451,161,153,8,90,83,207,100,206,73,71,14
604,Highgate,Midday,1589,570,970,50,25,0,0,126,127,482,346,274,82,126
604,Highgate,PMPeak,3364,1370,1873,121,12,1,152,303,592,706,1229,116,222,32
604,Highgate,Evening,2394,1349,978,67,46,0,0,271,675,527,783,15,64,12
604,Highgate,Late,1056,306,451,298,297,0,0,96,231,194,203,22,5,7
604,Highgate,Totalday,9463,3990,4723,750,587,9,242,879,1832,2011,2767,500,445,191
606,Hillingdon,Early,88,0,0,88,88,0,0,0,0,0,0,0,0,0
606,Hillingdon,AMpeak,378,180,46,152,105,13,77,14,53,1,106,8,0,0
606,Hillingdon,Midday,496,226,267,3,3,0,71,18,51,85,245,9,14,0
606,Hillingdon,PMPeak,1019,469,512,38,57,0,19,200,96,183,338,36,8,82
606,Hillingdon,Evening,538,388,116,34,34,0,0,12,163,167,136,26,1,1
606,Hillingdon,Late,213,55,56,103,103,0,62,5,10,0,21,0,12,0
606,Hillingdon,Totalday,2732,1318,997,418,391,13,229,249,373,436,847,79,34,82
607,Holborn,Early,1342,3,1,1337,1337,0,0,1,0,0,3,0,0,0
607,Holborn,AMpeak,25485,10686,13021,1778,1497,46,300,3395,7007,4809,5756,1811,717,147
607,Holborn,Midday,19932,9091,9698,1143,1100,20,879,5093,3500,2217,4036,1317,834,935
607,Holborn,PMPeak,9223,3822,5136,265,354,0,57,1786,2027,1383,1804,600,517,694
607,Holborn,Evening,2758,1295,1292,170,145,0,66,575,753,624,317,96,76,105
607,Holborn,Late,789,158,106,525,525,0,8,34,97,74,48,2,0,0
607,Holborn,Totalday,59527,25056,29254,5217,4958,66,1311,10885,13384,9107,11964,3828,2144,1880
608,HollandPark,Early,119,0,0,119,119,0,0,0,0,0,0,0,0,0
608,HollandPark,AMpeak,1479,431,895,154,182,9,62,34,282,355,467,13,69,7
608,HollandPark,Midday,1157,420,726,11,21,0,11,176,283,98,284,110,118,56
608,HollandPark,PMPeak,1088,405,648,35,67,10,5,70,147,278,372,44,48,47
608,HollandPark,Evening,783,439,341,3,6,0,0,9,283,183,225,39,17,21
608,HollandPark,Late,299,151,113,35,35,0,5,1,136,53,38,20,3,8
608,HollandPark,Totalday,4927,1847,2723,357,430,19,83,290,1130,968,1386,226,255,139
609,HollowayRoad,Early,114,0,0,114,114,0,0,0,0,0,0,0,0,0
609,HollowayRoad,AMpeak,2076,740,1212,124,153,9,82,278,438,492,504,118,2,0
609,HollowayRoad,Midday,2973,1049,1820,104,132,0,480,868,447,426,254,210,101,56
609,HollowayRoad,PMPeak,2772,1136,1468,168,177,0,74,698,822,574,386,39,1,1
609,HollowayRoad,Evening,1820,686,1062,73,112,0,0,548,577,276,164,16,126,2
609,HollowayRoad,Late,927,440,256,231,231,0,13,128,336,28,184,7,0,0
609,HollowayRoad,Totalday,10681,4051,5818,813,919,9,649,2520,2619,1795,1493,390,230,58
610,Hornchurch,Early,36,0,7,28,28,0,0,0,0,0,7,0,0,0
610,Hornchurch,AMpeak,410,45,351,14,14,0,167,75,19,51,57,14,13,0
610,Hornchurch,Midday,652,355,241,56,56,0,89,0,48,55,263,6,107,27
610,Hornchurch,PMPeak,1871,623,1172,76,49,0,0,217,379,343,737,70,9,67
610,Hornchurch,Evening,601,190,280,131,131,0,0,117,129,104,85,1,34,0
610,Hornchurch,Late,299,105,71,123,123,0,0,9,0,1,70,83,1,12
610,Hornchurch,Totalday,3869,1318,2122,429,402,0,256,418,575,555,1219,174,164,107
611,HounslowCentral,Early,82,0,1,82,82,0,0,0,1,0,0,0,0,0
611,HounslowCentral,AMpeak,1112,361,446,305,268,0,64,106,187,208,209,50,14,5
611,HounslowCentral,Midday,1281,473,733,76,76,0,43,296,129,323,234,107,20,52
611,HounslowCentral,PMPeak,2018,974,936,109,109,0,10,251,702,443,475,5,9,14
611,HounslowCentral,Evening,1161,560,510,92,92,0,117,122,362,310,90,68,0,0
611,HounslowCentral,Late,500,235,186,79,79,0,56,21,187,112,45,0,0,0
611,HounslowCentral,Totalday,6155,2602,2810,742,706,0,289,797,1569,1397,1053,229,43,71
612,HounslowEast,Early,108,0,24,84,84,0,0,24,0,0,0,0,0,0
612,HounslowEast,AMpeak,705,157,390,159,122,17,53,77,166,113,67,40,37,14
612,HounslowEast,Midday,1112,694,382,36,48,0,122,312,238,111,241,4,19,15
612,HounslowEast,PMPeak,2232,854,895,483,459,0,274,271,364,199,524,21,27,92
612,HounslowEast,Evening,1387,301,706,380,380,0,1,104,289,249,364,0,0,0
612,HounslowEast,Late,660,173,204,283,288,0,0,40,125,50,64,0,0,93
612,HounslowEast,Totalday,6203,2179,2600,1424,1381,17,451,827,1181,723,1261,65,84,215
613,HounslowWest,Early,80,0,0,80,80,0,0,0,0,0,0,0,0,0
613,HounslowWest,AMpeak,409,85,244,80,80,0,0,59,151,40,77,0,0,2
613,HounslowWest,Midday,1026,585,405,35,72,0,42,186,340,179,128,65,6,8
613,HounslowWest,PMPeak,1974,777,821,375,366,84,187,250,85,356,343,136,96,72
613,HounslowWest,Evening,1214,684,410,120,106,0,0,183,227,211,372,45,68,1
613,HounslowWest,Late,597,182,194,222,222,0,0,31,188,79,29,0,35,13
613,HounslowWest,Totalday,5301,2313,2074,914,926,84,229,708,991,866,950,246,205,96
614,HydeParkCorner,Early,248,0,0,248,248,0,0,0,0,0,0,0,0,0
614,HydeParkCorner,AMpeak,3151,1415,1289,448,407,0,8,261,916,583,552,271,103,50
614,HydeParkCorner,Midday,3007,1397,1264,346,352,0,10,346,608,286,720,300,293,92
614,HydeParkCorner,PMPeak,1473,602,335,537,537,0,12,124,312,149,287,37,13,1
614,HydeParkCorner,Evening,573,224,268,81,84,0,6,41,57,119,140,3,60,63
614,HydeParkCorner,Late,170,78,26,65,65,0,0,0,13,15,51,12,0,13
614,HydeParkCorner,Totalday,8622,3716,3182,1725,1693,0,37,772,1906,1153,1750,624,469,218
615,Ickenham,Early,24,0,0,24,24,0,0,0,0,0,0,0,0,0
615,Ickenham,AMpeak,309,243,47,18,18,0,29,60,154,3,35,1,0,9
615,Ickenham,Midday,384,188,135,61,86,24,0,7,40,66,87,37,10,26
615,Ickenham,PMPeak,791,368,399,24,25,0,50,67,64,91,371,51,70,2
615,Ickenham,Evening,411,280,124,8,6,0,0,4,56,225,46,30,41,3
615,Ickenham,Late,119,40,37,42,42,0,0,0,0,0,66,2,9,0
615,Ickenham,Totalday,2038,1118,742,177,202,24,79,138,314,385,605,122,129,40
616,Kennington,Early,120,0,0,120,120,0,0,0,0,0,0,0,0,0
616,Kennington,AMpeak,1246,384,655,207,176,0,37,150,286,126,307,159,6,0
616,Kennington,Midday,1544,686,778,80,13,36,19,202,541,292,297,75,20,49
616,Kennington,PMPeak,2385,1162,1221,1,1,7,206,182,787,415,578,52,97,59
616,Kennington,Evening,1910,902,846,161,153,14,0,213,827,384,220,30,52,16
616,Kennington,Late,1003,344,306,353,318,0,0,91,332,166,87,8,0,0
616,Kennington,Totalday,8207,3479,3807,922,781,56,262,838,2774,1384,1490,324,175,124
617,KensalGreen,Early,13,0,0,13,13,0,0,0,0,0,0,0,0,0
617,KensalGreen,AMpeak,339,149,174,17,17,0,36,0,180,31,71,5,0,0
617,KensalGreen,Midday,370,110,261,0,0,0,0,34,48,62,149,45,19,13
617,KensalGreen,PMPeak,821,309,508,5,0,0,0,83,326,267,121,24,0,0
617,KensalGreen,Evening,999,386,580,32,35,0,0,105,432,223,131,4,41,27
617,KensalGreen,Late,406,81,173,151,151,0,0,66,121,54,12,1,0,0
617,KensalGreen,Totalday,2948,1035,1696,217,216,0,36,288,1107,637,484,79,60,40
618,Kensington(Olympia),Early,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Kensington(Olympia),AMpeak,199,114,85,0,0,0,0,0,103,0,11,85,0,0
618,Kensington(Olympia),Midday,553,327,226,0,0,0,0,0,117,0,0,52,212,172
618,Kensington(Olympia),PMPeak,306,150,154,2,2,0,0,0,154,145,5,0,0,0
618,Kensington(Olympia),Evening,316,168,147,0,0,0,0,0,97,77,142,0,0,0
618,Kensington(Olympia),Late,11,0,10,2,2,0,0,0,0,0,10,0,0,0
618,Kensington(Olympia),Totalday,1385,759,623,4,4,0,0,0,471,222,167,138,212,172
619,KentishTown,Early,227,0,0,227,227,0,0,0,0,0,0,0,0,0
619,KentishTown,AMpeak,4044,1329,2318,397,436,0,118,465,1279,568,856,247,44,30
619,KentishTown,Midday,3115,787,2271,58,47,0,83,641,634,813,309,101,149,336
619,KentishTown,PMPeak,3424,920,2187,317,382,0,2,408,882,784,596,235,44,90
619,KentishTown,Evening,1861,654,847,359,357,43,75,190,513,241,403,22,11,5
619,KentishTown,Late,911,254,275,383,381,0,50,256,136,57,20,10,3,0
619,KentishTown,Totalday,13581,3943,7898,1740,1831,43,327,1960,3445,2463,2184,615,252,462
620,Kenton,Early,17,1,0,16,16,0,0,0,1,0,0,0,0,0
620,Kenton,AMpeak,360,82,263,14,14,34,2,67,49,84,108,0,0,1
620,Kenton,Midday,411,71,305,35,35,0,8,34,97,41,17,129,19,30
620,Kenton,PMPeak,680,335,268,77,77,0,94,73,173,52,119,90,1,1
620,Kenton,Evening,419,229,109,81,73,0,17,93,133,15,63,26,0,0
620,Kenton,Late,148,49,18,81,46,0,0,39,0,2,18,43,0,0
620,Kenton,Totalday,2035,767,963,305,262,34,122,305,453,195,325,287,20,32
621,KewGardens,Early,71,0,0,71,71,0,0,0,0,0,0,0,0,0
621,KewGardens,AMpeak,1078,410,305,363,351,0,58,111,145,80,200,100,33,0
621,KewGardens,Midday,1300,558,736,6,47,1,59,180,149,181,225,120,242,96
621,KewGardens,PMPeak,2063,661,1310,92,131,3,11,60,689,306,535,166,100,61
621,KewGardens,Evening,1167,487,601,80,80,0,0,50,202,412,341,20,18,44
621,KewGardens,Late,464,274,73,117,102,0,0,37,98,84,128,8,1,6
621,KewGardens,Totalday,6144,2389,3025,729,782,4,128,438,1283,1063,1429,414,395,206
622,Kilburn,Early,327,0,0,327,327,0,0,0,0,0,0,0,0,0
622,Kilburn,AMpeak,1494,876,410,208,242,0,0,162,478,125,421,3,13,50
622,Kilburn,Midday,2398,893,1457,48,43,0,183,538,685,360,282,147,81,78
622,Kilburn,PMPeak,4391,1560,2694,137,141,0,225,481,1909,876,504,43,179,32
622,Kilburn,Evening,3015,1011,1908,96,132,0,106,1153,779,306,336,187,6,10
622,Kilburn,Late,1759,716,680,363,363,0,43,242,687,273,129,22,0,0
622,Kilburn,Totalday,13385,5057,7149,1179,1250,0,557,2576,4539,1939,1673,402,279,170
623,KilburnPark,Early,71,0,16,55,55,0,0,0,16,0,0,0,0,0
623,KilburnPark,AMpeak,794,214,477,103,106,0,53,148,299,74,67,47,0,0
623,KilburnPark,Midday,1159,447,660,52,64,0,63,145,228,166,262,53,123,55
623,KilburnPark,PMPeak,1575,568,924,82,17,0,95,126,668,203,446,15,0,6
623,KilburnPark,Evening,1006,365,602,38,20,0,0,286,340,113,230,9,7,0
623,KilburnPark,Late,515,343,112,59,59,0,0,162,170,16,61,29,17,0
623,KilburnPark,Totalday,5120,1937,2792,391,323,0,211,868,1721,572,1066,152,147,61
625,King'sCrossSt.Pan,Early,3587,6,0,3581,3581,0,0,0,2,0,3,0,0,0
625,King'sCrossSt.Pan,AMpeak,32787,13024,16551,3212,2464,40,470,3076,7453,5947,8751,2808,1123,655
625,King'sCrossSt.Pan,Midday,39682,17958,19109,2615,2644,22,2045,4585,6215,5458,10241,2610,3700,2162
625,King'sCrossSt.Pan,PMPeak,41345,19443,18484,3418,3289,145,1269,4846,6155,7218,11936,3984,1615,888
625,King'sCrossSt.Pan,Evening,16011,6879,7537,1595,1654,0,98,2742,3607,2803,3848,499,550,209
625,King'sCrossSt.Pan,Late,7528,2679,2850,1999,1975,0,67,959,967,1071,1668,306,472,43
625,King'sCrossSt.Pan,Totalday,140940,59989,64532,16419,15606,207,3949,16208,24401,22497,36447,10207,7460,3957
624,Kingsbury,Early,25,0,0,25,25,0,0,0,0,0,0,0,0,0
624,Kingsbury,AMpeak,912,347,349,216,216,37,138,6,166,60,73,102,76,38
624,Kingsbury,Midday,1588,502,565,520,526,0,19,44,184,200,371,73,78,93
624,Kingsbury,PMPeak,3693,736,1372,1586,1586,0,145,235,772,272,553,6,48,77
624,Kingsbury,Evening,1399,544,660,196,196,0,9,281,256,297,354,0,3,3
624,Kingsbury,Late,446,130,144,172,172,0,0,8,107,133,0,0,23,2
624,Kingsbury,Totalday,8063,2258,3090,2715,2721,37,311,574,1486,962,1350,182,228,212
626,Knightsbridge,Early,465,0,0,465,465,0,0,0,0,0,0,0,0,0
626,Knightsbridge,AMpeak,7176,3301,3236,639,687,0,107,858,1885,1307,1564,492,187,89
626,Knightsbridge,Midday,11139,3491,6872,776,728,0,311,2094,2031,1074,2965,996,649,292
626,Knightsbridge,PMPeak,5066,1618,2295,1153,1145,0,60,895,765,495,944,483,35,245
626,Knightsbridge,Evening,1393,549,444,400,400,0,0,197,272,120,300,99,0,6
626,Knightsbridge,Late,244,64,36,144,144,0,0,4,34,25,37,0,0,0
626,Knightsbridge,Totalday,25483,9024,12883,3576,3568,0,478,4048,4987,3021,5809,2070,871,631
627,LadbrokeGrove,Early,114,0,0,114,114,0,0,0,0,0,0,0,0,0
627,LadbrokeGrove,AMpeak,2284,1043,857,384,371,0,50,229,390,392,536,156,160,1
627,LadbrokeGrove,Midday,2202,696,1379,127,195,4,48,297,672,372,277,147,157,33
627,LadbrokeGrove,PMPeak,2037,596,1269,172,284,0,5,323,627,258,227,239,59,16
627,LadbrokeGrove,Evening,1183,312,695,176,131,0,23,189,348,220,157,55,26,36
627,LadbrokeGrove,Late,496,165,169,162,162,0,43,10,100,17,124,25,15,0
627,LadbrokeGrove,Totalday,8316,2812,4369,1135,1256,4,169,1047,2136,1259,1321,622,416,85
628,LambethNorth,Early,76,0,0,76,76,0,0,0,0,0,0,0,0,0
628,LambethNorth,AMpeak,1209,416,606,187,187,0,2,60,247,262,263,89,57,41
628,LambethNorth,Midday,1531,609,824,98,99,0,90,81,202,222,368,200,142,128
628,LambethNorth,PMPeak,1018,399,549,70,71,0,0,177,238,176,274,36,25,22
628,LambethNorth,Evening,644,238,405,1,0,1,0,183,153,202,35,16,0,54
628,LambethNorth,Late,335,98,116,120,120,0,0,40,76,29,62,8,0,0
628,LambethNorth,Totalday,4813,1759,2501,553,554,1,92,541,915,890,1002,350,224,245
629,LancasterGate,Early,194,0,0,194,194,0,0,0,0,0,0,0,0,0
629,LancasterGate,AMpeak,2001,1052,794,155,154,0,0,282,426,543,470,37,77,12
629,LancasterGate,Midday,2281,1461,686,135,135,0,56,179,402,317,738,217,144,93
629,LancasterGate,PMPeak,3294,1325,1206,763,737,0,2,308,531,694,535,256,186,45
629,LancasterGate,Evening,1815,996,790,29,29,0,0,300,609,365,310,58,93,50
629,LancasterGate,Late,989,531,229,229,220,0,22,138,361,89,148,2,10,0
629,LancasterGate,Totalday,10574,5366,3704,1504,1468,0,80,1208,2328,2009,2201,570,510,200
630,LatimerRoad,Early,65,0,0,65,65,0,0,0,0,0,0,0,0,0
630,LatimerRoad,AMpeak,1559,525,583,450,425,0,7,202,399,320,125,0,80,0
630,LatimerRoad,Midday,979,203,523,254,272,0,0,205,143,146,133,30,19,31
630,LatimerRoad,PMPeak,987,345,496,146,98,0,80,47,234,251,181,32,64,0
630,LatimerRoad,Evening,517,267,110,140,104,0,0,39,161,130,70,0,12,0
630,LatimerRoad,Late,196,49,23,123,123,0,0,0,38,32,1,0,0,0
630,LatimerRoad,Totalday,4302,1389,1735,1178,1087,0,87,494,975,880,511,62,175,31
631,LeicesterSquare,Early,658,0,0,658,658,0,0,0,0,0,0,0,0,0
631,LeicesterSquare,AMpeak,9918,4079,4423,1416,1368,0,44,1213,2347,2289,1799,361,361,136
631,LeicesterSquare,Midday,16341,6733,8019,1589,1662,3,282,2713,3232,1841,3279,1362,899,1067
631,LeicesterSquare,PMPeak,13715,5077,6861,1776,1811,9,579,1877,2765,1871,3065,638,651,450
631,LeicesterSquare,Evening,5916,2166,2216,1533,1436,2,153,1419,1119,780,628,253,85,41
631,LeicesterSquare,Late,1808,668,473,667,612,0,0,199,292,274,307,2,75,46
631,LeicesterSquare,Totalday,48356,18724,21993,7640,7548,13,1057,7421,9755,7055,9079,2617,2071,1740
632,Leyton,Early,279,0,0,279,279,0,0,0,0,0,0,0,0,0
632,Leyton,AMpeak,1691,804,775,111,111,0,0,156,367,369,301,265,94,27
632,Leyton,Midday,3565,1507,1816,242,209,0,148,620,694,441,864,338,182,68
632,Leyton,PMPeak,8751,3819,4208,723,653,24,436,1852,2847,1716,965,57,55,146
632,Leyton,Evening,4807,1687,2430,690,517,0,17,1534,1133,702,796,27,40,40
632,Leyton,Late,2492,1075,679,738,738,0,68,570,543,264,146,146,17,0
632,Leyton,Totalday,21584,8891,9909,2784,2507,24,668,4733,5585,3493,3072,832,387,281
633,Leytonstone,Early,211,0,0,211,211,0,0,0,0,0,0,0,0,0
633,Leytonstone,AMpeak,1991,516,1156,319,337,10,309,110,229,151,445,161,39,201
633,Leytonstone,Midday,3414,1684,1531,199,191,10,129,389,1047,388,602,167,328,163
633,Leytonstone,PMPeak,6401,2767,3465,169,209,31,252,1291,1384,1127,1870,155,15,67
633,Leytonstone,Evening,3625,1570,1921,134,134,0,246,1174,1078,479,461,42,3,9
633,Leytonstone,Late,1968,668,921,379,379,0,3,320,580,345,236,14,10,82
633,Leytonstone,Totalday,17610,7206,8994,1411,1461,51,938,3283,4317,2490,3615,539,395,523
634,LiverpoolStreet,Early,901,0,0,900,900,0,0,0,0,0,0,0,0,0
634,LiverpoolStreet,AMpeak,37739,18015,16666,3058,2846,10,745,3503,10766,7895,8195,2689,916,175
634,LiverpoolStreet,Midday,28157,12205,13640,2313,2461,0,645,3638,5783,4192,6853,2094,1665,827
634,LiverpoolStreet,PMPeak,35352,14783,18394,2174,2055,0,725,5936,6933,6284,10178,1871,880,490
634,LiverpoolStreet,Evening,10864,4649,4523,1693,1709,0,134,1652,2883,2269,1835,174,171,37
634,LiverpoolStreet,Late,1490,622,317,551,545,0,43,181,237,174,215,81,6,8
634,LiverpoolStreet,Totalday,114504,50274,53540,10689,10517,10,2292,14909,26602,20814,27276,6909,3637,1538
635,LondonBridge,Early,2380,0,23,2357,2357,0,0,0,1,5,0,17,0,0
635,LondonBridge,AMpeak,34856,14365,18097,2394,2227,0,316,3515,8974,6519,8610,2512,1626,558
635,LondonBridge,Midday,28863,11790,15715,1358,1319,44,1590,5966,5122,4055,6321,1792,1644,1010
635,LondonBridge,PMPeak,28522,12419,14890,1213,944,3,1147,5119,7174,5759,5730,1728,330,587
635,LondonBridge,Evening,12409,6024,5895,489,482,11,293,2053,3371,3136,2595,245,133,88
635,LondonBridge,Late,6276,2703,1172,2401,2393,0,29,611,1832,505,664,200,13,27
635,LondonBridge,Totalday,113305,47301,55792,10212,9722,58,3374,17265,26474,19981,23920,6495,3746,2270
636,Loughton,Early,52,0,0,52,52,0,0,0,0,0,0,0,0,0
636,Loughton,AMpeak,629,153,440,36,36,3,31,2,196,229,28,8,79,18
636,Loughton,Midday,916,332,539,45,35,0,50,139,71,86,239,151,71,74
636,Loughton,PMPeak,2377,1102,1258,16,125,12,39,123,331,460,970,128,186,0
636,Loughton,Evening,1143,464,610,70,70,0,0,29,226,174,527,80,36,0
636,Loughton,Late,442,188,166,88,139,0,16,16,55,107,34,7,68,0
636,Loughton,Totalday,5560,2240,3012,307,458,16,136,310,880,1056,1798,374,441,92
637,MaidaVale,Early,61,0,2,60,60,0,0,0,0,0,2,0,0,0
637,MaidaVale,AMpeak,916,175,603,138,137,0,146,32,132,224,204,33,5,4
637,MaidaVale,Midday,1055,417,621,16,16,0,75,183,281,114,264,79,21,20
637,MaidaVale,PMPeak,1513,579,934,0,3,25,25,355,490,320,139,50,54,52
637,MaidaVale,Evening,1243,499,703,41,41,0,5,157,646,242,124,17,5,5
637,MaidaVale,Late,499,143,253,103,103,0,0,18,269,43,58,0,0,8
637,MaidaVale,Totalday,5288,1815,3116,357,359,25,251,745,1818,943,791,179,85,90
638,ManorHouse,Early,132,0,0,132,132,0,0,0,0,0,0,0,0,0
638,ManorHouse,AMpeak,1360,511,689,159,173,53,11,117,496,128,215,44,92,32
638,ManorHouse,Midday,2486,1251,1186,49,130,97,175,824,549,155,200,275,61,21
638,ManorHouse,PMPeak,4421,1537,2659,225,288,6,73,949,1369,1001,581,34,19,102
638,ManorHouse,Evening,3365,946,2251,168,115,0,111,483,1487,563,548,21,4,34
638,ManorHouse,Late,2072,678,774,621,560,1,14,282,656,403,89,68,0,0
638,ManorHouse,Totalday,13837,4923,7559,1354,1398,156,384,2655,4557,2249,1632,441,175,189
639,MansionHouse,Early,450,0,0,450,450,0,0,0,0,0,0,0,0,0
639,MansionHouse,AMpeak,7192,3286,3291,615,608,0,0,527,2149,1935,1396,232,165,178
639,MansionHouse,Midday,2530,1560,942,29,172,0,0,260,318,480,853,198,66,182
639,MansionHouse,PMPeak,963,493,440,31,1,0,67,57,134,107,388,117,89,3
639,MansionHouse,Evening,218,182,35,0,0,0,0,0,121,24,37,32,0,4
639,MansionHouse,Late,72,28,31,13,18,0,0,0,10,14,28,2,0,0
639,MansionHouse,Totalday,11425,5549,4738,1137,1249,0,68,845,2732,2559,2702,581,321,368
640,MarbleArch,Early,574,1,0,573,573,0,0,0,1,0,0,0,0,0
640,MarbleArch,AMpeak,6283,2495,3163,625,694,10,60,686,1601,1285,1201,528,127,92
640,MarbleArch,Midday,6892,2781,3503,609,616,1,231,613,1392,1042,1466,824,316,391
640,MarbleArch,PMPeak,4087,1219,1412,1456,1418,0,86,284,622,657,559,117,214,132
640,MarbleArch,Evening,1843,1117,535,191,205,0,6,228,399,468,454,53,19,12
640,MarbleArch,Late,664,146,163,355,341,0,55,102,16,35,99,16,0,1
640,MarbleArch,Totalday,20345,7759,8777,3808,3847,11,437,1913,4031,3487,3778,1537,677,628
641,Marylebone,Early,339,0,8,330,330,0,0,0,0,0,8,0,0,0
641,Marylebone,AMpeak,4708,1890,2448,370,386,10,76,495,1304,1380,888,62,70,38
641,Marylebone,Midday,4458,2545,1801,112,126,0,11,629,851,517,1263,547,264,250
641,Marylebone,PMPeak,7250,3369,3798,83,147,0,376,608,1038,1169,2292,782,587,250
641,Marylebone,Evening,2972,1453,1460,60,42,0,0,85,875,629,1067,188,85,0
641,Marylebone,Late,1299,514,382,403,402,0,6,209,105,221,210,60,54,33
641,Marylebone,Totalday,21026,9771,9897,1358,1433,11,469,2026,4173,3916,5728,1640,1060,570
642,MileEnd,Early,354,0,4,351,351,0,0,0,0,0,4,0,0,0
642,MileEnd,AMpeak,4458,1860,2231,367,360,0,428,747,1017,553,906,332,114,0
642,MileEnd,Midday,6618,2681,2763,1173,423,1,1599,1865,865,836,668,160,123,79
642,MileEnd,PMPeak,6168,1933,3486,749,776,0,290,1803,1694,646,699,100,28,131
642,MileEnd,Evening,4306,1923,2217,166,154,0,458,1340,1224,443,606,56,25,0
642,MileEnd,Late,2300,562,826,912,899,0,53,550,510,166,91,13,18,0
