NLC,Station,timePeriod,Total,Male,Female,Notstated,NotStated,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
740,Uxbridge,AMpeak,4661,2008,1960,693,681,2,481,451,1038,633,724,347,97,207
740,Uxbridge,Midday,3729,1172,2042,515,560,0,874,650,184,221,667,140,114,319
740,Uxbridge,PMPeak,2688,1199,1387,103,103,0,420,380,421,289,737,192,75,71
740,Uxbridge,Evening,1519,539,862,118,86,0,24,133,545,248,327,115,33,10
740,Uxbridge,Late,598,158,319,120,120,0,43,159,137,33,103,2,0,0
740,Uxbridge,Totalday,13534,5075,6570,1889,1889,2,1842,1773,2326,1425,2558,795,318,607
777,Vauxhall,Early,2914,0,0,2914,2914,0,0,0,0,0,0,0,0,0
777,Vauxhall,AMpeak,14319,5108,5515,3696,3712,0,163,1283,3270,2522,2509,700,116,43
777,Vauxhall,Midday,8915,3671,4865,379,330,16,681,1683,1626,1295,2227,499,462,96
777,Vauxhall,PMPeak,12717,5599,6641,477,497,0,224,1859,3676,2088,3462,486,394,31
777,Vauxhall,Evening,7698,3074,4170,454,333,0,140,816,2714,993,2312,323,66,2
777,Vauxhall,Late,3569,1700,933,936,936,0,0,370,1108,354,753,4,37,7
777,Vauxhall,Totalday,50131,19153,22123,8855,8722,16,1207,6011,12394,7252,11263,2012,1076,177
741,Victoria,Early,3643,4,6,3634,3634,0,0,0,7,0,2,0,0,0
741,Victoria,AMpeak,29487,12365,12253,4869,4664,84,470,2486,6827,5141,6710,2099,712,296
741,Victoria,Midday,35015,16585,17474,956,920,83,1220,5018,5530,5925,9386,2630,2435,1869
741,Victoria,PMPeak,39617,17160,21770,688,536,76,1385,5779,6845,7070,11921,2594,2088,1323
741,Victoria,Evening,18697,8232,9953,512,435,24,324,3529,5696,3093,4440,778,295,83
741,Victoria,Late,8452,2854,2868,2730,2808,1,208,1079,1261,1006,1523,227,325,15
741,Victoria,Totalday,134912,57200,64323,13389,12997,267,3607,17891,26166,22234,33982,8327,5856,3586
742,WalthamstowCentral,Early,355,0,0,355,355,0,0,0,0,0,0,0,0,0
742,WalthamstowCentral,AMpeak,2821,890,1664,266,304,9,103,288,547,707,527,239,11,86
742,WalthamstowCentral,Midday,7434,3219,3754,461,295,68,588,1351,1118,1614,1084,542,280,494
742,WalthamstowCentral,PMPeak,15516,4746,10725,45,224,1,461,3181,3618,4069,3398,262,156,148
742,WalthamstowCentral,Evening,8099,3206,4743,151,81,30,171,845,2898,1950,1878,89,88,70
742,WalthamstowCentral,Late,3433,1382,1287,765,751,0,201,343,1098,715,273,41,3,9
742,WalthamstowCentral,Totalday,37658,13443,22172,2043,2010,108,1522,6008,9278,9055,7159,1173,538,807
743,Wanstead,Early,36,0,0,36,36,0,0,0,0,0,0,0,0,0
743,Wanstead,AMpeak,546,146,394,6,6,0,59,2,49,40,269,83,38,0
743,Wanstead,Midday,898,199,600,100,151,0,0,91,154,83,214,83,107,13
743,Wanstead,PMPeak,1900,615,1159,126,93,0,0,114,402,467,661,19,8,134
743,Wanstead,Evening,1032,353,674,5,99,10,0,128,116,257,264,90,34,35
743,Wanstead,Late,497,206,230,61,61,0,0,1,107,229,89,5,4,0
743,Wanstead,Totalday,4908,1518,3057,333,446,10,59,336,828,1076,1498,280,192,183
745,WarrenStreet,Early,915,1,1,913,913,0,0,0,1,0,1,0,0,0
745,WarrenStreet,AMpeak,18479,7455,10122,903,843,0,148,1655,6506,3812,4125,1038,199,155
745,WarrenStreet,Midday,9929,4337,5258,334,210,8,355,2239,2472,1104,2410,361,494,275
745,WarrenStreet,PMPeak,3981,1790,1838,353,385,0,100,252,944,557,1095,324,211,114
745,WarrenStreet,Evening,1487,726,612,149,191,0,0,124,431,310,272,89,18,53
745,WarrenStreet,Late,518,341,111,66,66,0,8,1,187,98,159,0,0,0
745,WarrenStreet,Totalday,35309,14650,17942,2717,2607,8,611,4270,10541,5880,8061,1812,921,598
746,WarwickAvenue,Early,114,0,0,114,114,0,0,0,0,0,0,0,0,0
746,WarwickAvenue,AMpeak,1350,605,606,139,153,0,0,101,307,365,332,23,21,48
746,WarwickAvenue,Midday,1456,666,755,34,30,0,0,208,413,252,322,137,24,69
746,WarwickAvenue,PMPeak,1755,745,945,65,84,0,0,229,537,319,371,80,81,52
746,WarwickAvenue,Evening,1454,754,667,33,30,0,11,115,598,340,303,0,49,7
746,WarwickAvenue,Late,624,243,255,127,130,0,0,30,277,90,70,26,1,0
746,WarwickAvenue,Totalday,6752,3013,3228,511,542,0,12,683,2132,1366,1398,266,177,175
747,Waterloo,Early,3067,0,2,3064,3064,0,0,0,3,0,0,0,0,0
747,Waterloo,AMpeak,22942,9559,11431,1952,1855,40,436,2294,5529,3896,5976,1710,1026,180
747,Waterloo,Midday,29951,13224,16088,639,734,5,1982,5175,4737,3816,7625,2502,1911,1466
747,Waterloo,PMPeak,59782,28127,30436,1220,957,164,473,6691,12026,11842,20216,3929,2258,1226
747,Waterloo,Evening,22459,10416,11489,554,377,22,500,2362,6263,4803,6010,1169,642,312
747,Waterloo,Late,9401,3316,2445,3640,3632,2,33,734,2229,933,1536,108,84,109
747,Waterloo,Totalday,147602,64642,71891,11069,10620,232,3424,17255,30786,25290,41362,9418,5922,3293
748,Watford,Early,35,0,0,35,35,0,0,0,0,0,0,0,0,0
748,Watford,AMpeak,696,354,215,128,128,18,270,76,96,13,49,19,29,0
748,Watford,Midday,431,318,84,28,43,0,58,27,1,59,66,63,115,0
748,Watford,PMPeak,925,520,311,94,84,0,18,65,278,189,163,88,41,0
748,Watford,Evening,571,254,311,6,8,0,38,78,202,27,208,11,0,0
748,Watford,Late,231,65,67,98,98,0,0,9,5,63,12,0,43,0
748,Watford,Totalday,2889,1511,988,390,396,18,383,254,583,350,497,181,227,0
751,WembleyCentral,Early,59,1,0,58,58,0,0,1,0,0,0,0,0,0
751,WembleyCentral,AMpeak,895,420,458,17,27,0,39,24,252,152,253,16,104,28
751,WembleyCentral,Midday,1407,858,515,34,163,35,111,139,277,229,218,114,64,56
751,WembleyCentral,PMPeak,1990,1150,786,54,145,1,64,246,543,280,565,2,138,5
751,WembleyCentral,Evening,856,498,298,61,61,6,7,122,142,124,95,297,0,1
751,WembleyCentral,Late,484,107,323,54,54,0,18,56,129,178,27,22,0,0
751,WembleyCentral,Totalday,5691,3034,2379,278,508,43,240,588,1342,963,1159,452,306,90
752,WembleyPark,Early,553,0,0,553,553,0,0,0,0,0,0,0,0,0
752,WembleyPark,AMpeak,4788,1889,2330,569,575,91,159,646,773,962,1362,76,142,3
752,WembleyPark,Midday,4790,2036,2140,614,775,0,403,465,748,751,682,409,258,300
752,WembleyPark,PMPeak,6931,1661,2389,2881,2966,0,386,762,918,721,718,327,77,55
752,WembleyPark,Evening,4455,1525,1422,1509,1520,43,229,455,880,868,347,47,51,16
752,WembleyPark,Late,1406,388,395,623,623,0,120,168,281,165,43,5,0,1
752,WembleyPark,Totalday,22924,7498,8675,6750,7013,134,1297,2496,3599,3466,3152,864,527,375
753,WestActon,Early,34,0,0,34,34,0,0,0,0,0,0,0,0,0
753,WestActon,AMpeak,429,213,180,37,40,0,31,37,89,52,71,5,1,103
753,WestActon,Midday,564,253,311,0,1,0,10,213,42,114,36,66,14,68
753,WestActon,PMPeak,831,246,480,105,105,0,0,45,270,307,56,24,13,10
753,WestActon,Evening,616,212,310,94,75,0,0,20,327,104,80,0,1,9
753,WestActon,Late,281,121,129,31,31,0,7,64,66,59,53,1,0,0
753,WestActon,Totalday,2755,1045,1410,300,285,0,48,379,794,637,296,96,29,190
755,WestBrompton,Early,141,6,0,135,135,0,0,0,0,2,4,0,0,0
755,WestBrompton,AMpeak,3177,1056,1365,755,740,48,31,213,407,808,854,67,8,0
755,WestBrompton,Midday,1983,551,1057,375,57,0,28,113,408,307,394,452,146,77
755,WestBrompton,PMPeak,1287,627,659,0,40,0,0,149,332,199,533,4,18,12
755,WestBrompton,Evening,813,361,452,0,0,0,32,65,378,72,249,5,0,12
755,WestBrompton,Late,142,75,58,9,9,0,0,29,28,23,29,10,15,0
755,WestBrompton,Totalday,7543,2676,3592,1275,982,48,91,569,1553,1412,2062,539,187,101
756,WestFinchley,Early,9,0,0,9,9,0,0,0,0,0,0,0,0,0
756,WestFinchley,AMpeak,209,58,116,34,34,0,0,17,16,81,60,0,0,0
756,WestFinchley,Midday,503,229,274,0,0,0,84,98,45,113,124,13,23,2
756,WestFinchley,PMPeak,1112,442,670,0,0,5,29,210,224,209,390,23,16,6
756,WestFinchley,Evening,673,285,387,2,0,0,0,64,75,321,189,3,18,3
756,WestFinchley,Late,270,123,115,32,32,0,0,88,83,19,47,0,0,2
756,WestFinchley,Totalday,2776,1137,1563,77,75,5,113,478,443,743,810,39,57,14
757,WestHam,Early,760,5,0,755,755,0,0,0,5,0,0,0,0,0
757,WestHam,AMpeak,2971,359,627,1985,1987,0,19,112,339,192,261,40,9,11
757,WestHam,Midday,5979,598,391,4989,4989,0,4,220,406,105,205,40,10,0
757,WestHam,PMPeak,8606,864,1615,6126,6128,1,209,149,467,949,529,103,57,13
757,WestHam,Evening,3874,678,715,2482,2427,0,0,475,265,162,475,62,0,9
757,WestHam,Late,1717,57,5,1655,1655,0,1,17,5,15,23,0,0,0
757,WestHam,Totalday,23907,2561,3354,17993,17942,1,233,973,1487,1423,1492,245,77,34
758,WestHampstead,Early,937,1,6,930,930,0,0,0,1,5,1,0,0,0
758,WestHampstead,AMpeak,2704,819,1229,656,638,0,112,202,688,500,445,119,0,0
758,WestHampstead,Midday,2673,1260,1324,89,201,0,0,334,517,481,530,325,223,61
758,WestHampstead,PMPeak,5695,2056,3449,190,194,117,225,876,1984,957,1084,192,47,19
758,WestHampstead,Evening,3695,1279,2324,93,32,2,3,512,1760,531,751,57,30,18
758,WestHampstead,Late,1602,457,757,388,346,7,19,134,578,282,155,3,56,22
758,WestHampstead,Totalday,17306,5871,9089,2346,2341,126,359,2058,5528,2755,2967,696,355,120
759,WestHarrow,Early,27,0,0,27,27,0,0,0,0,0,0,0,0,0
759,WestHarrow,AMpeak,174,100,75,0,0,0,0,74,0,0,100,0,0,0
759,WestHarrow,Midday,361,135,225,1,17,0,0,72,91,0,13,67,60,41
759,WestHarrow,PMPeak,1114,382,679,52,52,0,15,83,188,433,286,57,0,0
759,WestHarrow,Evening,512,193,319,0,19,0,18,20,42,169,203,10,0,31
759,WestHarrow,Late,169,14,88,67,67,0,0,0,11,45,39,8,0,0
759,WestHarrow,Totalday,2357,824,1386,146,182,0,33,250,331,647,641,141,60,72
760,WestKensington,Early,56,0,0,56,56,0,0,0,0,0,0,0,0,0
760,WestKensington,AMpeak,1763,812,797,154,133,18,27,100,727,306,315,117,19,2
760,WestKensington,Midday,1564,828,704,33,10,53,29,235,268,238,255,117,122,237
760,WestKensington,PMPeak,2014,935,1006,73,116,0,45,424,865,241,276,7,41,1
760,WestKensington,Evening,1618,595,864,160,146,0,0,301,658,252,147,114,0,0
760,WestKensington,Late,830,344,182,304,304,0,1,132,144,98,128,17,6,0
760,WestKensington,Totalday,7846,3514,3552,780,764,72,101,1193,2662,1136,1122,371,188,239
762,WestRuislip,Early,9,0,0,9,9,0,0,0,0,0,0,0,0,0
762,WestRuislip,AMpeak,147,37,64,46,46,1,0,31,23,26,19,0,0,0
762,WestRuislip,Midday,307,87,214,5,22,0,49,25,27,119,48,7,3,7
762,WestRuislip,PMPeak,981,511,456,13,1,0,0,86,130,188,517,51,8,0
762,WestRuislip,Evening,547,290,248,9,6,0,0,13,227,102,186,11,2,0
762,WestRuislip,Late,241,56,141,44,44,0,0,31,5,0,145,0,16,0
762,WestRuislip,Totalday,2231,982,1124,125,127,1,49,186,412,436,915,69,29,7
754,WestbournePark,Early,68,0,0,68,68,0,0,0,0,0,0,0,0,0
754,WestbournePark,AMpeak,1515,520,838,157,157,0,1,167,587,126,282,153,43,0
754,WestbournePark,Midday,1359,549,782,28,14,0,45,177,263,282,274,95,0,209
754,WestbournePark,PMPeak,1663,631,981,51,1,0,33,232,779,181,398,8,30,1
754,WestbournePark,Evening,1004,299,682,23,23,0,0,245,483,161,91,2,0,0
754,WestbournePark,Late,456,119,71,266,266,0,1,78,59,29,23,0,0,0
754,WestbournePark,Totalday,6065,2118,3355,592,529,0,80,899,2170,779,1068,258,73,210
761,Westminster,Early,1052,0,0,1052,1052,0,0,0,0,0,0,0,0,0
761,Westminster,AMpeak,17498,8195,8005,1298,1321,0,182,1701,3998,2801,5518,1371,326,281
761,Westminster,Midday,15904,7719,7446,739,730,7,235,1963,3058,1835,4395,1926,1075,680
761,Westminster,PMPeak,5794,3058,2262,474,494,50,123,177,940,920,2200,387,425,77
761,Westminster,Evening,1739,1197,463,80,67,0,0,197,321,245,636,35,1,236
761,Westminster,Late,586,278,197,111,111,4,0,19,214,109,99,30,0,0
761,Westminster,Totalday,42572,20447,18372,3752,3774,61,540,4056,8531,5910,12848,3748,1828,1274
764,WhiteCity,Early,530,0,0,530,530,0,0,0,0,0,0,0,0,0
764,WhiteCity,AMpeak,6137,2307,2900,931,814,0,7,537,1885,1441,1216,164,65,8
764,WhiteCity,Midday,3207,1491,1633,83,104,0,96,428,870,736,812,51,92,17
764,WhiteCity,PMPeak,2080,911,999,170,151,12,140,179,447,397,628,48,78,0
764,WhiteCity,Evening,1249,708,446,96,166,14,0,114,458,205,229,37,0,27
764,WhiteCity,Late,579,87,366,127,127,0,0,10,128,307,8,0,0,0
764,WhiteCity,Totalday,13782,5503,6343,1936,1892,26,243,1268,3788,3086,2892,300,235,53
763,Whitechapel,Early,1153,0,0,1153,1153,0,0,0,0,0,0,0,0,0
763,Whitechapel,AMpeak,12563,4589,5769,2204,2137,21,185,939,3354,2640,2079,716,486,6
763,Whitechapel,Midday,7206,3251,3527,428,536,24,335,1027,1198,1437,1868,298,258,225
763,Whitechapel,PMPeak,7462,1943,3588,1931,1902,11,64,737,1935,1534,832,192,254,1
763,Whitechapel,Evening,3478,1587,1779,112,103,0,41,838,1692,442,169,190,3,0
763,Whitechapel,Late,1420,269,772,379,388,0,1,541,302,27,149,12,0,0
763,Whitechapel,Totalday,33283,11641,15436,6207,6219,57,626,4082,8482,6081,5096,1408,1001,231
765,WillesdenGreen,Early,132,0,0,132,132,0,0,0,0,0,0,0,0,0
765,WillesdenGreen,AMpeak,1051,469,408,174,193,0,58,99,191,121,158,121,99,10
765,WillesdenGreen,Midday,2467,1068,1156,243,221,0,223,411,482,248,463,157,106,156
765,WillesdenGreen,PMPeak,5092,2125,2813,154,117,17,189,1042,1853,707,986,50,46,84
765,WillesdenGreen,Evening,3259,953,2274,32,20,0,34,834,1374,469,505,14,3,5
765,WillesdenGreen,Late,1827,802,781,244,243,0,55,318,720,364,66,45,4,10
765,WillesdenGreen,Totalday,13827,5417,7432,978,927,18,559,2705,4620,1910,2178,387,258,265
766,WillesdenJunction,Early,266,9,5,252,252,0,0,0,6,0,8,0,0,0
766,WillesdenJunction,AMpeak,1828,716,719,393,363,47,27,202,505,296,327,49,5,5
766,WillesdenJunction,Midday,1500,595,883,23,23,0,158,213,277,274,118,189,247,1
766,WillesdenJunction,PMPeak,2386,1411,957,18,18,0,83,500,531,267,849,53,86,0
766,WillesdenJunction,Evening,1096,528,537,32,0,0,105,232,280,267,169,32,0,11
766,WillesdenJunction,Late,580,149,142,289,298,0,0,85,99,82,1,0,0,15
766,WillesdenJunction,Totalday,7655,3407,3242,1006,954,47,372,1233,1699,1186,1471,323,338,32
767,Wimbledon,Early,488,0,0,488,488,0,0,0,0,0,0,0,0,0
767,Wimbledon,AMpeak,3174,1414,1487,273,208,28,94,559,1290,311,487,67,105,26
767,Wimbledon,Midday,4405,1899,2443,63,74,56,152,658,594,483,979,554,527,327
767,Wimbledon,PMPeak,8672,3244,5195,233,47,16,140,1517,1601,1857,2413,605,213,264
767,Wimbledon,Evening,3477,1718,1637,122,159,0,27,624,943,539,837,56,58,233
767,Wimbledon,Late,1145,376,401,368,364,0,0,68,197,300,138,17,34,26
767,Wimbledon,Totalday,21361,8650,11164,1547,1339,100,413,3426,4625,3490,4855,1298,938,876
768,WimbledonPark,Early,46,0,0,46,46,0,0,0,0,0,0,0,0,0
768,WimbledonPark,AMpeak,480,195,270,15,15,12,2,43,117,136,146,0,8,0
768,WimbledonPark,Midday,569,260,309,0,11,6,63,38,37,92,177,32,64,49
768,WimbledonPark,PMPeak,1010,339,634,37,32,44,41,186,254,139,255,33,1,26
768,WimbledonPark,Evening,577,197,345,34,44,0,88,108,77,73,134,32,18,2
768,WimbledonPark,Late,213,110,67,36,33,0,14,30,101,14,17,2,1,2
768,WimbledonPark,Totalday,2894,1101,1625,168,180,62,208,405,587,454,729,100,91,79
770,WoodGreen,Early,172,0,0,172,172,0,0,0,0,0,0,0,0,0
770,WoodGreen,AMpeak,2433,971,1238,224,189,0,34,176,724,385,676,182,44,24
770,WoodGreen,Midday,4380,1779,2510,91,310,0,421,919,717,602,703,283,115,310
770,WoodGreen,PMPeak,6623,2768,3770,84,119,0,128,1596,1828,1262,1407,60,65,158
770,WoodGreen,Evening,3595,1461,2063,71,66,3,154,951,818,675,855,23,41,10
770,WoodGreen,Late,2147,865,859,423,423,0,42,373,930,283,88,4,5,0
770,WoodGreen,Totalday,19350,7844,10440,1066,1279,3,778,4013,5016,3207,3729,553,270,501
599,WoodLane,Early,131,0,0,131,131,0,0,0,0,0,0,0,0,0
599,WoodLane,AMpeak,1339,568,613,157,157,0,0,130,269,393,370,19,0,0
599,WoodLane,Midday,1324,656,444,224,224,0,0,220,246,216,305,15,28,71
599,WoodLane,PMPeak,1218,689,364,165,160,0,0,376,318,259,103,2,0,0
599,WoodLane,Evening,457,101,89,266,266,0,0,33,107,49,2,0,0,0
599,WoodLane,Late,84,19,0,65,65,0,0,0,19,0,0,0,0,0
599,WoodLane,Totalday,4552,2033,1510,1009,1003,0,0,758,959,917,780,36,28,71
769,Woodford,Early,57,0,0,57,57,0,0,0,0,0,0,0,0,0
769,Woodford,AMpeak,726,239,339,148,138,0,52,28,47,52,244,0,166,0
769,Woodford,Midday,1769,620,1024,126,169,0,57,162,363,349,362,108,75,124
769,Woodford,PMPeak,3819,1500,2216,102,104,77,188,491,580,585,1405,124,191,74
769,Woodford,Evening,1907,519,1342,46,32,0,181,473,288,306,527,65,31,5
769,Woodford,Late,829,426,210,193,190,0,1,290,81,59,95,83,13,17
769,Woodford,Totalday,9107,3303,5132,672,690,77,478,1444,1359,1350,2633,380,477,220
771,WoodsidePark,Early,25,0,0,25,25,0,0,0,0,0,0,0,0,0
771,WoodsidePark,AMpeak,419,113,285,21,24,29,38,21,210,6,91,0,0,0
771,WoodsidePark,Midday,842,195,578,69,69,0,2,21,78,306,159,34,65,107
771,WoodsidePark,PMPeak,2085,1057,1025,3,75,0,44,427,422,291,694,32,51,47
771,WoodsidePark,Evening,1034,352,545,138,63,0,0,93,287,332,227,29,2,3
771,WoodsidePark,Late,365,130,130,105,105,0,0,65,100,40,49,3,3,0
771,WoodsidePark,Totalday,4771,1846,2563,362,361,29,84,627,1097,975,1221,99,121,157
