NLC,Station,timePeriod,Total,Male,Female,Notstated,NotStated,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,,,,,,,,,
562,Earl'sCourt,PMPeak,7627,2755,4416,455,591,0,105,1022,1728,1299,2177,325,167,213,3689,6,56,14,3674,83,0,103,2
562,Earl'sCourt,Evening,3100,1426,1614,60,39,0,0,477,900,772,785,62,59,6,1952,0,6,0,1023,4,0,0,115
562,Earl'sCourt,Late,1381,596,520,265,265,0,17,182,398,285,212,8,12,2,1129,0,0,0,252,0,0,0,0
562,Earl'sCourt,Totalday,30495,12415,15928,2152,2095,0,696,5260,7796,5606,6608,1118,876,441,18791,25,76,14,11065,95,0,218,211
563,EastActon,Early,422,0,0,422,422,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0
563,EastActon,AMpeak,2255,896,1286,74,86,0,79,276,768,474,384,107,79,3,814,0,0,2,1417,0,10,13,0
563,EastActon,Midday,1824,912,797,114,128,0,44,511,313,263,245,221,9,91,1502,0,0,0,279,0,0,43,0
563,EastActon,PMPeak,1447,463,808,177,177,24,0,337,306,245,220,119,10,8,904,0,0,0,524,0,0,0,19
563,EastActon,Evening,468,114,301,54,34,0,59,77,108,60,126,4,0,0,406,6,0,3,52,0,0,0,0
563,EastActon,Late,107,78,1,29,29,0,0,0,61,2,16,0,0,0,102,0,0,0,5,0,0,0,0
563,EastActon,Totalday,6524,2461,3193,870,875,24,183,1200,1556,1044,990,451,98,102,4150,6,0,6,2277,0,10,56,19
565,EastFinchley,Early,670,0,0,670,670,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0
565,EastFinchley,AMpeak,6309,2711,3170,429,451,1,101,371,1859,1200,1372,574,170,210,2990,198,7,0,2999,47,30,38,0
565,EastFinchley,Midday,2755,793,1791,171,233,0,204,280,519,295,527,218,201,277,1590,37,65,5,995,0,0,0,64
565,EastFinchley,PMPeak,1853,665,1176,12,39,0,114,226,616,176,392,198,75,17,987,31,0,0,830,0,0,4,0
565,EastFinchley,Evening,524,143,297,84,90,0,0,111,190,82,41,5,0,6,378,0,0,0,146,0,0,0,0
565,EastFinchley,Late,175,24,79,72,72,0,0,0,14,11,59,19,0,0,110,0,0,0,65,0,0,0,0
565,EastFinchley,Totalday,12286,4336,6512,1438,1556,1,419,987,3197,1763,2391,1015,446,511,6725,266,72,5,5035,47,30,42,64
566,EastHam,Early,4418,0,0,4418,4418,0,0,0,0,0,0,0,0,0,4418,0,0,0,0,0,0,0,0
566,EastHam,AMpeak,8527,3432,3780,1315,1316,32,431,1479,2041,1517,1156,534,20,0,7295,0,0,0,1231,0,0,0,0
566,EastHam,Midday,5723,1927,2465,1331,1342,0,19,932,1033,865,501,771,143,116,5535,0,39,0,149,0,0,0,0
566,EastHam,PMPeak,3128,883,1636,609,609,0,199,441,366,405,830,0,278,0,2967,0,0,0,160,0,0,0,0
566,EastHam,Evening,1262,298,770,193,193,0,429,223,61,194,162,0,0,0,1220,0,0,0,41,0,0,0,0
566,EastHam,Late,278,89,15,174,174,0,14,2,2,30,55,0,0,0,278,0,0,0,0,0,0,0,0
566,EastHam,Totalday,23334,6628,8665,8041,8053,32,1092,3078,3504,3011,2704,1304,441,116,21714,0,39,0,1582,0,0,0,0
567,EastPutney,Early,514,0,0,514,514,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0
567,EastPutney,AMpeak,5152,2525,2556,71,58,1,32,777,2007,785,582,599,165,146,2173,91,15,0,2865,8,0,0,0
567,EastPutney,Midday,2064,1072,901,91,98,12,204,463,294,218,515,38,129,92,1241,0,0,0,789,30,0,0,4
567,EastPutney,PMPeak,1897,559,1320,18,8,0,48,512,390,194,549,137,29,29,1369,13,0,0,494,0,1,20,0
567,EastPutney,Evening,669,277,364,27,27,0,0,217,266,29,125,0,2,2,431,0,0,0,238,0,0,0,0
567,EastPutney,Late,178,117,17,43,43,0,0,38,28,0,47,0,7,16,170,0,0,0,8,0,0,0,0
567,EastPutney,Totalday,10473,4550,5159,764,748,13,284,2007,2986,1226,1817,774,333,285,5897,104,15,0,4394,38,1,20,4
564,Eastcote,Early,519,0,0,519,519,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0
564,Eastcote,AMpeak,2444,47,21,2377,2377,0,5,26,3,4,11,5,2,11,205,52,48,0,2100,9,13,0,18
564,Eastcote,Midday,1055,106,35,914,915,0,0,1,20,7,12,52,26,22,393,36,4,37,575,0,0,10,0
564,Eastcote,PMPeak,596,47,18,530,539,0,12,0,9,11,12,10,0,3,265,35,0,0,297,0,0,0,0
564,Eastcote,Evening,159,31,6,122,122,0,0,2,0,23,6,1,6,0,119,0,0,0,40,0,0,0,0
564,Eastcote,Late,46,14,0,32,32,0,0,0,0,0,0,14,0,0,46,0,0,0,0,0,0,0,0
564,Eastcote,Totalday,4820,246,80,4495,4504,0,17,29,32,46,41,82,34,36,1548,122,53,37,3012,9,13,10,18
568,Edgware,Early,813,7,9,797,789,0,2,13,0,3,5,0,0,0,813,0,0,0,0,0,0,0,0
568,Edgware,AMpeak,3628,1243,1812,573,599,0,151,427,597,589,809,298,83,73,2559,23,0,0,1036,8,0,0,2
568,Edgware,Midday,2112,649,1061,402,450,0,276,286,206,198,323,189,84,101,2014,0,1,7,54,36,0,0,0
568,Edgware,PMPeak,1284,445,817,22,22,0,129,410,285,187,75,105,0,71,972,0,0,0,312,0,0,0,0
568,Edgware,Evening,435,118,297,21,21,14,0,215,38,59,15,0,0,75,434,0,0,0,1,0,0,0,0
568,Edgware,Late,108,34,40,34,34,0,0,64,3,0,6,0,0,0,106,0,0,0,1,0,0,0,0
568,Edgware,Totalday,8379,2496,4037,1847,1915,14,558,1415,1130,1037,1232,593,167,319,6897,23,1,7,1405,44,0,0,2
774,EdgwareRoad(Bak),Early,83,6,23,54,54,0,0,0,19,4,6,0,0,0,83,0,0,0,0,0,0,0,0
774,EdgwareRoad(Bak),AMpeak,1047,407,633,7,2,0,92,187,301,163,290,9,1,1,605,3,0,3,436,0,0,0,0
774,EdgwareRoad(Bak),Midday,2279,881,1234,164,165,0,170,335,563,335,499,68,73,72,1510,5,0,0,764,0,0,0,0
774,EdgwareRoad(Bak),PMPeak,3286,948,1521,817,773,0,0,301,818,593,691,73,11,26,2184,0,3,0,1064,11,0,24,0
774,EdgwareRoad(Bak),Evening,996,281,715,0,10,0,85,277,231,213,178,2,0,0,539,0,0,0,457,0,0,0,0
774,EdgwareRoad(Bak),Late,318,129,165,23,23,0,0,135,136,15,0,0,0,10,311,0,0,0,7,0,0,0,0
774,EdgwareRoad(Bak),Totalday,8009,2653,4291,1066,1028,0,346,1234,2067,1322,1665,153,86,108,5232,8,3,3,2728,11,0,24,0
569,EdgwareRoad(Cir),Early,192,14,9,169,169,0,0,1,12,0,10,0,0,0,192,0,0,0,0,0,0,0,0
569,EdgwareRoad(Cir),AMpeak,2012,1027,885,100,115,0,249,245,446,337,485,63,69,2,628,0,1,23,1356,0,0,4,0
569,EdgwareRoad(Cir),Midday,3283,1196,1918,169,153,0,105,303,830,774,697,194,117,109,1776,0,27,0,1480,0,0,0,0
569,EdgwareRoad(Cir),PMPeak,4228,1733,2397,98,124,0,41,269,1834,676,1019,178,57,30,1436,83,0,25,2659,0,26,0,0
569,EdgwareRoad(Cir),Evening,1463,496,634,333,333,9,67,102,432,253,182,69,16,0,1117,0,1,0,344,0,0,0,0
569,EdgwareRoad(Cir),Late,465,175,71,218,220,0,0,7,47,89,79,0,0,22,372,0,0,0,93,0,0,0,0
569,EdgwareRoad(Cir),Totalday,11642,4641,5914,1087,1114,9,463,928,3601,2129,2472,503,259,165,5521,83,29,48,5931,0,26,4,0
570,Elephant&Castle,Early,1038,0,0,1038,1038,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,0
570,Elephant&Castle,AMpeak,8095,3598,4454,43,16,0,277,1590,2665,1495,1482,314,183,72,4312,9,9,0,3749,4,0,12,0
570,Elephant&Castle,Midday,9188,3046,5416,726,655,16,813,3417,1592,1332,1072,161,71,60,6118,65,19,0,2939,2,39,0,5
570,Elephant&Castle,PMPeak,9007,2944,4952,1111,1012,0,265,2023,2189,1418,1646,246,169,38,5076,20,142,53,3609,0,1,34,71
570,Elephant&Castle,Evening,3243,1512,1547,183,142,21,75,890,1069,570,374,93,0,8,1517,13,9,0,1671,22,0,0,10
570,Elephant&Castle,Late,1258,547,374,337,337,0,0,400,323,162,23,14,0,0,846,0,0,12,388,6,0,6,0
570,Elephant&Castle,Totalday,31828,11647,16743,3438,3200,37,1430,8320,7839,4978,4596,827,423,179,18907,107,180,65,12357,34,40,52,86
571,ElmPark,Early,1052,38,53,961,942,0,0,24,11,26,27,23,0,0,1052,0,0,0,0,0,0,0,0
571,ElmPark,AMpeak,2749,1085,1490,174,141,0,132,175,301,393,1012,427,102,66,1623,34,8,19,1006,15,0,0,44
571,ElmPark,Midday,856,314,494,48,71,0,31,8,30,50,290,137,140,99,704,0,10,3,115,0,0,22,2
571,ElmPark,PMPeak,408,207,146,55,55,0,96,24,15,67,105,25,19,1,377,0,0,0,32,0,0,0,0
571,ElmPark,Evening,129,54,13,62,62,0,0,13,22,0,22,0,10,0,115,0,0,0,13,0,0,0,0
571,ElmPark,Late,34,0,22,12,12,0,0,0,2,16,4,0,0,0,34,0,0,0,0,0,0,0,0
571,ElmPark,Totalday,5228,1698,2219,1312,1282,0,259,244,381,553,1461,612,270,166,3906,35,18,22,1166,15,0,22,45
542,Embankment,Early,437,0,0,437,437,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0
542,Embankment,AMpeak,4637,2631,1968,38,28,0,2,259,710,1131,1845,450,213,0,2018,139,12,3,2342,19,31,31,42
542,Embankment,Midday,7832,3621,3355,855,798,0,17,578,980,1210,2612,793,431,414,3649,111,61,13,3930,0,0,63,6
542,Embankment,PMPeak,10588,4526,5639,423,525,0,162,246,2163,2141,3449,1407,324,170,3475,285,202,177,6372,36,0,27,14
542,Embankment,Evening,5686,2176,3419,91,78,0,55,652,1566,1218,1670,194,102,150,2631,55,33,0,2911,0,0,1,54
542,Embankment,Late,4523,1121,1471,1932,1985,0,104,695,537,380,612,155,44,12,3475,0,0,0,1032,16,0,0,0
542,Embankment,Totalday,33703,14076,15851,3775,3850,0,341,2430,5955,6081,10187,2999,1113,746,15685,590,308,193,16587,71,31,123,116
572,Epping,Early,1114,75,55,984,984,0,13,7,23,33,44,6,3,0,1114,0,0,0,0,0,0,0,0
572,Epping,AMpeak,2556,1137,1337,82,90,4,40,212,586,424,722,224,233,23,1567,11,0,0,956,0,22,0,0
572,Epping,Midday,1054,631,326,96,101,32,44,44,182,34,202,180,147,87,884,0,0,0,169,0,0,0,0
572,Epping,PMPeak,660,226,360,75,119,9,27,131,217,55,48,32,3,18,516,1,0,0,143,0,0,0,0
572,Epping,Evening,145,21,115,9,9,0,77,0,5,17,35,0,0,2,128,0,0,0,5,0,12,0,0
572,Epping,Late,46,12,0,34,34,0,0,0,12,0,0,0,0,0,46,0,0,0,0,0,0,0,0
572,Epping,Totalday,5575,2102,2193,1280,1337,45,201,395,1025,563,1052,442,386,129,4255,12,0,0,1273,0,34,0,0
574,Euston,Early,1343,0,0,1343,1343,0,0,0,0,0,0,0,0,0,1343,0,0,0,0,0,0,0,0
574,Euston,AMpeak,16105,8835,6901,369,399,1,392,1069,3070,3544,5939,1086,355,249,3992,142,21,85,11581,86,0,59,139
574,Euston,Midday,18573,8612,9723,238,298,62,924,4067,2945,2624,4181,1704,939,830,6315,231,146,32,11711,9,19,42,69
574,Euston,PMPeak,16218,6668,9102,448,409,0,635,3714,3046,2608,3818,1176,363,449,4672,124,116,4,10883,216,0,51,152
574,Euston,Evening,8918,3269,5419,230,266,2,158,1491,2547,1986,2056,227,114,70,2280,53,100,47,6097,96,0,45,201
574,Euston,Late,2638,838,1348,452,452,0,126,523,948,311,251,9,14,4,1347,0,0,20,1271,0,0,0,0
574,Euston,Totalday,63795,28222,32493,3080,3166,65,2235,10864,12556,11073,16246,4202,1785,1603,19949,550,383,187,41544,406,19,197,560
575,EustonSquare,Early,301,0,0,301,301,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0
575,EustonSquare,AMpeak,5152,2662,2287,203,203,0,0,278,921,1001,1872,414,437,28,1939,14,0,25,3136,0,0,37,0
575,EustonSquare,Midday,5837,2509,3205,123,220,0,409,1918,569,513,1614,378,62,153,1851,81,87,0,3797,10,0,0,11
575,EustonSquare,PMPeak,8635,4199,4392,44,117,0,446,2018,1825,1165,2422,425,172,45,2707,36,77,0,5674,0,61,18,62
575,EustonSquare,Evening,3667,1239,2071,358,277,0,48,813,1174,586,608,117,17,29,1582,60,6,0,2007,13,0,0,0
575,EustonSquare,Late,799,164,102,532,532,0,36,110,79,17,23,0,1,0,671,0,0,0,122,0,0,0,6
575,EustonSquare,Totalday,24392,10774,12057,1560,1650,0,939,5137,4568,3281,6539,1333,689,255,9051,190,170,25,14736,23,61,56,79
576,Fairlop,Early,312,4,10,298,298,0,0,0,2,0,11,1,0,0,312,0,0,0,0,0,0,0,0
576,Fairlop,AMpeak,963,357,605,1,2,0,17,65,111,141,275,223,112,16,500,0,0,0,461,0,0,2,0
576,Fairlop,Midday,373,144,188,41,37,0,61,24,58,100,46,3,0,44,316,0,0,0,57,0,0,0,0
576,Fairlop,PMPeak,261,92,128,42,42,0,0,99,96,13,9,2,0,0,178,0,0,0,83,0,0,0,0
576,Fairlop,Evening,76,32,45,0,0,0,0,0,32,45,0,0,0,0,45,0,0,0,32,0,0,0,0
576,Fairlop,Late,34,0,25,9,9,0,7,0,0,19,0,0,0,0,25,0,0,0,9,0,0,0,0
576,Fairlop,Totalday,2019,629,1000,390,388,0,85,188,299,317,341,228,113,61,1375,0,0,0,642,0,0,2,0
577,Farringdon,Early,472,0,1,471,471,0,0,0,0,0,1,0,0,0,472,0,0,0,0,0,0,0,0
577,Farringdon,AMpeak,6091,3452,2585,54,30,0,118,450,1142,1423,2118,565,207,37,2309,42,56,23,3529,31,0,49,52
577,Farringdon,Midday,5468,2850,2257,361,401,0,0,703,933,741,1503,428,595,165,2077,75,14,1,3166,10,0,19,106
577,Farringdon,PMPeak,16069,5866,6608,3596,3609,0,522,2160,3509,2121,3394,406,294,54,5709,44,212,8,9939,19,16,72,49
577,Farringdon,Evening,4883,1859,2307,718,709,0,36,658,1603,1038,713,119,7,0,1626,0,5,0,3212,9,0,0,31
577,Farringdon,Late,1495,652,465,378,378,0,0,68,347,322,345,7,29,0,761,0,0,0,734,0,0,0,0
577,Farringdon,Totalday,34478,14678,14223,5577,5598,0,677,4040,7535,5644,8074,1525,1131,256,12955,161,286,32,20579,69,16,141,239
578,FinchleyCentral,Early,670,12,14,644,641,0,0,0,1,3,25,0,0,0,670,0,0,0,0,0,0,0,0
578,FinchleyCentral,AMpeak,5202,2577,2263,362,397,0,63,375,2002,1002,1005,235,94,30,3966,4,0,0,1219,0,0,12,0
578,FinchleyCentral,Midday,2637,1053,1356,228,275,0,0,306,432,319,676,107,261,261,2553,21,0,0,60,0,0,0,3
578,FinchleyCentral,PMPeak,2174,781,1351,43,191,0,0,188,365,786,269,129,179,66,1454,0,0,0,692,28,0,0,0
578,FinchleyCentral,Evening,615,123,395,96,96,0,0,0,141,302,76,0,0,0,480,0,0,0,111,0,0,23,0
578,FinchleyCentral,Late,198,64,47,87,87,0,0,14,22,45,30,0,0,0,195,0,0,0,3,0,0,0,0
578,FinchleyCentral,Totalday,11496,4611,5425,1460,1686,0,63,884,2963,2458,2081,471,533,357,9318,25,0,0,2086,28,0,36,3
579,FinchleyRoad,Early,452,0,0,452,452,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0
579,FinchleyRoad,AMpeak,5147,2165,2857,126,110,0,139,659,1915,994,810,216,200,103,3383,8,38,17,1680,5,7,10,0
579,FinchleyRoad,Midday,4025,1554,2447,24,38,0,472,602,701,608,739,287,221,358,2890,58,0,34,971,28,0,2,43
579,FinchleyRoad,PMPeak,4106,1235,2578,293,350,119,165,856,740,632,735,275,117,116,2745,3,1,34,1278,5,0,0,39
579,FinchleyRoad,Evening,1764,678,1059,26,26,0,85,204,456,435,495,18,27,18,1183,12,0,0,562,0,0,0,7
579,FinchleyRoad,Late,651,198,306,146,128,0,78,118,241,66,17,0,2,0,624,0,0,0,24,0,0,0,3
579,FinchleyRoad,Totalday,16145,5831,9247,1067,1105,119,938,2439,4053,2736,2797,796,568,595,11277,81,39,85,4515,38,7,12,92
580,FinsburyPark,Early,3236,0,0,3236,3236,0,0,0,0,0,0,0,0,0,3236,0,0,0,0,0,0,0,0
580,FinsburyPark,AMpeak,21669,8754,11019,1896,1889,19,374,2132,6763,3937,4713,1054,626,161,10443,122,13,12,10919,0,17,31,111
580,FinsburyPark,Midday,10173,3548,4794,1831,1814,7,633,1823,1719,983,1655,697,449,391,6512,85,64,0,3478,2,0,26,5
580,FinsburyPark,PMPeak,5813,1935,3035,843,838,7,226,758,1340,1007,1095,160,268,112,2974,47,5,60,2649,48,25,6,0
580,FinsburyPark,Evening,2809,759,1533,518,515,7,118,595,685,464,332,73,15,6,1979,0,1,0,798,5,22,0,4
580,FinsburyPark,Late,1065,315,223,526,521,0,7,243,40,179,50,7,17,1,791,0,10,0,263,0,0,0,0
580,FinsburyPark,Totalday,44765,15311,20605,8849,8813,40,1358,5552,10548,6571,7846,1991,1375,671,25935,254,93,72,18107,56,64,64,120
581,FulhamBroadway,Early,327,0,0,327,327,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0
581,FulhamBroadway,AMpeak,3705,1566,1874,265,131,0,7,677,1926,529,237,124,70,6,3705,0,0,0,0,0,0,0,0
581,FulhamBroadway,Midday,4809,2203,2173,433,458,0,54,642,1218,1780,404,45,30,177,4809,0,0,0,0,0,0,0,0
581,FulhamBroadway,PMPeak,4574,1208,2704,662,733,0,98,1174,1220,793,486,66,4,0,4574,0,0,0,0,0,0,0,0
581,FulhamBroadway,Evening,1706,587,974,146,154,0,37,651,374,196,282,8,0,6,1706,0,0,0,0,0,0,0,0
581,FulhamBroadway,Late,1166,395,294,478,520,0,0,314,267,22,32,0,0,11,1166,0,0,0,0,0,0,0,0
581,FulhamBroadway,Totalday,16288,5959,8018,2311,2323,0,195,3456,5005,3320,1442,243,104,201,16288,0,0,0,0,0,0,0,0
582,GantsHill,Early,1557,85,56,1416,1416,0,1,12,15,6,74,26,3,3,1557,0,0,0,0,0,0,0,0
582,GantsHill,AMpeak,5348,2368,2917,63,0,7,28,594,1006,752,1466,1028,325,141,3372,61,43,0,1768,23,0,28,53
582,GantsHill,Midday,2506,1235,1142,128,192,0,251,309,301,253,470,389,264,77,2114,10,0,0,380,2,0,0,0
582,GantsHill,PMPeak,1237,672,510,55,136,0,16,452,131,150,151,33,82,87,658,31,0,0,548,0,0,0,0
582,GantsHill,Evening,535,117,372,46,65,0,0,144,27,199,72,27,0,0,416,0,0,1,111,0,0,0,6
582,GantsHill,Late,137,57,3,77,77,0,0,29,3,18,0,0,9,0,132,0,0,0,5,0,0,0,0
582,GantsHill,Totalday,11320,4534,4999,1787,1887,7,296,1540,1483,1378,2234,1503,683,308,8250,102,43,1,2812,24,0,28,59
583,GloucesterRoad,Early,405,0,0,405,405,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0
583,GloucesterRoad,AMpeak,4751,2311,2100,340,368,0,139,450,1117,1044,960,321,179,175,2260,8,19,0,2332,79,0,0,53
583,GloucesterRoad,Midday,6792,2477,3598,717,822,0,133,1029,1252,741,1380,683,543,208,2944,0,1,0,3428,41,96,0,283
583,GloucesterRoad,PMPeak,6251,2088,2793,1370,1442,0,409,743,926,973,1072,159,477,51,3007,1,2,0,3138,53,50,0,0
583,GloucesterRoad,Evening,2525,500,1275,750,756,0,23,167,761,298,292,35,91,101,1476,0,15,0,887,65,0,0,80
583,GloucesterRoad,Late,1065,120,198,747,747,0,43,105,150,0,19,1,0,0,1065,0,0,0,0,0,0,0,0
583,GloucesterRoad,Totalday,21789,7496,9964,4330,4540,0,747,2494,4206,3056,3723,1198,1290,535,11157,10,38,0,9785,238,146,0,416
584,GoldersGreen,Early,586,0,0,586,586,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0
584,GoldersGreen,AMpeak,5111,2655,2379,77,25,1,25,588,953,873,1020,958,396,273,617,42,34,0,4281,57,38,31,11
584,GoldersGreen,Midday,3864,1759,1939,166,112,21,237,724,452,658,709,175,442,334,1733,20,15,40,1917,0,80,22,36
584,GoldersGreen,PMPeak,2554,617,1589,348,18,0,368,318,402,313,473,317,232,115,1034,23,0,0,1440,0,0,1,56
584,GoldersGreen,Evening,1062,529,329,204,23,0,17,169,265,243,269,37,33,8,814,0,0,1,220,0,9,0,18
584,GoldersGreen,Late,325,83,102,140,45,0,0,0,10,174,94,0,0,2,266,0,0,0,59,0,0,0,0
584,GoldersGreen,Totalday,13503,5644,6338,1521,809,21,646,1799,2081,2260,2565,1487,1103,732,5052,85,50,41,7918,57,127,53,120
585,GoldhawkRoad,Early,138,8,19,110,110,0,0,10,11,4,2,0,0,0,138,0,0,0,0,0,0,0,0
585,GoldhawkRoad,AMpeak,1418,688,711,19,6,0,59,175,396,442,245,48,46,1,423,0,0,0,965,0,15,0,15
585,GoldhawkRoad,Midday,941,369,519,53,94,11,0,183,267,87,227,21,6,45,749,2,0,0,190,0,0,0,0
585,GoldhawkRoad,PMPeak,617,148,415,55,48,0,6,95,170,106,110,18,64,0,424,36,0,0,150,0,0,6,0
585,GoldhawkRoad,Evening,241,116,120,4,15,0,0,53,99,13,52,9,0,0,217,0,0,0,24,0,0,0,0
585,GoldhawkRoad,Late,128,79,17,32,32,0,0,0,26,67,0,0,0,3,123,0,0,0,4,0,0,0,0
585,GoldhawkRoad,Totalday,3483,1409,1801,273,304,11,65,517,969,720,636,96,116,49,2075,38,0,0,1333,0,15,6,15
586,GoodgeStreet,Early,45,1,0,43,43,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0
586,GoodgeStreet,AMpeak,516,213,285,18,2,0,29,38,201,105,67,30,38,4,243,0,0,0,267,0,0,5,0
586,GoodgeStreet,Midday,2709,712,1611,386,356,10,77,348,545,322,502,135,246,168,536,92,76,55,1856,80,9,0,4
586,GoodgeStreet,PMPeak,6612,2247,3393,973,938,3,27,780,1634,1008,1474,191,377,180,1173,129,200,177,4803,31,56,4,39
586,GoodgeStreet,Evening,2864,1188,1528,149,102,99,6,131,970,370,922,141,90,32,277,18,0,8,2481,40,0,31,9
586,GoodgeStreet,Late,592,193,296,103,53,0,0,68,220,137,83,30,2,0,69,0,0,0,512,0,11,0,0
586,GoodgeStreet,Totalday,13339,4555,7112,1671,1495,113,139,1364,3571,1944,3049,528,753,384,2344,240,277,240,9918,151,76,40,52
587,GrangeHill,Early,199,17,12,169,169,0,0,4,18,7,0,0,0,0,199,0,0,0,0,0,0,0,0
587,GrangeHill,AMpeak,699,361,338,0,0,3,21,59,80,159,247,69,60,0,687,0,0,0,12,0,0,0,0
587,GrangeHill,Midday,182,39,39,104,116,8,0,4,0,0,1,0,41,11,176,0,0,0,5,0,0,0,0
587,GrangeHill,PMPeak,104,6,99,0,0,0,99,0,0,0,0,0,6,0,92,0,0,0,12,0,0,0,0
587,GrangeHill,Evening,22,1,0,21,21,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
587,GrangeHill,Late,6,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
587,GrangeHill,Totalday,1211,424,487,300,312,11,119,69,99,166,248,69,107,11,1181,0,0,0,30,0,0,0,0
588,GreatPortlandStree,Early,104,15,1,89,89,0,0,14,0,0,1,0,0,0,104,0,0,0,0,0,0,0,0
588,GreatPortlandStree,AMpeak,1422,593,822,7,12,4,13,282,503,303,229,73,2,1,1422,0,0,0,0,0,0,0,0
588,GreatPortlandStree,Midday,3859,2021,1722,117,95,0,65,848,904,852,822,51,84,140,3859,0,0,0,0,0,0,0,0
588,GreatPortlandStree,PMPeak,7408,3257,3918,233,114,0,128,1295,2032,1816,1565,178,22,258,7408,0,0,0,0,0,0,0,0
588,GreatPortlandStree,Evening,2224,847,1095,283,262,0,0,141,689,496,571,44,17,5,2224,0,0,0,0,0,0,0,0
588,GreatPortlandStree,Late,581,114,153,314,311,0,0,75,113,69,10,3,0,0,581,0,0,0,0,0,0,0,0
588,GreatPortlandStree,Totalday,15599,6847,7710,1042,883,4,207,2654,4240,3536,3199,349,124,403,15599,0,0,0,0,0,0,0,0
590,GreenPark,Early,336,0,0,336,336,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0
590,GreenPark,AMpeak,2370,1576,739,55,69,0,0,205,523,282,887,225,140,40,695,41,0,0,1634,0,0,0,0
590,GreenPark,Midday,15357,6637,6939,1782,1586,0,165,1407,2518,1665,4154,2026,1244,593,4747,84,181,38,10169,28,0,33,78
590,GreenPark,PMPeak,25650,9251,13942,2458,2297,20,329,1550,5899,3909,7345,2427,1187,688,5346,156,469,0,19373,231,0,0,76
590,GreenPark,Evening,10664,4309,5212,1143,1132,12,87,676,2966,1849,3275,481,108,78,2722,20,139,0,7712,0,0,71,0
590,GreenPark,Late,5501,2090,1913,1499,1434,0,0,520,1457,1392,538,104,52,4,2520,0,109,60,2800,0,0,12,0
590,GreenPark,Totalday,59879,23862,28745,7272,6855,32,581,4358,13362,9096,16198,5262,2730,1404,16366,300,897,98,41688,259,0,116,154
589,Greenford,Early,1318,0,0,1318,1318,0,0,0,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,0
589,Greenford,AMpeak,2967,1124,1775,68,45,3,72,564,585,654,614,270,138,23,2967,0,0,0,0,0,0,0,0
589,Greenford,Midday,1673,736,784,153,135,0,67,420,176,410,230,85,15,135,1673,0,0,0,0,0,0,0,0
589,Greenford,PMPeak,1213,700,439,74,74,0,115,213,229,276,123,157,5,20,1213,0,0,0,0,0,0,0,0
589,Greenford,Evening,441,177,147,117,125,0,0,29,135,86,39,0,0,27,441,0,0,0,0,0,0,0,0
589,Greenford,Late,108,28,13,67,67,0,0,0,7,28,6,0,0,0,108,0,0,0,0,0,0,0,0
589,Greenford,Totalday,7719,2765,3157,1798,1764,3,254,1227,1132,1453,1011,512,158,206,7719,0,0,0,0,0,0,0,0
591,Gunnersbury,Early,365,0,0,365,365,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0
591,Gunnersbury,AMpeak,2055,1048,972,34,4,29,8,90,235,601,734,99,198,56,232,0,0,0,1777,25,0,20,0
591,Gunnersbury,Midday,1125,502,600,23,52,0,33,58,117,283,302,81,158,41,516,0,12,0,562,0,0,4,30
591,Gunnersbury,PMPeak,3493,1209,1985,299,293,0,0,201,1154,1252,468,43,52,29,475,3,0,31,2973,0,0,0,11
591,Gunnersbury,Evening,430,94,330,6,6,0,0,30,175,150,36,33,0,0,151,0,0,0,279,0,0,0,0
591,Gunnersbury,Late,99,6,1,92,92,0,0,0,1,3,3,0,0,0,99,0,0,0,0,0,0,0,0
591,Gunnersbury,Totalday,7567,2860,3888,819,812,29,41,379,1682,2290,1544,255,408,127,1838,3,12,31,5592,25,0,24,41
592,Hainault,Early,1385,73,12,1300,1300,0,0,5,34,40,5,0,0,0,1385,0,0,0,0,0,0,0,0
592,Hainault,AMpeak,2922,1077,1491,354,271,0,104,502,833,544,600,66,1,0,2922,0,0,0,0,0,0,0,0
592,Hainault,Midday,1077,328,717,32,29,0,81,174,287,70,166,24,136,111,1077,0,0,0,0,0,0,0,0
592,Hainault,PMPeak,567,335,153,79,79,0,0,45,302,95,0,0,3,43,567,0,0,0,0,0,0,0,0
