 NLC,Station name,Journey Purpose,Total,Not Stated    ,5 or more days per week,1-4 days per week   ,Once a fortnight    ,Once a month  ,Less than once a month,First Time Ever
zone 4,Evening     ,Unknown/Not Given   ,3393,3013,358,0,22,0,1,0
zone 4,Late  ,Home    ,1925,42,653,342,88,26,374,400
zone 4,Late  ,Work    ,290,44,235,9,0,0,0,3
zone 4,Late  ,Education     ,41,0,0,41,0,0,0,0
zone 4,Late  ,Hotel   ,57,0,20,0,0,16,2,19
zone 4,Late  ,Other   ,156,0,2,111,0,3,10,30
zone 4,Late  ,Unknown/Not Given   ,3553,3488,0,27,0,0,38,0
zone 4,   Total day,Home    ,43495,773,21828,11382,2043,1447,3152,2869
zone 4,   Total day,Work    ,120522,1483,83312,23986,2299,1965,4153,3325
zone 4,   Total day,Shop    ,7787,285,717,2186,1284,904,1549,861
zone 4,   Total day,Education     ,17919,471,8300,7747,325,299,302,474
zone 4,   Total day,Tourist ,1954,1,94,421,260,151,518,509
zone 4,   Total day,Hotel   ,2848,246,157,771,272,258,622,523
zone 4,   Total day,Other   ,35937,1245,2920,7667,4625,3666,9456,6358
zone 4,   Total day,Unknown/Not Given   ,63156,58829,2306,933,170,134,627,158
zone 5,Early ,Home    ,95,48,13,1,15,3,14,0
zone 5,Early ,Work    ,1402,7,995,304,13,26,27,29
zone 5,Early ,Education     ,19,0,5,14,0,0,0,0
zone 5,Early ,Other   ,30,0,1,3,25,0,0,1
zone 5,Early ,Unknown/Not Given   ,26146,26093,31,22,0,0,0,0
zone 5,AM peak     ,Home    ,3375,43,1351,591,133,190,977,89
zone 5,AM peak     ,Work    ,74617,1438,51161,16625,1158,836,1927,1472
zone 5,AM peak     ,Shop    ,1356,70,109,438,118,131,316,174
zone 5,AM peak     ,Education     ,3677,71,2038,1250,30,24,117,146
zone 5,AM peak     ,Tourist ,900,6,62,209,10,19,285,308
zone 5,AM peak     ,Hotel   ,279,33,11,22,27,9,84,92
zone 5,AM peak     ,Other   ,5871,191,280,1410,706,653,1389,1242
zone 5,AM peak     ,Unknown/Not Given   ,3867,2936,561,168,26,88,58,30
zone 5,Midday,Home    ,13574,565,4873,2904,521,836,2145,1729
zone 5,Midday,Work    ,11523,445,4387,2914,704,488,1341,1244
zone 5,Midday,Shop    ,5090,352,143,1302,1187,688,915,502
zone 5,Midday,Education     ,3443,124,1271,1560,96,48,220,125
zone 5,Midday,Tourist ,1586,110,6,135,125,39,495,676
zone 5,Midday,Hotel   ,1757,18,109,241,22,100,666,601
zone 5,Midday,Other   ,14780,856,838,3042,1784,1447,4371,2443
zone 5,Midday,Unknown/Not Given   ,5034,3791,267,243,97,94,307,234
zone 5,PM Peak     ,Home    ,22163,463,12879,4624,516,559,2189,934
zone 5,PM Peak     ,Work    ,3414,102,1553,603,238,8,500,408
zone 5,PM Peak     ,Shop    ,909,7,34,442,44,47,174,161
zone 5,PM Peak     ,Education     ,1243,36,390,792,0,3,18,4
zone 5,PM Peak     ,Tourist ,266,25,0,0,0,54,31,156
zone 5,PM Peak     ,Hotel   ,1045,43,0,75,39,186,145,556
zone 5,PM Peak     ,Other   ,8038,266,449,1773,1118,896,1903,1633
zone 5,PM Peak     ,Unknown/Not Given   ,3656,3113,386,89,19,1,21,28
zone 5,Evening     ,Home    ,7147,205,2852,1931,463,321,959,416
zone 5,Evening     ,Work    ,1016,23,624,216,19,35,71,28
zone 5,Evening     ,Shop    ,114,0,0,3,6,49,49,7
zone 5,Evening     ,Education     ,81,8,6,68,0,0,0,0
zone 5,Evening     ,Tourist ,3,0,0,0,0,0,0,3
zone 5,Evening     ,Hotel   ,168,6,18,7,49,0,22,67
zone 5,Evening     ,Other   ,2002,37,29,523,433,275,173,531
zone 5,Evening     ,Unknown/Not Given   ,2545,2351,64,71,53,1,0,6
zone 5,Late  ,Home    ,1288,13,336,398,124,113,220,84
zone 5,Late  ,Work    ,53,25,18,9,0,0,0,0
zone 5,Late  ,Hotel   ,28,1,0,0,0,0,0,26
zone 5,Late  ,Other   ,87,0,0,71,0,16,0,0
zone 5,Late  ,Unknown/Not Given   ,2961,2934,11,1,0,15,0,0
zone 5,   Total day,Home    ,47641,1338,22302,10450,1772,2022,6506,3251
zone 5,   Total day,Work    ,92025,2041,58740,20671,2133,1394,3865,3182
zone 5,   Total day,Shop    ,7469,428,286,2185,1354,915,1455,845
zone 5,   Total day,Education     ,8463,239,3709,3683,126,75,355,275
zone 5,   Total day,Tourist ,2755,142,68,345,135,112,811,1143
zone 5,   Total day,Hotel   ,3276,101,138,344,137,295,917,1343
zone 5,   Total day,Other   ,30809,1349,1597,6822,4066,3287,7837,5851
zone 5,   Total day,Unknown/Not Given   ,44209,41217,1320,595,194,199,386,298
 ,,,,,,,,,,
System total,Early ,Home    ,510,51,273,153,15,3,14,0
System total,Early ,Work    ,5915,97,4609,846,113,64,53,134
System total,Early ,Education     ,120,0,68,49,0,2,0,0
System total,Early ,Hotel   ,4,0,0,4,0,0,0,0
System total,Early ,Other   ,174,2,60,51,30,3,5,24
System total,Early ,Unknown/Not Given   ,204619,204433,162,24,0,0,0,0
System total,AM peak     ,Home    ,42931,697,19881,10706,1963,2390,5173,2121
System total,AM peak     ,Work    ,1044502,12520,705201,222606,23646,16298,34514,29718
System total,AM peak     ,Shop    ,8557,339,630,2105,1114,870,2438,1061
System total,AM peak     ,Education     ,56363,958,30491,21885,521,199,1147,1161
System total,AM peak     ,Tourist ,7240,180,393,699,88,399,2130,3352
System total,AM peak     ,Hotel   ,3787,70,282,746,170,876,1050,593
System total,AM peak     ,Other   ,62000,1813,5565,13361,5868,5139,16236,14019
System total,AM peak     ,Unknown/Not Given   ,53469,36129,11701,2873,547,449,750,1020
System total,Midday,Home    ,291250,5941,84696,74587,20205,19606,51812,34402
System total,Midday,Work    ,308113,5509,83930,79925,25280,20096,47433,45940
System total,Midday,Shop    ,87044,2248,4387,13791,13432,10626,24694,17864
System total,Midday,Education     ,86181,1710,32706,40322,2055,1784,3265,4338
System total,Midday,Tourist ,35676,674,627,2234,897,1529,8813,20902
System total,Midday,Hotel   ,30646,1047,1215,4269,2178,1646,9324,10966
System total,Midday,Other   ,269521,8948,11640,43477,25628,28133,78729,72965
System total,Midday,Unknown/Not Given   ,108024,81741,5956,6133,2135,2487,5255,4317
System total,PM Peak     ,Home    ,780440,8196,461757,173063,23948,18914,57752,36811
System total,PM Peak     ,Work    ,91534,1725,30919,22285,5964,5560,12007,13074
System total,PM Peak     ,Shop    ,29876,1051,2035,5458,5434,2466,7524,5907
System total,PM Peak     ,Education     ,31558,610,7280,16268,981,921,1893,3605
System total,PM Peak     ,Tourist ,6806,245,313,332,453,501,1720,3241
System total,PM Peak     ,Hotel   ,39611,501,3383,8348,2245,2863,9356,12915
System total,PM Peak     ,Other   ,240973,4487,16762,50152,26034,24056,63356,56128
System total,PM Peak     ,Unknown/Not Given   ,153660,127751,12786,5898,1286,667,2497,2776
System total,Evening     ,Home    ,398657,5403,183242,104150,22692,18690,38513,25967
System total,Evening     ,Work    ,28707,662,16419,7369,627,870,1443,1317
System total,Evening     ,Shop    ,4287,48,379,1121,771,466,827,675
System total,Evening     ,Education     ,3879,23,1518,1888,132,79,78,162
System total,Evening     ,Tourist ,576,29,1,42,20,31,42,410
System total,Evening     ,Hotel   ,11706,155,564,1890,1197,616,3015,4269
System total,Evening     ,Other   ,63606,1338,3563,16163,8834,5467,15018,13223
System total,Evening     ,Unknown/Not Given   ,58723,51354,3822,1533,573,325,495,622
System total,Late  ,Home    ,122686,1631,35576,27983,11663,8591,21569,15673
System total,Late  ,Work    ,6495,470,4177,873,148,73,253,500
System total,Late  ,Shop    ,279,0,0,97,85,47,14,36
System total,Late  ,Education     ,776,0,321,273,31,0,21,131
System total,Late  ,Tourist ,605,0,0,0,0,2,83,520
System total,Late  ,Hotel   ,5333,149,411,865,76,73,1179,2580
System total,Late  ,Other   ,8311,167,666,2428,1200,820,1320,1709
System total,Late  ,Unknown/Not Given   ,89168,87475,588,365,371,58,166,145
System total,Total day,Home    ,1636474,21920,785425,390641,80486,68194,174833,114974
System total,Total day,Work    ,1485265,20982,845255,333905,55778,42962,95703,90681
System total,Total day,Shop    ,130043,3687,7431,22572,20836,14476,35496,25544
System total,Total day,Education     ,178878,3301,72384,80686,3721,2986,6404,9397
System total,Total day,Tourist ,50903,1127,1335,3308,1458,2462,12788,28425
System total,Total day,Hotel   ,91087,1923,5855,16122,5866,6074,23924,31324
System total,Total day,Other   ,644585,16755,38256,125632,67594,63617,174663,158067
System total,Total day,Unknown/Not Given   ,667662,588882,35014,16825,4913,3985,9163,8880
