NLC,Station,Timeperiod,Total,Totaltime,Average,cat0,cat1,cat2,cat3,cat4,cat5
693,RuislipManor,AMpeak,482,14841,30.79,143,130,40,156,13,0
693,RuislipManor,Midday,746,19304,25.89,147,324,157,90,29,0
693,RuislipManor,PMPeak,1383,41195,29.79,221,534,288,338,1,0
693,RuislipManor,Evening,567,21771,38.4,48,111,115,285,8,0
693,RuislipManor,Late,154,5641,36.55,28,35,36,46,8,0
693,RuislipManor,Totalday,3362,103254,30.71,616,1134,637,915,60,0
694,RussellSquare,Early,303,9828,32.41,13,92,147,42,10,0
694,RussellSquare,AMpeak,5251,131603,25.06,1037,2598,1250,324,41,0
694,RussellSquare,Midday,6778,146423,21.6,2074,3441,853,342,68,0
694,RussellSquare,PMPeak,3558,69287,19.47,1494,1605,285,175,0,0
694,RussellSquare,Evening,1696,29861,17.61,826,658,140,73,0,0
694,RussellSquare,Late,1066,13812,12.96,797,245,13,10,0,0
694,RussellSquare,Totalday,18651,400815,21.49,6241,8638,2688,965,119,0
698,SevenSisters,Early,843,14442,17.13,456,279,89,16,3,0
698,SevenSisters,AMpeak,6641,137969,20.77,2868,2341,1140,288,5,0
698,SevenSisters,Midday,9845,233543,23.72,2033,5324,2299,171,18,0
698,SevenSisters,PMPeak,20701,510834,24.68,3472,12141,3964,961,163,0
698,SevenSisters,Evening,10370,231113,22.29,2629,5642,1958,137,5,0
698,SevenSisters,Late,5299,140842,26.58,752,3082,1098,232,136,0
698,SevenSisters,Totalday,53700,1268743,23.63,12210,28809,10546,1805,330,0
700,Shepherd'sBush(Cen,Early,935,29522,31.58,76,421,391,47,0,0
700,Shepherd'sBush(Cen,AMpeak,6186,181505,29.34,358,3080,2449,189,110,0
700,Shepherd'sBush(Cen,Midday,7917,186338,23.54,1351,4950,1258,304,55,0
700,Shepherd'sBush(Cen,PMPeak,8861,206016,23.25,1359,5579,1411,462,49,0
700,Shepherd'sBush(Cen,Evening,5455,120421,22.08,518,4227,628,82,0,0
700,Shepherd'sBush(Cen,Late,2332,54962,23.57,182,1593,557,0,0,0
700,Shepherd'sBush(Cen,Totalday,31685,778765,24.58,3844,19850,6694,1084,214,0
775,Shepherd'sBushMark,Early,61,2335,38.12,0,14,38,9,0,0
775,Shepherd'sBushMark,AMpeak,592,21718,36.66,54,130,270,125,14,0
775,Shepherd'sBushMark,Midday,1416,40580,28.66,449,357,326,149,135,0
775,Shepherd'sBushMark,PMPeak,1655,37164,22.46,411,975,237,29,3,0
775,Shepherd'sBushMark,Evening,928,22425,24.17,184,462,269,12,0,0
775,Shepherd'sBushMark,Late,421,9988,23.75,126,148,109,38,0,0
775,Shepherd'sBushMark,Totalday,5073,134208,26.46,1223,2086,1249,363,152,0
702,SloaneSquare,Early,744,24724,33.21,75,236,285,139,10,0
702,SloaneSquare,AMpeak,8349,216572,25.94,1312,4394,1849,636,159,0
702,SloaneSquare,Midday,8276,166007,20.06,2727,4209,1031,230,80,0
702,SloaneSquare,PMPeak,6182,119330,19.3,1897,3646,590,48,0,0
702,SloaneSquare,Evening,2710,52789,19.48,815,1744,93,56,1,0
702,SloaneSquare,Late,768,14473,18.85,257,435,66,11,0,0
702,SloaneSquare,Totalday,27030,593897,21.97,7083,14664,3914,1119,250,0
703,Snaresbrook,Early,23,391,17.22,0,23,0,0,0,0
703,Snaresbrook,AMpeak,576,11471,19.93,269,217,88,1,0,0
703,Snaresbrook,Midday,719,20414,28.41,112,270,317,16,4,0
703,Snaresbrook,PMPeak,1402,36611,26.11,311,620,422,50,0,0
703,Snaresbrook,Evening,917,26093,28.44,5,432,427,54,0,0
703,Snaresbrook,Late,362,9385,25.89,0,209,147,7,0,0
703,Snaresbrook,Totalday,3999,104366,26.1,697,1770,1401,127,4,0
704,SouthEaling,Early,75,1517,20.23,46,10,2,17,0,0
704,SouthEaling,AMpeak,802,24771,30.88,130,321,179,159,13,0
704,SouthEaling,Midday,1177,34776,29.55,153,337,560,121,6,0
704,SouthEaling,PMPeak,1806,51620,28.58,202,719,833,53,0,0
704,SouthEaling,Evening,1197,38317,32.02,53,396,580,167,0,0
704,SouthEaling,Late,646,20293,31.4,124,153,265,64,40,0
704,SouthEaling,Totalday,5703,171294,30.03,709,1935,2420,581,59,0
707,SouthHarrow,Early,69,2246,32.4,34,2,0,33,0,0
707,SouthHarrow,AMpeak,483,15083,31.2,99,191,24,169,0,0
707,SouthHarrow,Midday,761,20780,27.31,110,391,148,94,18,0
707,SouthHarrow,PMPeak,1739,50746,29.18,203,831,424,243,38,0
707,SouthHarrow,Evening,712,24876,34.94,18,209,291,157,37,0
707,SouthHarrow,Late,300,12357,41.2,0,102,44,140,14,0
707,SouthHarrow,Totalday,4065,126089,31.02,465,1726,931,836,106,0
708,SouthKensington,Early,924,30305,32.81,67,322,349,173,12,0
708,SouthKensington,AMpeak,15674,399737,25.5,2316,8656,3815,763,125,0
708,SouthKensington,Midday,18766,392912,20.94,5134,10714,2381,473,64,0
708,SouthKensington,PMPeak,9371,194872,20.79,2290,6010,817,239,15,0
708,SouthKensington,Evening,4153,86969,20.94,1228,2190,584,133,19,0
708,SouthKensington,Late,1498,31686,21.15,502,783,151,62,0,0
708,SouthKensington,Totalday,50387,1136481,22.56,11537,28675,8097,1842,235,0
709,SouthKenton,Early,3,35,10.89,3,0,0,0,0,0
709,SouthKenton,AMpeak,194,4258,21.95,96,69,0,10,19,0
709,SouthKenton,Midday,245,5257,21.42,58,111,72,4,0,0
709,SouthKenton,PMPeak,368,12440,33.77,19,134,139,70,4,2
709,SouthKenton,Evening,222,7794,35.15,8,96,25,91,3,0
709,SouthKenton,Late,225,11889,52.74,0,14,144,0,67,0
709,SouthKenton,Totalday,1258,41674,33.12,185,424,380,174,92,2
710,SouthRuislip,Early,22,578,26.47,4,12,6,0,0,0
710,SouthRuislip,AMpeak,363,9377,25.8,129,120,47,58,10,0
710,SouthRuislip,Midday,405,11854,29.28,149,86,58,112,0,0
710,SouthRuislip,PMPeak,1038,37224,35.87,43,366,364,253,12,0
710,SouthRuislip,Evening,530,20169,38.04,12,172,212,134,0,0
710,SouthRuislip,Late,229,8213,35.87,0,31,179,19,0,0
710,SouthRuislip,Totalday,2587,87414,33.79,337,786,867,575,22,0
711,SouthWimbledon,Early,148,4455,30.01,40,42,26,33,8,0
711,SouthWimbledon,AMpeak,1479,39486,26.71,491,209,575,176,28,0
711,SouthWimbledon,Midday,1381,42022,30.44,496,128,366,289,92,10
711,SouthWimbledon,PMPeak,2315,73660,31.82,363,330,1371,160,90,0
711,SouthWimbledon,Evening,1390,42240,30.38,315,195,661,219,0,0
711,SouthWimbledon,Late,672,21132,31.46,91,175,312,94,0,0
711,SouthWimbledon,Totalday,7384,222995,30.2,1795,1078,3311,972,218,10
712,SouthWoodford,Early,109,2378,21.72,1,106,2,0,0,0
712,SouthWoodford,AMpeak,919,25048,27.26,119,460,222,87,31,0
712,SouthWoodford,Midday,1629,39590,24.31,235,894,401,79,19,0
712,SouthWoodford,PMPeak,3821,117461,30.74,362,1500,1593,333,18,15
712,SouthWoodford,Evening,2145,66523,31.01,17,953,898,254,23,0
712,SouthWoodford,Late,865,23824,27.54,32,492,287,54,0,0
712,SouthWoodford,Totalday,9488,274824,28.96,766,4405,3402,808,92,15
705,Southfields,Early,94,1114,11.87,92,0,0,1,0,0
705,Southfields,AMpeak,1276,19134,14.99,1019,135,81,11,30,0
705,Southfields,Midday,1620,42725,26.37,744,215,426,173,62,0
705,Southfields,PMPeak,3469,100594,29,1071,385,1607,398,8,0
705,Southfields,Evening,2282,71810,31.47,476,395,1071,331,9,0
705,Southfields,Late,1140,32011,28.08,371,234,344,177,6,9
705,Southfields,Totalday,9881,267389,27.06,3773,1364,3529,1092,115,9
706,Southgate,Early,60,2652,44.3,17,3,9,4,28,0
706,Southgate,AMpeak,1143,39611,34.67,220,335,281,164,142,0
706,Southgate,Midday,1885,61447,32.6,389,441,674,211,168,2
706,Southgate,PMPeak,3320,114223,34.4,310,754,1809,349,87,10
706,Southgate,Evening,1871,65311,34.9,126,439,1164,54,55,34
706,Southgate,Late,825,30517,36.97,2,145,510,141,26,2
706,Southgate,Totalday,9104,313760,34.46,1064,2116,4447,922,506,49
784,Southwark,Early,987,25496,25.84,181,434,295,71,6,0
784,Southwark,AMpeak,12816,298356,23.28,3216,6541,2217,717,125,0
784,Southwark,Midday,6707,121059,18.05,3354,2661,520,136,37,0
784,Southwark,PMPeak,6873,108453,15.78,3913,2605,282,70,4,0
784,Southwark,Evening,2106,32925,15.63,1158,896,30,22,0,0
784,Southwark,Late,829,15319,18.47,469,298,3,59,0,0
784,Southwark,Totalday,30319,601607,19.84,12290,13435,3348,1074,172,0
695,St.James'sPark,Early,763,23617,30.96,99,245,303,102,13,0
695,St.James'sPark,AMpeak,14615,353286,24.17,3196,7166,3160,897,195,0
695,St.James'sPark,Midday,7615,154035,20.23,3012,3208,1158,211,26,0
695,St.James'sPark,PMPeak,2586,59227,22.9,900,916,653,31,87,0
695,St.James'sPark,Evening,901,16055,17.82,399,443,53,4,2,0
695,St.James'sPark,Late,309,6604,21.34,112,117,68,13,0,0
695,St.James'sPark,Totalday,26789,612823,22.88,7719,12095,5395,1259,323,0
696,St.John'sWood,Early,516,14170,27.48,23,393,54,45,1,0
696,St.John'sWood,AMpeak,3930,95459,24.29,781,2247,658,233,10,0
696,St.John'sWood,Midday,3056,62146,20.34,937,1743,256,111,10,0
696,St.John'sWood,PMPeak,2642,59172,22.39,546,1676,357,64,0,0
696,St.John'sWood,Evening,1743,35371,20.29,245,1438,49,11,0,0
696,St.John'sWood,Late,698,15353,22,85,524,82,6,0,0
696,St.John'sWood,Totalday,12585,281671,22.38,2616,8021,1456,470,22,0
697,St.Paul's,Early,1251,37119,29.66,101,661,390,92,7,0
697,St.Paul's,AMpeak,15725,407258,25.9,2408,7927,4358,937,95,0
697,St.Paul's,Midday,9410,157705,16.76,4945,3388,857,169,52,0
697,St.Paul's,PMPeak,3507,60080,17.13,1740,1354,319,81,13,0
697,St.Paul's,Evening,992,19031,19.18,499,204,269,21,0,0
697,St.Paul's,Late,339,5342,15.74,82,258,0,0,0,0
697,St.Paul's,Totalday,31225,686535,21.99,9774,13792,6193,1300,166,0
713,StamfordBrook,Early,36,1801,49.66,0,0,18,0,18,0
713,StamfordBrook,AMpeak,833,24304,29.17,38,456,269,69,2,0
713,StamfordBrook,Midday,722,22648,31.35,102,326,114,110,71,0
713,StamfordBrook,PMPeak,1328,38248,28.8,59,574,650,46,0,0
713,StamfordBrook,Evening,873,23924,27.41,132,329,396,16,0,0
713,StamfordBrook,Late,380,11708,30.83,21,187,149,22,0,0
713,StamfordBrook,Totalday,4173,122634,29.39,353,1871,1595,263,91,0
714,Stanmore,Early,133,2381,17.96,47,73,10,1,1,0
714,Stanmore,AMpeak,982,28146,28.67,160,512,104,168,38,0
714,Stanmore,Midday,1087,42829,39.39,62,165,587,229,45,0
714,Stanmore,PMPeak,2242,87441,38.99,306,115,1161,548,112,0
714,Stanmore,Evening,1394,53965,38.72,74,248,658,380,35,0
714,Stanmore,Late,624,25996,41.64,0,33,377,214,0,0
714,Stanmore,Totalday,6462,240759,37.26,649,1144,2897,1541,230,0
715,StepneyGreen,Early,248,4947,19.99,76,135,17,20,0,0
715,StepneyGreen,AMpeak,2115,51679,24.43,408,1190,258,233,26,0
715,StepneyGreen,Midday,2657,61832,23.27,844,1133,495,176,8,0
715,StepneyGreen,PMPeak,2796,55480,19.85,1294,1143,311,7,41,0
715,StepneyGreen,Evening,1699,42485,25.01,308,1002,375,14,0,0
715,StepneyGreen,Late,802,20878,26.04,40,495,255,1,12,0
715,StepneyGreen,Totalday,10316,237302,23,2969,5097,1711,452,86,0
716,Stockwell,Early,204,4963,24.28,36,112,48,9,0,0
716,Stockwell,AMpeak,1618,36443,22.52,369,832,349,68,0,0
716,Stockwell,Midday,2770,52325,18.89,1149,1117,476,24,3,0
716,Stockwell,PMPeak,5243,92129,17.57,1605,3336,259,13,30,0
716,Stockwell,Evening,3962,70861,17.88,1098,2705,141,15,3,0
716,Stockwell,Late,2031,38067,18.74,456,1382,173,20,0,0
716,Stockwell,Totalday,15828,294789,18.62,4713,9484,1447,149,36,0
717,StonebridgePark,Early,73,1446,19.93,22,45,5,0,0,0
717,StonebridgePark,AMpeak,459,14014,30.51,137,129,64,64,65,0
717,StonebridgePark,Midday,784,18474,23.56,245,323,140,52,24,0
717,StonebridgePark,PMPeak,1150,35418,30.8,267,240,482,155,6,0
717,StonebridgePark,Evening,742,26372,35.56,101,163,329,82,67,0
717,StonebridgePark,Late,280,9215,32.88,0,25,240,15,0,0
717,StonebridgePark,Totalday,3488,104938,30.09,771,926,1260,368,163,0
719,Stratford,Early,3225,70416,21.83,1194,1547,312,168,4,0
719,Stratford,AMpeak,20846,442724,21.24,7697,8729,2611,1627,182,0
719,Stratford,Midday,31897,681725,21.37,10998,14338,4765,1420,376,0
719,Stratford,PMPeak,42566,956394,22.47,9897,23014,7854,1635,166,0
719,Stratford,Evening,17300,397141,22.96,4016,9479,2879,654,272,0
719,Stratford,Late,7190,174399,24.26,1636,4137,791,544,81,0
719,Stratford,Totalday,123024,2722799,22.13,35438,61245,19213,6047,1081,0
720,SudburyHill,Early,37,599,16.38,6,29,0,1,0,0
720,SudburyHill,AMpeak,416,10453,25.13,85,243,30,19,40,0
720,SudburyHill,Midday,661,17690,26.75,166,274,146,60,15,0
720,SudburyHill,PMPeak,1360,49491,36.38,88,590,333,205,144,0
720,SudburyHill,Evening,563,18883,33.52,164,109,141,90,59,0
720,SudburyHill,Late,183,7131,38.87,31,0,102,50,1,0
720,SudburyHill,Totalday,3221,104246,32.37,540,1244,752,426,259,0
721,SudburyTown,Early,38,694,18.29,18,14,6,0,0,0
721,SudburyTown,AMpeak,260,4746,18.25,110,114,35,0,0,0
721,SudburyTown,Midday,480,12748,26.54,156,134,111,67,11,0
721,SudburyTown,PMPeak,1232,40486,32.85,94,443,435,261,0,0
721,SudburyTown,Evening,573,17191,30.03,88,183,259,43,0,0
721,SudburyTown,Late,262,8991,34.26,59,1,137,66,0,0
721,SudburyTown,Totalday,2846,84856,29.82,526,890,982,437,11,0
723,SwissCottage,Early,198,6880,34.81,27,48,61,61,0,0
723,SwissCottage,AMpeak,2726,66207,24.29,572,1359,506,288,1,0
723,SwissCottage,Midday,2783,52796,18.97,1014,1517,180,40,32,0
723,SwissCottage,PMPeak,3365,65482,19.46,932,2163,211,57,2,0
723,SwissCottage,Evening,2136,41503,19.43,523,1497,100,1,15,0
723,SwissCottage,Late,979,18884,19.28,279,626,67,0,8,0
723,SwissCottage,Totalday,12187,251753,20.66,3348,7209,1125,447,58,0
724,Temple,Early,300,9038,30.17,62,76,117,41,4,0
724,Temple,AMpeak,6775,148840,21.97,2282,3032,1089,341,31,0
724,Temple,Midday,5028,101047,20.1,1943,2095,873,74,43,0
724,Temple,PMPeak,1905,33252,17.45,886,781,210,28,0,0
724,Temple,Evening,473,12593,26.63,161,98,148,66,0,0
724,Temple,Late,213,5094,23.9,36,136,38,3,0,0
724,Temple,Totalday,14694,309865,21.09,5371,6217,2476,552,79,0
725,TheydonBois,Early,0,0,0,0,0,0,0,0,0
725,TheydonBois,AMpeak,89,4650,52.18,0,39,2,3,46,0
725,TheydonBois,Midday,247,5845,23.69,136,25,53,29,4,0
725,TheydonBois,PMPeak,593,22500,37.91,66,55,326,141,5,0
725,TheydonBois,Evening,269,13233,49.2,17,10,91,108,16,27
725,TheydonBois,Late,70,3118,44.35,0,3,46,21,0,0
725,TheydonBois,Totalday,1269,49346,38.9,219,131,518,302,71,27
726,TootingBec,Early,106,2451,23.18,43,41,17,5,0,0
726,TootingBec,AMpeak,1282,36719,28.65,337,426,329,190,0,0
726,TootingBec,Midday,1869,48249,25.81,522,734,424,165,25,0
726,TootingBec,PMPeak,4302,108406,25.2,818,2095,1320,41,29,0
726,TootingBec,Evening,3210,89311,27.82,321,1894,870,85,40,0
726,TootingBec,Late,1596,43011,26.95,171,905,475,45,0,0
726,TootingBec,Totalday,12365,328147,26.54,2212,6096,3434,530,94,0
727,TootingBroadway,Early,346,8051,23.27,148,99,61,33,5,0
727,TootingBroadway,AMpeak,4345,111632,25.69,1625,1189,963,439,98,31
727,TootingBroadway,Midday,5075,125432,24.71,1799,1490,1328,381,76,0
727,TootingBroadway,PMPeak,8153,224912,27.59,1456,3516,2627,422,132,0
727,TootingBroadway,Evening,4972,138550,27.87,710,2409,1504,273,75,0
727,TootingBroadway,Late,2439,71255,29.21,272,902,1177,68,20,0
727,TootingBroadway,Totalday,25330,679832,26.84,6010,9605,7662,1616,407,31
728,TottenhamCourtRoad,Early,1377,40378,29.32,188,675,366,108,40,0
728,TottenhamCourtRoad,AMpeak,19824,434695,21.93,6121,8851,4062,628,162,0
728,TottenhamCourtRoad,Midday,19831,363436,18.33,8265,8883,2332,315,35,0
728,TottenhamCourtRoad,PMPeak,12418,210519,16.95,5707,5474,1160,75,2,0
728,TottenhamCourtRoad,Evening,4702,73581,15.65,2384,1964,340,14,0,0
728,TottenhamCourtRoad,Late,1388,22216,16,888,354,142,4,0,0
728,TottenhamCourtRoad,Totalday,59540,1144824,19.23,23552,26202,8403,1145,239,0
729,TottenhamHale,Early,508,8908,17.54,336,73,62,32,5,0
729,TottenhamHale,AMpeak,2258,52834,23.4,925,616,494,188,36,0
729,TottenhamHale,Midday,4359,100271,23,1077,2362,772,82,65,0
729,TottenhamHale,PMPeak,7511,187536,24.97,785,5217,1164,325,20,0
729,TottenhamHale,Evening,3428,85087,24.82,462,2252,583,36,96,0
729,TottenhamHale,Late,1641,40312,24.57,154,983,488,15,1,0
729,TottenhamHale,Totalday,19704,474947,24.1,3738,11503,3563,679,221,0
730,Totteridge&Whetsto,Early,21,606,29.46,0,15,3,2,0,0
730,Totteridge&Whetsto,AMpeak,464,18855,40.61,46,94,167,67,90,0
730,Totteridge&Whetsto,Midday,648,24837,38.3,16,86,391,155,0,0
730,Totteridge&Whetsto,PMPeak,1433,50207,35.03,125,358,624,312,14,0
730,Totteridge&Whetsto,Evening,771,31175,40.44,0,87,401,246,37,0
730,Totteridge&Whetsto,Late,319,13233,41.48,0,50,180,17,71,0
730,Totteridge&Whetsto,Totalday,3656,138913,37.99,187,690,1766,800,213,0
731,TowerHill,Early,581,19251,33.12,63,184,189,121,23,0
731,TowerHill,AMpeak,9756,264296,27.09,1395,4647,2837,750,125,0
731,TowerHill,Midday,9797,224781,22.94,2150,5662,1515,317,153,0
731,TowerHill,PMPeak,9152,183196,20.02,3040,4685,1212,208,5,0
731,TowerHill,Evening,2601,54316,20.88,804,1404,267,102,25,0
731,TowerHill,Late,385,7834,20.36,170,150,51,10,4,0
731,TowerHill,Totalday,32272,753674,23.35,7623,16733,6071,1509,336,1
733,TufnellPark,Early,45,1098,24.57,0,30,12,2,0,0
733,TufnellPark,AMpeak,632,15334,24.27,97,296,208,29,2,0
733,TufnellPark,Midday,1007,26416,26.24,123,585,209,71,19,0
733,TufnellPark,PMPeak,1887,44922,23.81,302,1166,396,23,0,0
733,TufnellPark,Evening,1402,34316,24.48,290,774,204,121,13,0
733,TufnellPark,Late,695,15379,22.14,171,384,128,0,12,0
733,TufnellPark,Totalday,5667,137465,24.26,983,3236,1156,246,46,0
734,TurnhamGreen,Early,111,3649,32.82,7,46,9,49,0,0
734,TurnhamGreen,AMpeak,1648,52935,32.12,283,509,445,355,56,0
734,TurnhamGreen,Midday,1750,49013,28,403,469,683,174,21,0
734,TurnhamGreen,PMPeak,3023,89270,29.53,358,986,1490,190,0,0
734,TurnhamGreen,Evening,1862,57728,31,172,539,1069,83,0,0
734,TurnhamGreen,Late,884,27065,30.62,88,205,552,39,0,0
734,TurnhamGreen,Totalday,9279,279660,30.14,1311,2754,4246,890,77,0
735,TurnpikeLane,Early,130,2492,19.16,81,7,35,7,0,0
735,TurnpikeLane,AMpeak,1179,27928,23.69,288,536,270,71,13,0
735,TurnpikeLane,Midday,3233,83468,25.82,914,1185,723,133,278,0
735,TurnpikeLane,PMPeak,6119,163976,26.8,466,3697,1453,387,116,0
735,TurnpikeLane,Evening,3876,110169,28.43,202,2231,1120,215,108,0
735,TurnpikeLane,Late,2220,63548,28.63,78,1390,633,116,2,0
735,TurnpikeLane,Totalday,16756,451581,26.95,2029,9046,4234,930,517,0
736,Upminster,Early,177,3840,21.66,103,39,25,0,10,0
736,Upminster,AMpeak,549,10199,18.56,341,75,117,13,3,0
736,Upminster,Midday,626,22867,36.52,116,131,219,101,41,18
736,Upminster,PMPeak,1590,61427,38.62,202,364,313,563,148,0
736,Upminster,Evening,772,40690,52.7,49,123,46,289,257,9
736,Upminster,Late,375,18033,48.15,0,89,83,104,98,0
736,Upminster,Totalday,4090,157057,38.4,811,821,803,1070,557,27
737,UpminsterBridge,Early,21,520,24.28,0,21,0,1,0,0
737,UpminsterBridge,AMpeak,600,13080,21.8,239,253,2,90,16,0
737,UpminsterBridge,Midday,437,15446,35.37,92,130,25,156,33,0
737,UpminsterBridge,PMPeak,677,35184,51.96,23,43,175,250,187,0
737,UpminsterBridge,Evening,245,8700,35.57,63,59,0,109,14,0
737,UpminsterBridge,Late,119,3035,25.52,0,108,0,7,4,0
737,UpminsterBridge,Totalday,2099,75966,36.2,417,614,202,613,253,0
738,Upney,Early,44,1118,25.17,0,38,7,0,0,0
738,Upney,AMpeak,478,7637,15.99,284,134,42,3,14,0
738,Upney,Midday,843,20027,23.76,289,284,252,2,16,0
738,Upney,PMPeak,1880,60258,32.05,206,448,1124,73,30,0
738,Upney,Evening,719,27502,38.27,161,40,245,108,164,0
738,Upney,Late,194,6557,33.83,63,0,117,0,14,0
738,Upney,Totalday,4157,123099,29.61,1003,944,1787,185,238,0
739,UptonPark,Early,140,3355,23.89,51,28,61,1,0,0
739,UptonPark,AMpeak,1433,35810,24.99,364,535,418,80,36,0
739,UptonPark,Midday,3415,94496,27.67,719,1414,753,396,133,0
739,UptonPark,PMPeak,5742,170988,29.78,880,2083,1915,804,60,0
739,UptonPark,Evening,3059,88973,29.09,612,998,1154,178,117,0
739,UptonPark,Late,1447,44925,31.04,112,616,474,150,78,16
739,UptonPark,Totalday,15237,438547,28.78,2737,5675,4776,1609,423,16
740,Uxbridge,Early,340,9948,29.27,9,197,87,30,17,0
740,Uxbridge,AMpeak,4661,162637,34.9,534,1487,1277,785,578,0
740,Uxbridge,Midday,3729,138479,37.14,531,1162,592,646,792,5
740,Uxbridge,PMPeak,2688,114800,42.71,322,646,309,842,474,95
740,Uxbridge,Evening,1519,73064,48.09,7,247,224,681,360,0
740,Uxbridge,Late,598,34126,57.11,0,45,73,132,347,0
740,Uxbridge,Totalday,13534,533054,39.39,1404,3784,2562,3116,2568,100
777,Vauxhall,Early,2914,88601,30.41,425,818,1248,394,29,0
777,Vauxhall,AMpeak,14319,356468,24.9,2492,7181,3931,584,130,0
777,Vauxhall,Midday,8915,153842,17.26,3981,4266,555,108,4,0
777,Vauxhall,PMPeak,12717,221196,17.39,5603,6097,819,199,0,0
777,Vauxhall,Evening,7698,126926,16.49,3901,3256,484,57,0,0
777,Vauxhall,Late,3569,61177,17.14,1403,2006,135,24,0,0
777,Vauxhall,Totalday,50131,1008209,20.11,17805,23624,7173,1366,164,0
741,Victoria,Early,3643,96507,26.49,685,1872,773,258,55,0
741,Victoria,AMpeak,29487,686198,23.27,7881,14236,6048,968,355,0
741,Victoria,Midday,35015,617210,17.63,16741,14533,2882,552,308,0
741,Victoria,PMPeak,39617,650242,16.41,20346,15907,2784,363,217,0
741,Victoria,Evening,18697,295363,15.8,10539,6976,1012,149,21,0
741,Victoria,Late,8452,143760,17.01,4224,3600,435,86,107,0
741,Victoria,Totalday,134912,2489280,18.45,60416,57123,13934,2376,1063,0
742,WalthamstowCentral,Early,355,11373,32,69,84,147,32,24,0
742,WalthamstowCentral,AMpeak,2821,80364,28.49,465,1234,801,206,114,0
742,WalthamstowCentral,Midday,7434,195041,26.24,1440,3587,1907,325,175,0
742,WalthamstowCentral,PMPeak,15516,452913,29.19,795,7220,6654,831,14,0
742,WalthamstowCentral,Evening,8099,238110,29.4,440,3864,3294,488,15,0
742,WalthamstowCentral,Late,3433,97279,28.33,152,1651,1539,40,52,0
742,WalthamstowCentral,Totalday,37658,1075080,28.55,3361,17641,14341,1922,393,0
743,Wanstead,Early,36,722,20.21,0,31,5,0,0,0
743,Wanstead,AMpeak,546,12681,23.24,205,172,146,1,21,0
743,Wanstead,Midday,898,19354,21.55,363,322,157,56,1,0
743,Wanstead,PMPeak,1900,60149,31.66,73,818,834,154,21,0
743,Wanstead,Evening,1032,31771,30.79,183,339,419,69,21,0
743,Wanstead,Late,497,15643,31.45,51,174,255,7,10,0
743,Wanstead,Totalday,4908,140320,28.59,875,1856,1816,287,74,0
745,WarrenStreet,Early,915,19700,21.54,297,461,122,26,9,0
745,WarrenStreet,AMpeak,18479,337689,18.27,8247,7878,2185,135,34,0
745,WarrenStreet,Midday,9929,160109,16.13,5455,3697,717,60,0,0
745,WarrenStreet,PMPeak,3981,62333,15.66,2227,1427,266,62,0,0
745,WarrenStreet,Evening,1487,26689,17.95,814,486,78,108,0,0
745,WarrenStreet,Late,518,8006,15.46,346,152,16,4,0,0
745,WarrenStreet,Totalday,35309,614526,17.4,17385,14102,3384,394,43,0
746,WarwickAvenue,Early,114,3514,30.95,11,20,80,2,0,0
746,WarwickAvenue,AMpeak,1350,34961,25.9,113,698,499,41,0,0
746,WarwickAvenue,Midday,1456,30647,21.06,484,663,284,25,0,0
746,WarwickAvenue,PMPeak,1755,39389,22.45,443,1016,240,55,0,0
746,WarwickAvenue,Evening,1454,30986,21.32,357,863,233,0,0,0
746,WarwickAvenue,Late,624,13560,21.72,101,438,84,0,1,0
746,WarwickAvenue,Totalday,6752,153057,22.67,1509,3698,1421,124,1,0
747,Waterloo,Early,3067,77486,25.26,899,1027,837,274,29,0
747,Waterloo,AMpeak,22942,504529,21.99,7009,11015,3862,929,126,0
747,Waterloo,Midday,29951,504498,16.84,15647,11485,2279,368,172,0
747,Waterloo,PMPeak,59782,809577,13.54,40070,17042,2273,380,17,0
747,Waterloo,Evening,22459,307939,13.71,15294,6336,762,66,1,0
747,Waterloo,Late,9401,137441,14.62,5588,3638,158,14,3,0
747,Waterloo,Totalday,147602,2341469,15.86,84508,50543,10171,2031,349,0
748,Watford,Early,35,1342,38.79,0,0,25,9,1,0
748,Watford,AMpeak,696,27137,38.97,35,193,212,172,85,0
748,Watford,Midday,431,23342,54.16,51,117,21,32,118,92
748,Watford,PMPeak,925,54352,58.78,33,138,28,212,441,73
748,Watford,Evening,571,30949,54.16,4,72,58,123,315,0
748,Watford,Late,231,13295,57.67,0,0,50,6,175,0
748,Watford,Totalday,2889,150417,52.07,122,519,394,554,1134,165
751,WembleyCentral,Early,59,1213,20.5,24,24,10,0,0,0
751,WembleyCentral,AMpeak,895,22042,24.63,495,120,183,31,66,0
751,WembleyCentral,Midday,1407,43693,31.06,465,243,323,347,29,0
751,WembleyCentral,PMPeak,1990,58958,29.63,768,234,530,391,68,0
751,WembleyCentral,Evening,856,23057,26.93,331,172,138,216,0,0
751,WembleyCentral,Late,484,14607,30.16,177,23,200,83,0,0
751,WembleyCentral,Totalday,5691,163570,28.74,2260,817,1384,1068,163,0
752,WembleyPark,Early,553,13969,25.24,260,113,95,78,8,0
752,WembleyPark,AMpeak,4788,114783,23.97,1733,1629,1110,258,58,0
752,WembleyPark,Midday,4790,121181,25.3,1520,1383,1354,430,103,0
752,WembleyPark,PMPeak,6931,184080,26.56,1311,3150,2131,259,81,0
752,WembleyPark,Evening,4455,127124,28.53,755,1719,1278,639,65,0
