NLC,Station,timePeriod,Total,Commuter,Leisure,Tourist,Notknown
508,Archway,Early,641,0,0,0,641
508,Archway,AMpeak,6412,5507,426,261,218
508,Archway,Midday,4502,1807,1664,778,252
508,Archway,PMPeak,3267,1796,1063,246,162
508,Archway,Evening,1191,643,286,81,181
508,Archway,Late,379,80,167,9,123
508,Archway,Totalday,16392,9834,3606,1375,1577
509,ArnosGrove,Early,653,0,0,0,653
509,ArnosGrove,AMpeak,3023,2472,252,37,262
509,ArnosGrove,Midday,1849,742,958,47,103
509,ArnosGrove,PMPeak,1233,444,624,0,166
509,ArnosGrove,Evening,400,93,198,0,109
509,ArnosGrove,Late,116,0,30,0,86
509,ArnosGrove,Totalday,7274,3750,2061,83,1379
510,Arsenal,Early,188,0,0,0,188
510,Arsenal,AMpeak,2307,1822,132,238,115
510,Arsenal,Midday,1171,672,247,140,112
510,Arsenal,PMPeak,653,245,267,67,74
510,Arsenal,Evening,211,80,104,27,0
510,Arsenal,Late,80,14,20,10,36
510,Arsenal,Totalday,4611,2833,769,482,526
511,BakerStreet,Early,691,1,0,0,690
511,BakerStreet,AMpeak,7773,5663,504,298,1309
511,BakerStreet,Midday,12912,4685,2977,1370,3880
511,BakerStreet,PMPeak,16646,8021,2312,915,5399
511,BakerStreet,Evening,6433,2525,1045,64,2798
511,BakerStreet,Late,1817,411,160,11,1235
511,BakerStreet,Totalday,46272,21305,6999,2658,15310
512,Balham,Early,1385,0,0,0,1385
512,Balham,AMpeak,11484,10120,394,131,840
512,Balham,Midday,4572,1810,2453,115,193
512,Balham,PMPeak,3733,1710,1661,0,362
512,Balham,Evening,1528,531,952,10,35
512,Balham,Late,567,120,223,18,206
512,Balham,Totalday,23269,14291,5683,274,3021
513,Bank/Monument,Early,1729,20,0,0,1709
513,Bank/Monument,AMpeak,17435,15266,1093,201,875
513,Bank/Monument,Midday,30823,15338,8637,3872,2976
513,Bank/Monument,PMPeak,64703,38048,9541,1773,15340
513,Bank/Monument,Evening,26934,15081,5585,763,5505
513,Bank/Monument,Late,9432,3187,2088,140,4018
513,Bank/Monument,Totalday,151055,86940,26943,6749,30423
501,Barbican,Early,120,0,2,0,118
501,Barbican,AMpeak,1446,1073,152,135,86
501,Barbican,Midday,4870,2191,789,914,976
501,Barbican,PMPeak,9420,6191,1369,1118,743
501,Barbican,Evening,3062,1697,917,76,372
501,Barbican,Late,1191,168,726,72,226
501,Barbican,Totalday,20109,11320,3955,2313,2521
514,Barking,Early,4511,56,0,0,4455
514,Barking,AMpeak,9205,6875,407,166,1757
514,Barking,Midday,7348,2616,1418,974,2340
514,Barking,PMPeak,6413,2895,1493,268,1756
514,Barking,Evening,3306,1530,390,301,1086
514,Barking,Late,876,359,76,0,441
514,Barking,Totalday,31660,14331,3784,1710,11835
515,Barkingside,Early,483,0,0,0,483
515,Barkingside,AMpeak,1303,1122,69,0,111
515,Barkingside,Midday,531,214,154,0,163
515,Barkingside,PMPeak,359,249,37,0,73
515,Barkingside,Evening,77,1,28,0,47
515,Barkingside,Late,17,0,0,0,16
515,Barkingside,Totalday,2769,1587,288,0,894
516,BaronsCourt,Early,324,0,0,0,324
516,BaronsCourt,AMpeak,4183,3342,192,0,648
516,BaronsCourt,Midday,3174,1888,1000,55,232
516,BaronsCourt,PMPeak,3517,1775,1104,13,625
516,BaronsCourt,Evening,978,606,290,4,78
516,BaronsCourt,Late,195,52,55,0,88
516,BaronsCourt,Totalday,12370,7662,2641,72,1996
517,Bayswater,Early,148,2,0,0,146
517,Bayswater,AMpeak,1636,878,245,490,22
517,Bayswater,Midday,2454,493,1047,831,83
517,Bayswater,PMPeak,1454,790,421,221,23
517,Bayswater,Evening,823,242,484,34,63
517,Bayswater,Late,478,155,117,0,205
517,Bayswater,Totalday,6993,2561,2313,1576,543
518,Becontree,Early,1246,0,0,0,1246
518,Becontree,AMpeak,2372,1940,77,0,355
518,Becontree,Midday,1269,377,570,0,321
518,Becontree,PMPeak,655,267,249,0,139
518,Becontree,Evening,237,0,0,0,237
518,Becontree,Late,55,0,0,0,55
518,Becontree,Totalday,5834,2584,897,0,2353
519,BelsizePark,Early,231,0,0,0,231
519,BelsizePark,AMpeak,3194,2187,408,373,226
519,BelsizePark,Midday,3120,1578,932,288,323
519,BelsizePark,PMPeak,3062,1100,726,485,751
519,BelsizePark,Evening,966,556,168,64,177
519,BelsizePark,Late,296,0,1,0,295
519,BelsizePark,Totalday,10868,5421,2234,1210,2003
787,Bermondsey,Early,866,0,0,0,866
787,Bermondsey,AMpeak,5881,5307,314,99,161
787,Bermondsey,Midday,3956,1951,1755,98,151
787,Bermondsey,PMPeak,4361,2861,854,153,493
787,Bermondsey,Evening,1686,671,445,108,462
787,Bermondsey,Late,579,127,214,9,229
787,Bermondsey,Totalday,17329,10918,3582,467,2362
520,BethnalGreen,Early,839,74,0,0,765
520,BethnalGreen,AMpeak,6899,5114,209,611,965
520,BethnalGreen,Midday,6628,1709,669,454,3796
520,BethnalGreen,PMPeak,5383,500,240,76,4567
520,BethnalGreen,Evening,2355,505,431,12,1407
520,BethnalGreen,Late,1082,61,370,64,588
520,BethnalGreen,Totalday,23186,7963,1919,1217,12088
521,Blackfriars,Early,313,0,0,0,313
521,Blackfriars,AMpeak,5122,4780,142,177,23
521,Blackfriars,Midday,5586,3096,1914,340,237
521,Blackfriars,PMPeak,11530,7214,3414,154,747
521,Blackfriars,Evening,4146,3060,848,136,102
521,Blackfriars,Late,1029,252,279,25,473
521,Blackfriars,Totalday,27725,18401,6597,832,1894
522,BlackhorseRoad,Early,1786,0,0,0,1786
522,BlackhorseRoad,AMpeak,6586,5859,460,75,192
522,BlackhorseRoad,Midday,2975,1497,1068,130,280
522,BlackhorseRoad,PMPeak,1634,958,576,28,73
522,BlackhorseRoad,Evening,494,149,240,0,105
522,BlackhorseRoad,Late,97,9,44,0,44
522,BlackhorseRoad,Totalday,13573,8472,2387,233,2480
524,BondStreet,Early,276,0,0,0,276
524,BondStreet,AMpeak,2294,1861,258,74,101
524,BondStreet,Midday,16628,5724,8698,1202,1004
524,BondStreet,PMPeak,24628,13712,9015,762,1139
524,BondStreet,Evening,13049,7833,4489,253,474
524,BondStreet,Late,4054,1491,1518,64,981
524,BondStreet,Totalday,60929,30622,23978,2355,3975
525,Borough,Early,158,45,0,0,113
525,Borough,AMpeak,1690,1375,61,23,232
525,Borough,Midday,2639,1576,654,205,205
525,Borough,PMPeak,3514,2838,568,54,54
525,Borough,Evening,1163,692,356,41,75
525,Borough,Late,389,173,100,0,116
525,Borough,Totalday,9553,6699,1738,323,793
526,BostonManor,Early,243,0,0,0,243
526,BostonManor,AMpeak,1700,1539,77,0,84
526,BostonManor,Midday,914,430,359,0,126
526,BostonManor,PMPeak,822,295,206,52,269
526,BostonManor,Evening,200,46,86,0,68
526,BostonManor,Late,39,1,11,0,26
526,BostonManor,Totalday,3917,2311,739,52,816
527,BoundsGreen,Early,1187,0,0,0,1187
527,BoundsGreen,AMpeak,4926,4576,250,0,99
527,BoundsGreen,Midday,2509,1156,868,9,475
527,BoundsGreen,PMPeak,1431,612,508,0,311
527,BoundsGreen,Evening,537,173,68,0,296
527,BoundsGreen,Late,155,0,54,0,100
527,BoundsGreen,Totalday,10744,6518,1749,9,2468
528,BowRoad,Early,549,0,0,0,549
528,BowRoad,AMpeak,4185,3619,246,114,206
528,BowRoad,Midday,2285,1391,696,148,50
528,BowRoad,PMPeak,1456,960,396,17,83
528,BowRoad,Evening,534,314,153,45,23
528,BowRoad,Late,177,19,135,0,23
528,BowRoad,Totalday,9186,6304,1625,324,933
529,BrentCross,Early,334,0,0,0,334
529,BrentCross,AMpeak,1556,1400,33,9,115
529,BrentCross,Midday,1069,510,446,98,16
529,BrentCross,PMPeak,713,373,278,1,62
529,BrentCross,Evening,313,71,104,26,112
529,BrentCross,Late,77,13,50,0,13
529,BrentCross,Totalday,4062,2367,911,133,651
778,Brixton,Early,3199,10,0,0,3189
778,Brixton,AMpeak,24751,22959,1308,164,319
778,Brixton,Midday,10592,5288,3923,699,683
778,Brixton,PMPeak,7225,4442,2400,164,218
778,Brixton,Evening,3103,1602,1276,70,155
778,Brixton,Late,3614,653,1869,143,949
778,Brixton,Totalday,52484,34955,10776,1240,5513
530,Bromley-by-Bow,Early,343,53,0,0,290
530,Bromley-by-Bow,AMpeak,2243,2011,0,0,233
530,Bromley-by-Bow,Midday,1610,986,413,0,211
530,Bromley-by-Bow,PMPeak,1543,935,391,152,64
530,Bromley-by-Bow,Evening,453,323,49,0,81
530,Bromley-by-Bow,Late,134,17,8,0,109
530,Bromley-by-Bow,Totalday,6327,4325,862,152,988
531,BuckhurstHill,Early,391,15,0,0,376
531,BuckhurstHill,AMpeak,1965,1780,185,0,0
531,BuckhurstHill,Midday,671,263,347,0,61
531,BuckhurstHill,PMPeak,425,131,189,58,47
531,BuckhurstHill,Evening,138,58,0,0,80
531,BuckhurstHill,Late,37,0,36,0,1
531,BuckhurstHill,Totalday,3627,2246,758,58,565
532,BurntOak,Early,1478,348,5,0,1126
532,BurntOak,AMpeak,3147,2845,262,8,32
532,BurntOak,Midday,1506,724,608,158,16
532,BurntOak,PMPeak,939,506,231,39,164
532,BurntOak,Evening,316,226,90,0,0
532,BurntOak,Late,83,29,2,0,52
532,BurntOak,Totalday,7468,4676,1196,206,1390
534,CaledonianRoad,Early,285,1,0,0,284
534,CaledonianRoad,AMpeak,2900,2583,116,0,201
534,CaledonianRoad,Midday,2638,1469,1007,0,162
534,CaledonianRoad,PMPeak,2335,1545,553,1,236
534,CaledonianRoad,Evening,784,347,260,0,176
534,CaledonianRoad,Late,314,39,143,2,131
534,CaledonianRoad,Totalday,9255,5985,2079,3,1189
535,CamdenTown,Early,392,0,0,0,392
535,CamdenTown,AMpeak,3520,2844,362,100,214
535,CamdenTown,Midday,9067,3849,3670,265,1284
535,CamdenTown,PMPeak,10109,5394,3505,593,617
535,CamdenTown,Evening,3952,1883,1791,0,278
535,CamdenTown,Late,3495,669,1775,69,982
535,CamdenTown,Totalday,30535,14639,11104,1026,3767
788,CanadaWater,Early,2672,23,0,0,2650
788,CanadaWater,AMpeak,32055,29229,1333,347,1146
788,CanadaWater,Midday,18166,8684,7441,800,1240
788,CanadaWater,PMPeak,13569,6853,5418,290,1008
788,CanadaWater,Evening,6705,2785,2947,295,678
788,CanadaWater,Late,2045,492,367,201,985
788,CanadaWater,Totalday,75211,48065,17506,1934,7707
852,CanaryWharf,Early,1149,0,0,0,1149
852,CanaryWharf,AMpeak,8821,7553,492,265,511
852,CanaryWharf,Midday,15903,10183,4090,1013,617
852,CanaryWharf,PMPeak,48331,33708,8497,587,5540
852,CanaryWharf,Evening,15625,12242,1891,36,1456
852,CanaryWharf,Late,3317,1294,484,152,1387
852,CanaryWharf,Totalday,93145,64981,15453,2052,10660
884,CanningTown,Early,4191,2,0,0,4189
884,CanningTown,AMpeak,12986,11538,382,251,815
884,CanningTown,Midday,10509,5147,3758,418,1186
884,CanningTown,PMPeak,10092,6069,2523,279,1220
884,CanningTown,Evening,5753,3322,1825,21,584
884,CanningTown,Late,2449,1255,410,0,783
884,CanningTown,Totalday,45979,27333,8899,969,8778
536,CannonStreet,Early,439,0,0,0,439
536,CannonStreet,AMpeak,4555,4313,117,4,121
536,CannonStreet,Midday,3075,1837,865,201,172
536,CannonStreet,PMPeak,4580,3163,1206,64,147
536,CannonStreet,Evening,1618,1155,406,16,41
536,CannonStreet,Late,0,0,0,0,0
536,CannonStreet,Totalday,14267,10468,2595,285,920
537,CanonsPark,Early,599,13,0,0,587
537,CanonsPark,AMpeak,2347,2093,188,0,65
537,CanonsPark,Midday,904,242,507,0,156
537,CanonsPark,PMPeak,685,233,44,123,285
537,CanonsPark,Evening,212,20,39,0,153
537,CanonsPark,Late,53,0,0,0,53
537,CanonsPark,Totalday,4800,2600,778,123,1298
539,Chalfont&Latimer,Early,285,18,0,0,267
539,Chalfont&Latimer,AMpeak,973,778,133,22,41
539,Chalfont&Latimer,Midday,560,185,309,58,8
539,Chalfont&Latimer,PMPeak,392,213,154,0,25
539,Chalfont&Latimer,Evening,54,39,14,0,1
539,Chalfont&Latimer,Late,27,0,0,0,27
539,Chalfont&Latimer,Totalday,2292,1233,610,80,369
540,ChalkFarm,Early,223,0,0,0,223
540,ChalkFarm,AMpeak,2546,2180,185,109,72
540,ChalkFarm,Midday,2178,964,907,189,119
540,ChalkFarm,PMPeak,2102,1018,829,132,123
540,ChalkFarm,Evening,931,387,450,91,3
540,ChalkFarm,Late,691,272,308,63,48
540,ChalkFarm,Totalday,8671,4821,2680,582,588
541,ChanceryLane,Early,153,3,0,0,149
541,ChanceryLane,AMpeak,1718,1579,48,0,91
541,ChanceryLane,Midday,8745,4789,2876,185,895
541,ChanceryLane,PMPeak,15635,11954,2219,125,1338
541,ChanceryLane,Evening,5310,3875,950,9,476
541,ChanceryLane,Late,1358,513,210,0,636
541,ChanceryLane,Totalday,32919,22713,6303,318,3585
718,CharingCross,Early,759,1,0,0,758
718,CharingCross,AMpeak,7833,7266,462,31,73
718,CharingCross,Midday,8702,3770,3482,1306,144
718,CharingCross,PMPeak,8483,4797,2653,746,287
718,CharingCross,Evening,4636,2658,1687,209,83
718,CharingCross,Late,3110,641,1739,129,601
718,CharingCross,Totalday,33523,19133,10023,2421,1946
543,Chesham,Early,343,4,0,0,338
543,Chesham,AMpeak,924,839,85,0,0
543,Chesham,Midday,331,232,98,0,0
543,Chesham,PMPeak,241,167,54,0,21
543,Chesham,Evening,42,0,8,0,34
543,Chesham,Late,8,0,0,0,8
543,Chesham,Totalday,1890,1243,245,0,402
544,Chigwell,Early,92,0,0,0,92
544,Chigwell,AMpeak,557,493,36,4,23
544,Chigwell,Midday,223,155,10,54,3
544,Chigwell,PMPeak,177,122,9,0,46
544,Chigwell,Evening,40,37,0,0,3
544,Chigwell,Late,0,0,0,0,0
544,Chigwell,Totalday,1090,808,55,58,168
545,ChiswickPark,Early,140,25,1,0,114
545,ChiswickPark,AMpeak,1225,1049,94,44,38
545,ChiswickPark,Midday,766,449,156,40,120
545,ChiswickPark,PMPeak,1007,503,354,135,14
545,ChiswickPark,Evening,265,159,105,0,1
545,ChiswickPark,Late,75,0,11,0,64
545,ChiswickPark,Totalday,3478,2185,721,220,352
546,Chorleywood,Early,245,50,0,0,195
546,Chorleywood,AMpeak,820,698,97,0,26
546,Chorleywood,Midday,374,98,110,122,44
546,Chorleywood,PMPeak,264,53,121,0,89
546,Chorleywood,Evening,47,38,5,4,0
546,Chorleywood,Late,20,0,13,7,0
546,Chorleywood,Totalday,1770,936,347,132,354
547,ClaphamCommon,Early,860,0,0,0,860
547,ClaphamCommon,AMpeak,5561,5052,377,36,96
547,ClaphamCommon,Midday,3191,1241,1783,132,35
547,ClaphamCommon,PMPeak,2678,1204,1179,221,73
547,ClaphamCommon,Evening,1290,406,775,61,48
547,ClaphamCommon,Late,690,202,341,15,132
547,ClaphamCommon,Totalday,14269,8105,4454,465,1245
548,ClaphamNorth,Early,620,20,39,0,561
548,ClaphamNorth,AMpeak,3787,3202,555,0,30
548,ClaphamNorth,Midday,2080,1044,878,12,147
548,ClaphamNorth,PMPeak,1712,986,549,0,177
548,ClaphamNorth,Evening,871,314,407,4,146
548,ClaphamNorth,Late,377,88,143,8,138
548,ClaphamNorth,Totalday,9447,5654,2571,24,1199
549,ClaphamSouth,Early,963,56,0,0,907
549,ClaphamSouth,AMpeak,7351,6915,341,0,95
549,ClaphamSouth,Midday,2645,1071,899,2,674
549,ClaphamSouth,PMPeak,1922,647,1136,19,120
549,ClaphamSouth,Evening,789,273,486,0,30
549,ClaphamSouth,Late,217,35,13,0,169
549,ClaphamSouth,Totalday,13887,8997,2875,20,1995
550,Cockfosters,Early,295,31,0,0,263
550,Cockfosters,AMpeak,1072,774,206,0,92
550,Cockfosters,Midday,839,377,429,26,8
550,Cockfosters,PMPeak,527,241,283,3,0
550,Cockfosters,Evening,131,82,37,1,11
550,Cockfosters,Late,48,7,20,0,21
550,Cockfosters,Totalday,2912,1512,975,30,395
551,Colindale,Early,1019,0,0,0,1019
551,Colindale,AMpeak,4152,3361,598,124,68
551,Colindale,Midday,2530,1134,1000,15,381
551,Colindale,PMPeak,1904,1279,459,49,118
551,Colindale,Evening,457,301,153,0,4
551,Colindale,Late,167,42,102,0,23
551,Colindale,Totalday,10229,6117,2312,188,1612
552,ColliersWood,Early,1040,0,0,0,1040
552,ColliersWood,AMpeak,5256,4284,423,8,542
552,ColliersWood,Midday,2253,1052,1161,0,40
552,ColliersWood,PMPeak,1447,756,673,0,18
552,ColliersWood,Evening,532,113,182,97,140
552,ColliersWood,Late,162,36,0,0,126
552,ColliersWood,Totalday,10690,6241,2439,105,1905
553,CoventGarden,Early,37,0,0,10,27
553,CoventGarden,AMpeak,834,660,98,27,49
553,CoventGarden,Midday,5481,1429,2928,668,456
553,CoventGarden,PMPeak,6755,3503,2227,311,714
553,CoventGarden,Evening,4613,1965,2070,407,171
553,CoventGarden,Late,4188,712,2350,349,777
553,CoventGarden,Totalday,21908,8269,9673,1771,2194
554,Croxley,Early,237,41,0,0,196
554,Croxley,AMpeak,1006,943,58,0,5
554,Croxley,Midday,398,206,127,20,45
554,Croxley,PMPeak,294,140,42,0,111
554,Croxley,Evening,36,32,2,0,2
554,Croxley,Late,9,0,8,0,1
554,Croxley,Totalday,1980,1363,237,20,360
555,DagenhamEast,Early,1037,160,0,0,877
555,DagenhamEast,AMpeak,1931,1430,297,0,204
555,DagenhamEast,Midday,1098,546,249,52,251
555,DagenhamEast,PMPeak,659,401,113,0,144
555,DagenhamEast,Evening,224,88,39,0,96
555,DagenhamEast,Late,57,0,0,0,57
555,DagenhamEast,Totalday,5006,2626,698,52,1630
556,DagenhamHeathway,Early,2130,119,0,0,2011
556,DagenhamHeathway,AMpeak,3488,3146,171,0,170
556,DagenhamHeathway,Midday,2425,926,1084,53,361
556,DagenhamHeathway,PMPeak,1259,467,261,54,477
556,DagenhamHeathway,Evening,453,267,36,0,150
556,DagenhamHeathway,Late,166,0,0,0,166
556,DagenhamHeathway,Totalday,9919,4925,1553,107,3334
557,Debden,Early,540,0,0,0,540
557,Debden,AMpeak,1641,1441,180,0,20
557,Debden,Midday,1056,585,116,54,300
557,Debden,PMPeak,912,295,497,0,120
557,Debden,Evening,181,133,0,0,48
557,Debden,Late,19,0,0,0,19
557,Debden,Totalday,4348,2454,793,54,1047
558,DollisHill,Early,538,0,0,0,538
558,DollisHill,AMpeak,2618,2383,58,29,149
558,DollisHill,Midday,1842,1138,572,52,80
558,DollisHill,PMPeak,1335,658,522,0,155
558,DollisHill,Evening,463,277,136,0,50
558,DollisHill,Late,116,10,1,0,105
558,DollisHill,Totalday,6912,4466,1289,81,1076
560,EalingBroadway,Early,3035,63,5,0,2967
560,EalingBroadway,AMpeak,12865,10854,1169,414,428
560,EalingBroadway,Midday,7218,2983,3193,505,538
560,EalingBroadway,PMPeak,4970,2007,2472,269,222
560,EalingBroadway,Evening,1834,1132,562,53,87
560,EalingBroadway,Late,579,364,113,6,95
560,EalingBroadway,Totalday,30501,17403,7514,1246,4338
561,EalingCommon,Early,355,10,0,0,345
561,EalingCommon,AMpeak,2037,1885,145,1,6
561,EalingCommon,Midday,1212,505,582,125,0
561,EalingCommon,PMPeak,1031,786,218,0,27
561,EalingCommon,Evening,334,183,140,0,11
561,EalingCommon,Late,93,7,79,0,8
561,EalingCommon,Totalday,5063,3375,1164,127,397
562,Earl'sCourt,Early,795,0,0,0,795
562,Earl'sCourt,AMpeak,8494,6695,648,919,231
562,Earl'sCourt,Midday,9098,3262,2875,2505,455
562,Earl'sCourt,PMPeak,7627,4080,2081,819,646
562,Earl'sCourt,Evening,3100,1699,1007,226,168
562,Earl'sCourt,Late,1381,511,575,30,265
562,Earl'sCourt,Totalday,30495,16247,7187,4500,2562
563,EastActon,Early,422,0,0,0,422
563,EastActon,AMpeak,2255,1879,216,0,161
563,EastActon,Midday,1824,670,1015,62,77
563,EastActon,PMPeak,1447,731,395,0,321
563,EastActon,Evening,468,138,159,91,81
563,EastActon,Late,107,62,16,0,29
563,EastActon,Totalday,6524,3481,1800,153,1090
565,EastFinchley,Early,670,0,0,0,670
565,EastFinchley,AMpeak,6309,5458,397,5,450
565,EastFinchley,Midday,2755,1077,1280,146,251
565,EastFinchley,PMPeak,1853,948,905,0,0
565,EastFinchley,Evening,524,274,166,0,84
565,EastFinchley,Late,175,42,61,0,72
565,EastFinchley,Totalday,12286,7798,2809,150,1528
566,EastHam,Early,4418,0,0,0,4418
566,EastHam,AMpeak,8527,6788,492,0,1247
566,EastHam,Midday,5723,1925,2423,40,1335
566,EastHam,PMPeak,3128,1066,1244,0,818
566,EastHam,Evening,1262,368,690,1,202
566,EastHam,Late,278,68,34,0,176
566,EastHam,Totalday,23334,10215,4883,41,8196
567,EastPutney,Early,514,0,0,0,514
567,EastPutney,AMpeak,5152,4729,314,0,110
567,EastPutney,Midday,2064,1119,770,44,130
567,EastPutney,PMPeak,1897,994,865,0,37
567,EastPutney,Evening,669,375,233,29,31
567,EastPutney,Late,178,38,57,40,43
567,EastPutney,Totalday,10473,7255,2239,114,865
564,Eastcote,Early,519,0,0,0,519
564,Eastcote,AMpeak,2444,2035,210,35,164
564,Eastcote,Midday,1055,187,631,183,53
564,Eastcote,PMPeak,596,343,128,14,110
564,Eastcote,Evening,159,45,75,0,39
564,Eastcote,Late,46,0,14,0,32
564,Eastcote,Totalday,4820,2611,1059,232,919
568,Edgware,Early,813,26,0,0,787
568,Edgware,AMpeak,3628,2849,209,40,529
568,Edgware,Midday,2112,493,1349,44,227
568,Edgware,PMPeak,1284,738,483,37,25
568,Edgware,Evening,435,17,350,0,68
568,Edgware,Late,108,44,6,0,58
568,Edgware,Totalday,8379,4167,2398,121,1694
774,EdgwareRoad(Bak),Early,83,29,0,0,54
774,EdgwareRoad(Bak),AMpeak,1047,969,47,30,2
774,EdgwareRoad(Bak),Midday,2279,1298,601,200,180
774,EdgwareRoad(Bak),PMPeak,3286,1801,663,35,787
774,EdgwareRoad(Bak),Evening,996,520,374,12,90
774,EdgwareRoad(Bak),Late,318,164,114,17,23
774,EdgwareRoad(Bak),Totalday,8009,4781,1800,292,1136
569,EdgwareRoad(Cir),Early,192,23,0,0,169
569,EdgwareRoad(Cir),AMpeak,2012,1538,176,190,108
569,EdgwareRoad(Cir),Midday,3283,1907,896,260,220
569,EdgwareRoad(Cir),PMPeak,4228,3031,511,296,390
569,EdgwareRoad(Cir),Evening,1463,690,423,7,342
569,EdgwareRoad(Cir),Late,465,128,105,7,225
569,EdgwareRoad(Cir),Totalday,11642,7317,2111,760,1454
570,Elephant&Castle,Early,1038,0,0,0,1038
570,Elephant&Castle,AMpeak,8095,7374,525,52,145
570,Elephant&Castle,Midday,9188,5114,3067,242,765
570,Elephant&Castle,PMPeak,9007,5365,2418,2,1222
570,Elephant&Castle,Evening,3243,1995,1008,0,239
570,Elephant&Castle,Late,1258,583,348,0,327
570,Elephant&Castle,Totalday,31828,20431,7366,296,3736
571,ElmPark,Early,1052,110,0,0,942
571,ElmPark,AMpeak,2749,2385,211,20,132
571,ElmPark,Midday,856,223,577,38,18
571,ElmPark,PMPeak,408,79,279,0,50
571,ElmPark,Evening,129,44,24,0,62
571,ElmPark,Late,34,16,6,0,12
571,ElmPark,Totalday,5228,2857,1097,59,1216
542,Embankment,Early,437,0,0,0,437
542,Embankment,AMpeak,4637,3894,359,246,138
542,Embankment,Midday,7832,3737,2303,869,922
542,Embankment,PMPeak,10588,5811,2602,945,1230
542,Embankment,Evening,5686,2369,2861,337,119
542,Embankment,Late,4523,285,2049,199,1991
542,Embankment,Totalday,33703,16096,10175,2596,4836
572,Epping,Early,1114,116,13,0,984
572,Epping,AMpeak,2556,2195,235,27,99
572,Epping,Midday,1054,177,692,55,130
572,Epping,PMPeak,660,369,207,1,84
572,Epping,Evening,145,25,109,1,10
572,Epping,Late,46,0,12,0,34
572,Epping,Totalday,5575,2882,1268,83,1342
574,Euston,Early,1343,0,0,0,1343
574,Euston,AMpeak,16105,13326,1308,698,773
574,Euston,Midday,18573,7917,8321,1954,380
574,Euston,PMPeak,16218,9401,5140,1126,551
574,Euston,Evening,8918,5054,3095,399,370
574,Euston,Late,2638,725,1308,119,486
574,Euston,Totalday,63795,36424,19172,4296,3903
575,EustonSquare,Early,301,0,0,0,301
575,EustonSquare,AMpeak,5152,4144,344,326,337
575,EustonSquare,Midday,5837,3302,2083,293,159
575,EustonSquare,PMPeak,8635,6967,1252,316,101
575,EustonSquare,Evening,3667,2963,404,15,285
575,EustonSquare,Late,799,138,122,0,539
575,EustonSquare,Totalday,24392,17515,4205,950,1722
576,Fairlop,Early,312,14,0,0,298
576,Fairlop,AMpeak,963,912,20,1,30
576,Fairlop,Midday,373,192,155,1,25
576,Fairlop,PMPeak,261,114,105,1,42
576,Fairlop,Evening,76,32,0,45,0
576,Fairlop,Late,34,0,7,19,9
576,Fairlop,Totalday,2019,1264,286,65,404
577,Farringdon,Early,472,2,0,0,471
577,Farringdon,AMpeak,6091,5774,178,44,95
577,Farringdon,Midday,5468,3377,1376,257,458
577,Farringdon,PMPeak,16069,9978,2490,50,3551
577,Farringdon,Evening,4883,3568,537,24,754
577,Farringdon,Late,1495,484,632,1,378
577,Farringdon,Totalday,34478,23183,5213,376,5706
578,FinchleyCentral,Early,670,29,0,0,641
578,FinchleyCentral,AMpeak,5202,4362,428,12,399
578,FinchleyCentral,Midday,2637,1424,944,12,258
578,FinchleyCentral,PMPeak,2174,1414,720,0,40
578,FinchleyCentral,Evening,615,238,280,0,96
578,FinchleyCentral,Late,198,43,69,0,87
