NLC,Station name,Time period,all modes,Work,Home,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given   ,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given
633,Leytonstone   ,Early ,2034,79,0,79,0,0,0,0,0,2,1952,0,81,0,0,0,0,0,1952
633,Leytonstone   ,AM peak     ,7512,6388,15,7108,71,11,2,26,76,107,110,16,6705,113,191,35,34,222,196
633,Leytonstone   ,Midday,4220,955,329,2928,433,49,111,0,18,494,186,444,1380,605,615,34,104,712,325
633,Leytonstone   ,PM Peak     ,2765,191,809,885,1161,108,9,0,163,204,235,1141,372,140,14,67,43,692,296
633,Leytonstone   ,Evening     ,973,260,244,442,308,0,12,0,23,56,132,393,260,0,3,0,65,158,95
633,Leytonstone   ,Late  ,287,0,30,10,30,0,0,0,1,108,138,139,0,0,0,0,0,0,148
633,Leytonstone   ,   Total day,17790,7874,1426,11452,2004,169,134,26,281,971,2753,2132,8799,859,822,137,246,1784,3012
634,Liverpool Street    ,Early ,2365,0,0,0,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,2365
634,Liverpool Street    ,AM peak     ,27574,21895,519,24102,1839,4,63,32,6,458,1071,666,23445,42,613,168,11,1246,1384
634,Liverpool Street    ,Midday,28805,3010,2471,12154,6914,153,1069,230,85,3778,4422,4111,6588,1849,2601,813,771,7253,4818
634,Liverpool Street    ,PM Peak     ,36793,720,16459,4664,22246,297,2491,271,0,2925,3898,20670,1885,1014,1596,315,139,6809,4365
634,Liverpool Street    ,Evening     ,13848,213,7130,738,8707,148,276,80,42,2657,1199,10007,428,55,163,0,128,1878,1191
634,Liverpool Street    ,Late  ,4336,107,634,129,691,0,111,2,0,1095,2308,1701,118,0,0,0,91,113,2313
634,Liverpool Street    ,   Total day,113721,25945,27213,41787,40397,604,4010,616,133,10913,15263,37154,32464,2960,4972,1296,1139,17299,16437
635,London Bridge ,Early ,2831,257,9,275,14,0,0,0,16,9,2517,15,266,0,0,0,4,27,2519
635,London Bridge ,AM peak     ,29973,23802,301,26464,1380,0,269,0,868,737,255,497,26262,129,1246,1,253,858,727
635,London Bridge ,Midday,30108,3311,1734,9038,6544,262,2449,1190,991,3220,6415,5142,7070,746,2002,1676,1746,5305,6420
635,London Bridge ,PM Peak     ,34830,920,14003,6115,19714,110,2467,265,867,3694,1598,19688,2174,755,493,98,1794,7848,1979
635,London Bridge ,Evening     ,13662,233,6177,1159,6998,65,1141,5,471,2755,1068,9673,396,51,93,1,1076,1106,1265
635,London Bridge ,Late  ,5853,62,987,224,1028,0,196,0,99,1381,2924,2605,62,0,0,0,0,263,2923
635,London Bridge ,   Total day,117257,28584,23210,43275,35677,437,6521,1460,3313,11797,14777,37619,36231,1681,3834,1777,4874,15408,15833
636,Loughton,Early ,654,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,654
636,Loughton,AM peak     ,2802,2342,1,2666,7,0,2,0,96,16,15,1,2469,31,74,35,6,176,11
636,Loughton,Midday,1159,212,71,762,155,5,37,43,36,120,0,205,240,154,88,52,41,380,0
636,Loughton,PM Peak     ,751,85,81,617,112,0,2,0,4,13,4,157,89,44,5,0,40,395,21
636,Loughton,Evening     ,181,5,80,14,90,0,0,0,68,0,9,149,5,1,0,0,0,8,19
636,Loughton,Late  ,54,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,54
636,Loughton,   Total day,5600,2643,234,4059,365,5,41,43,204,148,735,511,2803,230,167,87,86,958,758
637,Maida Vale    ,Early ,181,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,181
637,Maida Vale    ,AM peak     ,2225,1744,1,1990,10,0,54,0,10,108,52,66,1890,12,71,0,0,111,77
637,Maida Vale    ,Midday,1449,171,38,882,147,0,0,37,182,93,107,281,325,109,154,65,15,379,121
637,Maida Vale    ,PM Peak     ,1055,1,434,503,449,0,9,0,11,76,6,498,9,32,84,0,69,357,6
637,Maida Vale    ,Evening     ,487,35,102,67,169,0,0,0,9,140,102,289,35,0,33,2,0,95,33
637,Maida Vale    ,Late  ,128,0,0,0,12,0,0,0,0,113,2,113,0,0,0,0,0,12,2
637,Maida Vale    ,   Total day,5525,1951,575,3443,787,0,64,37,213,530,451,1247,2258,154,341,67,84,954,420
638,Manor House   ,Early ,1147,0,0,0,0,0,0,0,0,0,1147,0,0,0,0,0,0,0,1147
638,Manor House   ,AM peak     ,5664,3758,0,4840,0,0,12,0,25,117,670,0,3928,19,873,15,0,181,647
638,Manor House   ,Midday,3790,782,401,2165,520,2,0,0,197,190,716,401,949,272,855,104,0,475,732
638,Manor House   ,PM Peak     ,2243,226,436,528,832,0,0,0,27,462,395,534,265,90,66,0,0,933,355
638,Manor House   ,Evening     ,969,53,500,158,540,0,16,0,0,45,211,546,53,0,0,0,0,154,216
638,Manor House   ,Late  ,368,14,3,127,3,0,0,0,0,61,178,62,14,0,0,0,0,114,178
638,Manor House   ,   Total day,14182,4834,1340,7818,1895,2,28,0,248,874,3317,1544,5210,381,1794,119,0,1857,3275
639,Mansion House ,Early ,29,8,0,8,0,0,0,0,0,0,21,0,8,0,0,0,0,0,21
639,Mansion House ,AM peak     ,510,302,59,317,189,0,1,0,0,3,1,59,411,0,2,5,0,23,9
639,Mansion House ,Midday,2522,53,460,241,1376,0,4,371,90,402,37,744,871,70,17,139,36,645,0
639,Mansion House ,PM Peak     ,5851,2,3465,375,4659,0,0,103,0,560,155,4008,203,78,97,35,265,1071,93
639,Mansion House ,Evening     ,1868,14,1248,71,1463,0,16,0,0,231,87,1514,26,0,0,0,98,143,87
639,Mansion House ,Late  ,517,0,184,0,184,0,0,5,0,248,80,364,0,0,0,0,33,23,96
639,Mansion House ,   Total day,11297,379,5417,1013,7871,0,20,479,90,1444,380,6690,1519,148,116,179,433,1905,306
640,Marble Arch   ,Early ,224,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,224
640,Marble Arch   ,AM peak     ,1955,920,93,1131,248,57,18,51,387,23,40,218,1327,31,133,68,49,53,76
640,Marble Arch   ,Midday,6093,127,646,977,1688,1621,26,72,379,688,641,1684,1094,608,340,18,260,1309,780
640,Marble Arch   ,PM Peak     ,7657,24,3028,367,3696,1211,168,99,331,741,1044,4493,400,74,149,0,300,1153,1088
640,Marble Arch   ,Evening     ,3868,50,1174,118,1471,1151,30,0,45,857,196,2749,213,34,28,29,181,411,223
640,Marble Arch   ,Late  ,1725,0,379,41,379,21,52,2,55,472,705,855,0,0,0,0,13,153,705
640,Marble Arch   ,   Total day,21523,1121,5319,2635,7482,4061,294,224,1197,2781,2850,9999,3034,747,650,116,803,3078,3095
641,Marylebone    ,Early ,444,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,444
641,Marylebone    ,AM peak     ,6761,5604,51,6152,221,0,39,0,134,188,27,57,5984,5,156,0,0,459,100
641,Marylebone    ,Midday,5597,879,425,3237,922,59,232,0,402,680,66,724,1548,254,170,140,99,2357,305
641,Marylebone    ,PM Peak     ,4881,210,2121,1260,2751,0,58,0,0,808,4,2521,291,34,87,0,169,1757,22
641,Marylebone    ,Evening     ,1758,0,833,228,1001,54,44,0,42,292,97,1204,10,0,94,0,0,318,131
641,Marylebone    ,Late  ,573,0,76,25,76,0,2,0,0,119,350,197,0,0,0,0,0,26,349
641,Marylebone    ,   Total day,20013,6693,3507,10902,4972,112,374,0,577,2087,988,4703,7833,293,508,140,267,4917,1350
642,Mile End,Early ,919,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,919
642,Mile End,AM peak     ,7298,5814,102,6742,261,0,70,0,176,24,26,110,6162,65,527,8,15,358,54
642,Mile End,Midday,7245,889,620,3419,1258,57,1494,26,76,416,500,2177,1360,491,790,269,43,1670,444
642,Mile End,PM Peak     ,6201,150,2466,1037,2978,0,1258,0,0,576,353,3915,189,167,305,0,76,1071,478
642,Mile End,Evening     ,2450,81,991,319,1026,0,448,0,25,536,96,1841,91,11,0,0,104,306,96
642,Mile End,Late  ,813,14,131,54,131,0,156,0,0,133,339,420,14,19,0,0,0,21,339
642,Mile End,   Total day,24926,6947,4311,11569,5653,57,3426,26,277,1685,2233,8463,7815,754,1622,277,238,3426,2330
643,Mill Hill East,Early ,136,24,0,24,0,0,0,0,0,0,112,0,25,0,0,0,0,0,111
643,Mill Hill East,AM peak     ,1054,898,1,933,8,0,5,0,30,31,46,5,972,20,22,0,0,23,12
643,Mill Hill East,Midday,506,124,32,339,56,1,0,0,0,73,38,135,130,5,166,0,12,39,18
643,Mill Hill East,PM Peak     ,483,0,172,68,207,0,105,0,29,73,0,278,0,0,18,29,0,159,0
643,Mill Hill East,Evening     ,95,0,6,19,6,0,0,0,0,42,28,46,0,0,0,0,0,22,28
643,Mill Hill East,Late  ,31,0,8,0,8,0,0,0,0,0,23,8,0,0,0,0,0,0,23
643,Mill Hill East,   Total day,2306,1047,220,1384,286,1,111,0,59,219,247,472,1128,25,206,29,12,243,191
646,Moor Park     ,Early ,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,121
646,Moor Park     ,AM peak     ,691,633,0,660,3,0,0,0,0,4,23,0,641,0,11,0,0,16,23
646,Moor Park     ,Midday,380,34,0,187,0,0,4,0,0,123,67,123,34,10,65,0,0,81,67
646,Moor Park     ,PM Peak     ,424,8,110,204,139,0,53,0,0,15,13,166,8,0,0,0,0,236,13
646,Moor Park     ,Evening     ,39,0,0,12,0,0,3,0,0,0,25,3,0,0,0,0,0,0,37
646,Moor Park     ,Late  ,11,0,0,0,0,0,7,0,0,0,4,7,0,0,0,0,0,0,4
646,Moor Park     ,   Total day,1666,676,110,1062,143,0,66,0,0,142,253,298,684,10,76,0,0,334,264
645,Moorgate,Early ,1080,26,116,26,116,0,0,0,0,0,938,116,26,0,0,0,0,0,938
645,Moorgate,AM peak     ,15544,1921,8722,2413,10598,0,75,0,0,2044,414,10802,2325,0,160,0,641,1245,370
645,Moorgate,Midday,8499,998,3022,2507,4217,35,412,12,63,1117,135,4944,1576,198,534,12,520,596,118
645,Moorgate,PM Peak     ,20116,2231,6895,5778,9855,167,1043,90,439,2499,245,11182,3730,551,595,104,1372,2350,232
645,Moorgate,Evening     ,6642,1028,2982,1403,3703,0,232,9,9,283,1004,3791,1231,69,89,0,96,372,994
645,Moorgate,Late  ,1913,759,451,802,486,0,34,0,0,33,559,528,788,0,28,0,12,14,542
645,Moorgate,   Total day,53794,6962,22188,12929,28975,202,1796,111,512,5975,3295,31363,9677,818,1406,116,2642,4577,3194
647,Morden  ,Early ,2143,90,0,92,0,0,0,0,0,0,2051,0,90,0,2,0,0,0,2051
647,Morden  ,AM peak     ,7685,5914,31,6644,70,7,68,0,0,65,831,137,5981,89,330,0,0,376,771
647,Morden  ,Midday,3338,767,37,2231,198,111,224,0,0,247,327,529,992,371,248,13,3,936,247
647,Morden  ,PM Peak     ,2265,197,645,552,943,3,241,22,0,293,212,1159,394,29,78,40,0,458,108
647,Morden  ,Evening     ,746,32,356,153,359,0,73,0,0,98,63,528,35,0,6,0,0,114,63
647,Morden  ,Late  ,210,2,12,40,12,0,29,0,0,60,69,72,2,0,29,0,0,0,107
647,Morden  ,   Total day,16387,7002,1081,9711,1583,120,635,22,0,763,3552,2424,7493,489,693,53,3,1884,3347
648,Mornington Crescent ,Early ,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,72
648,Mornington Crescent ,AM peak     ,782,522,32,634,100,2,29,0,0,3,16,32,606,0,108,0,0,12,23
648,Mornington Crescent ,Midday,1665,68,268,374,651,90,374,0,37,108,33,661,332,160,143,2,24,334,10
648,Mornington Crescent ,PM Peak     ,3510,46,2357,163,2942,16,136,0,6,171,76,2535,147,72,14,0,188,443,112
648,Mornington Crescent ,Evening     ,1025,12,524,77,581,19,112,0,7,206,24,880,59,6,0,0,6,51,23
648,Mornington Crescent ,Late  ,685,0,292,0,368,29,35,0,0,138,116,494,75,0,0,0,0,0,116
648,Mornington Crescent ,   Total day,7739,647,3473,1247,4640,157,685,0,49,625,335,4603,1219,237,266,2,217,840,355
649,Neasden ,Early ,829,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,829
649,Neasden ,AM peak     ,2420,1811,0,2203,22,0,40,0,2,0,152,40,1834,0,323,0,0,59,164
649,Neasden ,Midday,1447,270,138,992,200,75,18,0,0,128,34,214,322,276,195,2,1,364,74
649,Neasden ,PM Peak     ,1117,80,575,223,759,20,28,0,0,48,38,755,90,0,4,0,0,219,48
649,Neasden ,Evening     ,322,87,95,157,95,30,0,0,0,0,41,125,87,1,34,0,10,10,55
649,Neasden ,Late  ,106,0,19,7,19,20,0,0,0,0,60,39,0,5,0,0,0,2,60
649,Neasden ,   Total day,6241,2248,827,3582,1095,145,87,0,2,177,1154,1173,2333,282,556,2,11,653,1230
650,Newbury Park  ,Early ,1529,8,0,8,0,0,0,0,0,0,1521,0,8,0,0,0,0,0,1521
650,Newbury Park  ,AM peak     ,4207,3138,127,3838,184,0,52,0,76,12,45,144,3308,143,75,0,0,462,75
650,Newbury Park  ,Midday,1744,453,58,1528,83,27,65,0,5,29,7,166,479,120,139,95,65,674,7
650,Newbury Park  ,PM Peak     ,869,29,242,400,312,0,49,0,0,0,108,247,29,0,51,0,0,395,147
650,Newbury Park  ,Evening     ,291,28,167,49,167,0,0,0,0,60,15,227,29,0,0,0,0,20,15
650,Newbury Park  ,Late  ,81,0,39,0,45,0,0,0,0,0,35,39,6,0,0,0,0,0,35
650,Newbury Park  ,   Total day,8720,3657,634,5822,791,27,165,0,80,102,1732,822,3858,263,265,95,65,1550,1801
653,North Acton   ,Early ,443,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,442
653,North Acton   ,AM peak     ,3009,2307,57,2697,164,0,33,0,11,42,62,81,2442,28,317,0,0,85,56
653,North Acton   ,Midday,2477,578,583,1378,961,0,17,0,53,50,18,615,877,210,436,75,1,204,59
653,North Acton   ,PM Peak     ,3652,124,2262,441,2570,48,89,0,0,87,417,2604,206,141,0,0,40,371,290
653,North Acton   ,Evening     ,955,82,677,137,756,5,14,0,0,0,42,702,148,0,6,0,0,99,0
653,North Acton   ,Late  ,228,25,94,65,94,0,0,0,0,18,51,112,43,0,1,0,0,39,33
653,North Acton   ,   Total day,10764,3116,3674,4718,4546,53,152,0,64,197,1034,4113,3717,380,760,75,41,798,880
654,North Ealing  ,Early ,63,1,0,1,0,0,0,0,0,0,62,0,1,0,0,0,0,0,62
654,North Ealing  ,AM peak     ,568,445,0,487,4,0,47,0,0,16,13,27,465,0,43,0,0,25,8
654,North Ealing  ,Midday,596,52,18,107,23,0,331,0,0,83,52,358,131,6,40,0,0,9,52
654,North Ealing  ,PM Peak     ,266,1,143,47,177,0,0,0,0,38,3,151,10,0,18,0,0,88,0
654,North Ealing  ,Evening     ,67,21,13,21,30,0,0,0,0,4,12,17,21,0,0,0,0,17,12
654,North Ealing  ,Late  ,19,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,18
654,North Ealing  ,   Total day,1579,520,174,663,235,0,378,0,0,142,161,553,628,6,101,0,0,139,153
789,North Greenwich     ,Early ,2833,0,0,0,0,0,0,0,0,0,2833,0,0,0,0,0,0,0,2833
789,North Greenwich     ,AM peak     ,11411,9386,152,10168,565,0,194,41,60,82,301,171,9978,69,359,45,0,352,438
789,North Greenwich     ,Midday,7758,1956,509,4557,1338,118,237,195,50,831,433,1010,2575,593,660,428,64,1887,541
789,North Greenwich     ,PM Peak     ,7789,718,2277,1998,2922,32,410,3,0,1260,1163,3555,1093,170,86,0,82,1726,1077
789,North Greenwich     ,Evening     ,3348,627,697,977,883,113,124,40,0,911,301,1496,768,35,99,41,32,544,333
789,North Greenwich     ,Late  ,5449,292,767,406,767,0,14,30,0,616,3615,1361,292,0,53,30,0,98,3615
789,North Greenwich     ,   Total day,38588,12980,4402,18106,6475,262,980,309,110,3700,8646,7593,14707,867,1257,543,179,4605,8838
656,North Harrow  ,Early ,340,16,0,16,0,0,0,0,0,0,324,0,16,0,0,0,0,0,324
656,North Harrow  ,AM peak     ,1801,1500,0,1716,4,0,56,0,0,25,0,0,1584,55,98,57,0,7,0
656,North Harrow  ,Midday,618,79,5,442,5,0,30,0,0,36,105,56,79,125,37,56,0,195,70
656,North Harrow  ,PM Peak     ,366,0,233,79,275,0,0,0,0,0,12,234,19,0,0,25,0,76,12
656,North Harrow  ,Evening     ,187,0,0,148,0,0,0,0,0,0,39,0,0,0,0,0,0,148,39
656,North Harrow  ,Late  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,North Harrow  ,   Total day,3313,1595,239,2400,284,0,87,0,0,61,480,290,1699,181,134,138,0,425,446
659,North Wembley ,Early ,354,7,3,7,3,0,0,0,0,0,344,3,7,0,0,0,0,0,344
659,North Wembley ,AM peak     ,985,749,6,897,9,0,0,0,8,20,50,23,761,5,58,0,4,127,7
659,North Wembley ,Midday,497,136,61,297,108,0,84,0,0,9,0,125,144,30,27,1,0,93,77
659,North Wembley ,PM Peak     ,445,0,87,264,154,0,0,11,0,0,16,87,0,0,0,11,0,331,16
659,North Wembley ,Evening     ,153,0,60,3,60,0,2,0,0,42,46,102,0,0,0,0,0,5,46
659,North Wembley ,Late  ,27,2,0,2,0,0,0,0,0,0,26,0,2,0,0,0,0,0,25
659,North Wembley ,   Total day,2461,893,217,1470,332,0,86,11,8,71,483,339,913,34,86,12,4,556,517
655,Northfields   ,Early ,575,38,0,38,0,0,0,0,0,0,537,0,38,0,0,0,0,0,537
655,Northfields   ,AM peak     ,2781,2196,17,2405,67,0,31,0,248,12,19,97,2500,7,74,5,34,56,9
655,Northfields   ,Midday,1344,272,124,927,148,26,41,0,136,67,0,227,301,120,69,7,61,534,27
655,Northfields   ,PM Peak     ,1218,162,309,704,405,16,2,0,17,74,0,326,165,35,19,0,70,565,37
655,Northfields   ,Evening     ,271,55,105,115,108,0,0,0,7,42,0,154,55,0,0,0,1,60,0
655,Northfields   ,Late  ,89,2,50,19,50,0,0,0,1,19,1,87,2,0,0,0,0,0,1
655,Northfields   ,   Total day,6279,2726,605,4207,777,42,74,0,408,213,557,890,3061,162,161,12,167,1214,612
657,Northolt,Early ,1436,0,0,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,1436
657,Northolt,AM peak     ,3656,2730,4,3485,62,0,9,0,0,52,47,143,2814,65,199,90,6,335,5
657,Northolt,Midday,1850,574,135,1385,180,0,46,2,48,73,115,285,643,231,135,48,64,378,66
657,Northolt,PM Peak     ,938,91,383,383,422,80,8,0,8,26,11,417,174,39,43,0,41,210,15
657,Northolt,Evening     ,332,36,85,50,116,0,0,0,6,161,0,252,36,0,0,0,0,45,0
657,Northolt,Late  ,79,9,4,9,4,0,31,0,0,1,34,36,9,0,0,0,0,0,34
657,Northolt,   Total day,8292,3440,611,5312,784,80,94,2,63,313,1643,1132,3675,335,376,139,112,968,1555
660,Northwick Park,Early ,688,72,0,100,0,0,0,0,0,0,588,0,72,0,21,0,0,7,588
660,Northwick Park,AM peak     ,2362,1567,92,1928,238,0,13,0,18,120,43,178,1735,8,173,96,0,120,52
660,Northwick Park,Midday,1948,160,192,625,361,3,348,0,11,599,0,871,393,210,259,38,8,167,2
660,Northwick Park,PM Peak     ,1923,177,817,440,1062,14,124,78,0,198,8,1240,230,27,143,0,38,236,10
660,Northwick Park,Evening     ,631,101,241,123,254,0,176,18,0,21,38,381,135,0,64,18,20,14,0
660,Northwick Park,Late  ,108,0,42,27,42,0,0,0,0,0,40,42,0,0,0,0,0,27,40
660,Northwick Park,   Total day,7660,2076,1383,3243,1958,17,661,95,30,939,717,2711,2565,245,659,152,66,571,692
661,Northwood     ,Early ,315,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,315
661,Northwood     ,AM peak     ,1820,1433,38,1614,62,0,9,0,3,11,122,38,1479,38,82,24,0,58,102
661,Northwood     ,Midday,965,152,28,537,96,12,198,21,0,47,54,188,160,74,125,33,58,264,62
661,Northwood     ,PM Peak     ,885,79,189,117,290,0,394,0,0,85,0,566,131,12,0,0,5,171,0
661,Northwood     ,Evening     ,187,6,84,6,127,0,20,0,0,0,35,84,49,0,0,0,0,20,35
661,Northwood     ,Late  ,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,51
661,Northwood     ,   Total day,4223,1669,339,2274,575,12,620,21,3,142,576,876,1819,124,207,56,63,513,565
662,Northwood Hills     ,Early ,332,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,332
662,Northwood Hills     ,AM peak     ,1417,1063,17,1262,84,0,20,0,0,0,52,36,1130,59,15,0,11,77,89
662,Northwood Hills     ,Midday,692,117,26,455,63,13,74,0,0,79,8,81,184,81,45,0,14,252,35
662,Northwood Hills     ,PM Peak     ,429,67,129,198,143,0,17,0,0,61,10,186,88,22,17,0,2,114,0
662,Northwood Hills     ,Evening     ,109,0,35,2,37,0,0,0,1,61,7,78,0,0,2,0,6,14,9
662,Northwood Hills     ,Late  ,43,2,15,2,15,0,0,0,0,11,15,26,2,0,0,0,0,0,15
662,Northwood Hills     ,   Total day,3022,1249,221,1919,341,13,111,0,1,213,424,408,1405,162,79,0,33,456,480
663,Notting Hill Gate   ,Early ,512,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,512
663,Notting Hill Gate   ,AM peak     ,5583,4056,101,4733,300,0,136,0,111,125,179,234,4410,30,244,88,8,426,142
663,Notting Hill Gate   ,Midday,6892,933,613,2533,1389,353,91,362,184,1075,905,1821,1455,412,287,288,433,1342,855
663,Notting Hill Gate   ,PM Peak     ,7513,392,4201,1374,4966,121,155,28,142,181,546,4677,513,131,111,0,539,925,617
663,Notting Hill Gate   ,Evening     ,2748,78,1250,229,1429,32,97,0,0,754,207,2248,138,51,0,0,76,137,99
663,Notting Hill Gate   ,Late  ,1244,0,324,36,324,0,3,0,15,400,465,701,0,0,0,0,0,93,450
663,Notting Hill Gate   ,   Total day,24492,5459,6489,8905,8407,506,482,389,452,2535,2815,9681,6516,624,643,376,1055,2923,2675
664,Oakwood ,Early ,392,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,392
664,Oakwood ,AM peak     ,1710,1251,2,1607,9,0,30,0,49,12,3,41,1324,27,89,72,0,139,19
664,Oakwood ,Midday,1199,197,51,706,84,24,162,36,35,89,62,305,227,203,51,61,11,286,53
664,Oakwood ,PM Peak     ,794,71,123,445,124,1,70,0,0,130,25,296,71,10,0,0,20,372,25
664,Oakwood ,Evening     ,229,0,45,47,50,1,24,0,10,75,22,122,0,7,0,0,14,76,10
664,Oakwood ,Late  ,49,0,0,0,0,0,0,0,0,46,3,19,0,0,0,0,26,0,3
664,Oakwood ,   Total day,4373,1520,221,2806,268,25,285,36,95,352,506,784,1622,248,140,133,72,872,502
665,Old Street    ,Early ,563,76,0,76,0,0,0,0,0,0,487,0,76,0,0,0,0,0,487
665,Old Street    ,AM peak     ,7174,4814,321,5892,838,0,68,0,217,156,2,352,5623,41,461,17,25,391,264
665,Old Street    ,Midday,10207,705,1336,3137,2905,254,463,44,416,2298,691,3605,1817,236,827,257,207,2350,909
665,Old Street    ,PM Peak     ,15123,83,7175,1977,10411,25,402,0,36,1603,669,8771,624,154,513,0,236,3835,989
665,Old Street    ,Evening     ,6237,190,3489,505,3824,0,64,0,0,1293,552,4654,359,16,4,0,71,589,546
665,Old Street    ,Late  ,3170,0,502,141,557,0,182,0,22,1488,780,2033,4,0,0,0,33,241,859
665,Old Street    ,   Total day,42475,5869,12822,11729,18534,278,1179,44,691,6838,3181,19415,8504,447,1805,274,571,7405,4053
667,Osterley,Early ,400,27,0,27,0,0,0,0,0,0,373,0,27,0,0,0,0,0,373
667,Osterley,AM peak     ,1592,1226,0,1489,46,0,0,0,0,54,3,1,1275,39,89,0,0,175,13
667,Osterley,Midday,845,131,93,520,171,0,34,16,0,70,34,155,183,154,44,13,18,216,62
667,Osterley,PM Peak     ,633,8,227,220,254,27,16,0,0,96,21,306,9,20,17,0,21,251,9
667,Osterley,Evening     ,158,31,41,73,43,1,19,0,0,14,7,66,43,0,31,0,0,3,15
667,Osterley,Late  ,33,0,0,0,0,0,0,0,0,25,8,25,0,0,0,0,0,0,8
667,Osterley,   Total day,3662,1423,361,2329,514,28,69,16,0,259,446,553,1538,214,181,13,39,645,480
668,Oval    ,Early ,463,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,463
668,Oval    ,AM peak     ,3196,2546,0,2930,33,0,89,0,48,55,40,44,2764,58,54,4,7,242,24
668,Oval    ,Midday,2639,498,326,1420,677,37,72,0,268,65,100,630,842,196,200,49,15,581,127
668,Oval    ,PM Peak     ,2346,46,888,468,985,0,26,0,233,73,561,992,90,32,5,0,7,635,584
668,Oval    ,Evening     ,768,38,257,95,272,0,0,0,121,263,18,582,38,0,51,0,0,30,68
668,Oval    ,Late  ,300,0,10,0,24,0,0,0,63,88,125,106,0,14,0,54,0,0,125
668,Oval    ,   Total day,9712,3126,1481,4913,1990,37,187,0,733,544,1307,2354,3732,299,311,107,30,1487,1391
669,Oxford Circus ,Early ,364,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,364
669,Oxford Circus ,AM peak     ,2934,721,261,1052,789,34,100,0,250,244,465,368,1630,7,86,0,25,275,544
669,Oxford Circus ,Midday,32605,1088,3150,6583,8151,5635,2076,382,1631,4254,3895,11709,6286,2535,766,805,1494,4366,4643
669,Oxford Circus ,PM Peak     ,48126,2609,19182,7836,25967,5927,2335,549,1009,2523,1980,30234,4138,1636,1397,414,4701,4210,1396
669,Oxford Circus ,Evening     ,30151,1711,13099,3547,14195,1713,2120,72,89,5300,3115,22289,1929,256,336,0,858,1367,3115
669,Oxford Circus ,Late  ,10171,270,3274,449,3327,41,113,0,28,3114,3099,6648,363,0,3,0,72,103,2982
669,Oxford Circus ,   Total day,124351,6399,38966,19467,52429,13349,6743,1002,3007,15436,12918,71249,14347,4434,2588,1220,7150,10321,13043
670,Paddington    ,Early ,1749,29,0,29,0,0,0,0,10,0,1710,0,39,0,0,0,0,0,1710
670,Paddington    ,AM peak     ,24228,19224,271,21518,1131,48,58,20,690,713,50,322,20993,73,519,184,6,2016,115
670,Paddington    ,Midday,23571,4168,1267,12735,4209,151,476,59,1985,3866,88,3911,6995,1239,1882,1252,855,7185,252
670,Paddington    ,PM Peak     ,19972,296,8794,3874,11855,95,695,95,336,2330,692,10974,1004,306,320,24,926,5517,903
670,Paddington    ,Evening     ,7231,156,4371,605,4881,34,169,37,57,1235,212,5547,240,0,42,8,219,966,208
670,Paddington    ,Late  ,1765,68,413,97,449,0,92,0,6,551,570,1041,78,0,13,0,26,36,570
670,Paddington    ,   Total day,78516,23940,15116,38859,22525,328,1490,212,3084,8696,3322,21795,29350,1618,2776,1468,2032,15720,3757
671,Park Royal    ,Early ,118,8,0,9,0,0,0,0,0,0,110,0,8,0,0,0,0,0,110
671,Park Royal    ,AM peak     ,633,496,0,514,67,0,0,0,5,10,38,10,540,0,18,0,5,23,38
671,Park Royal    ,Midday,678,45,119,177,342,38,47,0,41,26,7,230,267,22,67,41,0,43,7
671,Park Royal    ,PM Peak     ,1388,0,679,152,1006,0,7,0,0,223,0,841,214,0,17,0,0,316,0
671,Park Royal    ,Evening     ,340,0,138,15,149,0,58,0,0,79,38,276,0,0,0,0,0,11,53
671,Park Royal    ,Late  ,139,0,1,0,1,0,0,0,0,18,120,19,0,0,0,0,0,0,120
671,Park Royal    ,   Total day,3297,549,937,867,1564,38,112,0,46,357,313,1376,1029,22,102,41,5,394,328
