NLC,Station name,Time period,all modes,Work,Home,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given   ,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given
564,Eastcote,Midday,1055,102,1,814,42,4,3,0,96,95,0,113,136,321,34,7,82,353,9
564,Eastcote,PM Peak     ,596,142,196,306,214,0,0,0,14,62,0,272,142,0,5,0,0,177,0
564,Eastcote,Evening     ,159,11,28,83,34,0,0,0,0,0,42,28,17,0,0,0,0,76,38
564,Eastcote,Late  ,46,0,0,14,0,0,0,0,0,0,32,0,0,0,0,0,0,14,32
564,Eastcote,   Total day,4820,2181,260,3468,376,4,3,0,125,178,665,448,2258,393,58,18,90,827,727
568,Edgware ,Early ,813,17,0,19,8,0,0,0,0,0,787,0,24,0,2,0,0,0,787
568,Edgware ,AM peak     ,3628,2554,0,3038,25,0,0,0,39,27,498,0,2605,13,256,0,1,224,529
568,Edgware ,Midday,2112,239,20,1093,185,249,130,0,0,233,223,196,240,160,200,44,0,1079,193
568,Edgware ,PM Peak     ,1284,24,399,259,572,38,222,37,0,117,39,617,52,11,184,0,0,411,8
568,Edgware ,Evening     ,435,0,17,141,17,0,0,0,0,209,68,79,0,0,0,0,0,336,21
568,Edgware ,Late  ,108,0,44,0,44,0,0,0,0,6,58,74,0,0,0,0,0,0,34
568,Edgware ,   Total day,8379,2834,480,4550,850,287,351,37,39,592,1673,966,2921,184,643,44,1,2050,1571
774,Edgware Road (Bak)  ,Early ,83,29,0,29,0,0,0,0,0,0,54,0,29,0,0,0,0,0,54
774,Edgware Road (Bak)  ,AM peak     ,1047,548,143,654,260,0,76,0,30,25,2,157,699,8,156,0,0,24,2
774,Edgware Road (Bak)  ,Midday,2279,166,359,549,885,39,143,53,94,347,168,651,714,53,140,105,0,438,178
774,Edgware Road (Bak)  ,PM Peak     ,3286,50,1630,100,2160,139,29,0,35,44,780,1687,77,158,0,0,35,492,838
774,Edgware Road (Bak)  ,Evening     ,996,2,435,77,596,0,67,0,12,231,13,671,17,0,12,7,0,226,63
774,Edgware Road (Bak)  ,Late  ,318,0,159,0,164,0,0,0,0,131,23,273,5,0,0,0,17,0,23
774,Edgware Road (Bak)  ,   Total day,8009,795,2727,1409,4066,177,315,53,170,778,1039,3439,1541,220,309,112,51,1180,1157
569,Edgware Road (Cir)  ,Early ,192,22,0,22,0,0,1,0,0,0,169,1,22,0,0,0,0,0,169
569,Edgware Road (Cir)  ,AM peak     ,2012,1108,11,1494,174,0,55,0,190,7,92,41,1414,37,270,0,0,136,114
569,Edgware Road (Cir)  ,Midday,3283,401,561,868,1471,0,85,9,172,483,195,774,1195,80,221,129,0,701,183
569,Edgware Road (Cir)  ,PM Peak     ,4228,11,2708,352,3084,23,72,0,227,221,249,3133,127,9,73,29,133,429,295
569,Edgware Road (Cir)  ,Evening     ,1463,56,602,99,692,0,30,0,0,300,342,880,58,0,0,0,7,185,333
569,Edgware Road (Cir)  ,Late  ,465,0,111,6,128,0,0,0,0,106,225,217,17,0,0,0,7,6,218
569,Edgware Road (Cir)  ,   Total day,11642,1598,3993,2839,5549,23,243,9,589,1117,1273,5045,2833,126,564,158,147,1457,1312
570,Elephant & Castle   ,Early ,1038,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,1038
570,Elephant & Castle   ,AM peak     ,8095,5821,160,6861,601,0,419,0,52,142,20,248,6293,104,897,0,0,333,220
570,Elephant & Castle   ,Midday,9188,1008,547,3619,1600,27,2501,0,32,807,601,2463,1888,621,1134,170,39,2113,760
570,Elephant & Castle   ,PM Peak     ,9007,329,2826,1198,3788,56,1900,0,0,927,1139,5331,580,41,323,2,1,1647,1083
570,Elephant & Castle   ,Evening     ,3243,214,1123,494,1296,0,652,0,0,567,234,2176,243,0,40,0,0,591,192
570,Elephant & Castle   ,Late  ,1258,87,426,139,426,0,49,0,0,336,308,812,87,0,21,0,0,12,327
570,Elephant & Castle   ,   Total day,31828,7458,5083,12310,7711,83,5520,0,84,2780,3340,11030,9090,765,2415,172,40,4697,3620
571,Elm Park,Early ,1052,103,1,108,3,0,0,0,0,0,942,1,104,0,5,0,0,0,942
571,Elm Park,AM peak     ,2749,2206,4,2459,28,0,55,0,0,59,148,4,2314,2,123,20,0,153,132
571,Elm Park,Midday,856,141,35,691,40,43,13,0,0,45,24,98,142,135,46,38,0,379,18
571,Elm Park,PM Peak     ,408,48,31,185,31,0,16,0,0,126,50,133,48,0,0,0,0,177,50
571,Elm Park,Evening     ,129,22,22,45,22,0,0,0,0,1,62,22,22,0,0,0,0,23,62
571,Elm Park,Late  ,34,16,0,16,0,0,0,0,0,6,12,6,16,0,0,0,0,0,12
571,Elm Park,   Total day,5228,2535,92,3503,123,43,85,0,0,236,1238,264,2646,137,174,59,0,732,1216
542,Embankment    ,Early ,437,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,437
542,Embankment    ,AM peak     ,4637,3197,145,3632,675,2,0,0,246,56,25,146,4051,0,0,0,0,302,138
542,Embankment    ,Midday,7832,329,1433,1043,3849,403,116,317,165,1194,745,2359,2395,205,73,341,47,1386,1027
542,Embankment    ,PM Peak     ,10588,0,5375,504,6735,205,63,416,92,1725,847,6707,326,176,273,124,313,1879,789
542,Embankment    ,Evening     ,5686,25,2267,131,2482,15,71,92,90,2734,70,4778,93,29,0,41,176,475,94
542,Embankment    ,Late  ,4523,13,272,51,296,56,0,40,0,2127,1952,2335,13,0,0,0,159,49,1968
542,Embankment    ,   Total day,33703,3563,9493,5362,14038,681,250,865,594,7837,4077,16325,6878,410,346,506,694,4091,4453
572,Epping  ,Early ,1114,116,0,116,0,0,0,0,0,13,984,0,129,0,0,0,0,0,984
572,Epping  ,AM peak     ,2556,2145,31,2326,39,0,0,5,0,102,84,45,2230,13,11,26,1,130,100
572,Epping  ,Midday,1054,103,4,619,44,0,32,3,0,249,107,117,252,73,7,52,0,435,117
572,Epping  ,PM Peak     ,660,0,354,134,413,0,0,1,0,38,75,388,15,0,0,1,0,174,82
572,Epping  ,Evening     ,145,14,10,93,10,0,0,1,0,31,9,41,14,49,0,1,0,29,10
572,Epping  ,Late  ,46,0,0,0,0,0,0,0,0,12,34,12,0,0,0,0,0,0,34
572,Epping  ,   Total day,5575,2378,399,3288,506,0,32,10,0,445,1293,604,2641,135,18,80,1,769,1328
574,Euston  ,Early ,1343,0,0,0,0,0,0,0,0,0,1343,0,0,0,0,0,0,0,1343
574,Euston  ,AM peak     ,16105,11772,151,13359,936,22,246,3,592,535,412,219,13216,205,487,71,40,1093,773
574,Euston  ,Midday,18573,2428,1593,8700,3718,74,2053,62,753,2995,216,4751,4330,1432,1103,910,364,5298,385
574,Euston  ,PM Peak     ,16218,79,6561,1980,8794,40,2596,24,19,2418,346,10446,452,318,274,86,1001,3102,539
574,Euston  ,Evening     ,8918,132,4167,944,4664,19,817,0,385,1900,190,6541,293,180,2,0,15,1575,313
574,Euston  ,Late  ,2638,0,420,240,459,13,289,0,0,1183,454,1778,17,0,124,0,119,113,488
574,Euston  ,   Total day,63795,14412,12892,25224,18571,169,6001,89,1749,9031,2961,23736,18307,2135,1991,1066,1538,11181,3842
575,Euston Square ,Early ,301,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,301
575,Euston Square ,AM peak     ,5152,3681,89,4113,249,0,159,0,264,121,246,147,4032,0,262,60,31,284,337
575,Euston Square ,Midday,5837,655,726,1727,1484,11,1618,31,153,718,96,2197,1609,312,95,197,0,1334,94
575,Euston Square ,PM Peak     ,8635,16,4035,915,4921,119,2455,1,0,223,1,6589,412,30,230,86,228,961,100
575,Euston Square ,Evening     ,3667,2,1686,19,1706,26,1372,0,0,286,258,3251,12,0,8,0,15,110,270
575,Euston Square ,Late  ,799,0,74,6,75,0,64,0,0,121,532,259,0,0,0,0,0,1,539
575,Euston Square ,   Total day,24392,4354,6609,6781,8433,156,5669,32,417,1469,1435,12444,6065,342,594,343,273,2691,1641
576,Fairlop ,Early ,312,14,0,14,0,0,0,0,0,0,298,0,14,0,0,0,0,0,298
576,Fairlop ,AM peak     ,963,825,6,875,8,0,70,0,0,10,0,35,890,9,26,1,0,1,1
576,Fairlop ,Midday,373,161,12,203,33,0,61,1,0,56,20,41,205,25,0,1,0,81,20
576,Fairlop ,PM Peak     ,261,5,109,11,110,0,0,0,0,99,42,209,5,0,0,0,1,5,42
576,Fairlop ,Evening     ,76,0,32,0,32,0,0,0,45,0,0,32,0,0,0,0,45,0,0
576,Fairlop ,Late  ,34,0,0,7,0,0,0,0,19,0,9,0,0,0,0,0,19,7,9
576,Fairlop ,   Total day,2019,1005,159,1109,182,0,131,1,63,166,368,316,1114,34,26,1,64,94,370
577,Farringdon    ,Early ,472,2,0,2,0,0,0,0,0,0,471,0,2,0,0,0,0,0,471
577,Farringdon    ,AM peak     ,6091,5334,64,5593,279,0,12,0,44,104,58,128,5633,0,152,0,0,119,60
577,Farringdon    ,Midday,5468,341,1164,847,3193,96,277,78,0,584,392,1865,1928,210,112,67,111,747,427
577,Farringdon    ,PM Peak     ,16069,20,8454,454,9976,15,1063,0,0,1039,3522,9911,367,207,89,15,35,1938,3508
577,Farringdon    ,Evening     ,4883,11,3487,140,3667,0,9,0,0,418,650,3874,42,0,12,0,24,160,773
577,Farringdon    ,Late  ,1495,13,453,16,478,0,0,0,0,623,378,1073,31,0,0,0,1,11,378
577,Farringdon    ,   Total day,34478,5721,13622,7052,17593,111,1362,78,45,2767,5471,16851,8002,416,365,83,170,2974,5616
578,Finchley Central    ,Early ,670,28,0,28,1,0,0,0,0,0,641,0,29,0,0,0,0,0,641
578,Finchley Central    ,AM peak     ,5202,3827,93,4633,100,37,0,0,0,89,343,93,3923,59,435,12,0,281,399
578,Finchley Central    ,Midday,2637,610,191,1291,587,196,70,0,0,264,228,432,981,156,349,12,0,480,228
578,Finchley Central    ,PM Peak     ,2174,113,1084,473,1312,97,0,0,0,252,40,1287,303,97,27,0,0,420,40
578,Finchley Central    ,Evening     ,615,0,238,162,238,0,0,0,0,118,96,356,0,0,0,0,0,162,96
578,Finchley Central    ,Late  ,198,0,43,0,43,0,0,0,0,69,87,111,0,0,0,0,0,0,87
578,Finchley Central    ,   Total day,11496,4578,1649,6588,2281,330,70,0,0,791,1436,2279,5235,312,811,24,0,1343,1492
579,Finchley Road ,Early ,452,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,452
579,Finchley Road ,AM peak     ,5147,4054,20,4623,49,1,96,0,118,197,64,80,4330,74,298,36,25,187,116
579,Finchley Road ,Midday,4025,686,258,1943,783,467,253,13,71,485,10,1017,1061,341,466,79,26,905,129
579,Finchley Road ,PM Peak     ,4106,190,1555,534,1867,466,389,0,174,397,277,2922,272,41,52,16,4,516,282
579,Finchley Road ,Evening     ,1764,39,842,196,846,57,113,3,2,497,50,1547,39,16,0,0,4,139,19
579,Finchley Road ,Late  ,651,0,188,0,192,68,19,0,1,183,188,467,0,43,0,0,4,9,128
579,Finchley Road ,   Total day,16145,4969,2864,7296,3737,1059,870,16,366,1759,1041,6034,5701,516,816,131,63,1757,1126
580,Finsbury Park ,Early ,3236,0,0,0,0,0,0,0,0,0,3236,0,0,0,0,0,0,0,3236
580,Finsbury Park ,AM peak     ,21669,17213,78,18926,437,1,112,0,103,239,1851,175,17878,18,768,201,0,671,1958
580,Finsbury Park ,Midday,10173,2014,476,5492,1189,375,625,0,14,730,1748,1426,2609,492,1112,15,35,2767,1717
580,Finsbury Park ,PM Peak     ,5813,579,1141,2376,1687,22,434,11,0,401,881,1707,879,189,409,0,5,1628,995
580,Finsbury Park ,Evening     ,2809,202,702,673,842,12,123,0,0,623,536,1353,215,63,143,10,1,507,517
580,Finsbury Park ,Late  ,1065,26,69,150,71,0,0,0,1,323,520,333,26,0,0,0,1,83,622
580,Finsbury Park ,   Total day,44765,20034,2466,27617,4226,411,1294,11,118,2316,8772,4994,21607,762,2432,226,42,5657,9045
581,Fulham Broadway     ,Early ,327,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,327
581,Fulham Broadway     ,AM peak     ,3705,3184,74,3402,137,0,0,0,0,55,111,76,3284,49,33,0,0,161,103
581,Fulham Broadway     ,Midday,4809,877,738,2075,1545,23,122,0,0,672,372,992,1704,449,326,105,0,905,328
581,Fulham Broadway     ,PM Peak     ,4574,291,2922,534,3166,0,102,0,0,291,481,3277,301,15,126,0,0,262,594
581,Fulham Broadway     ,Evening     ,1706,13,616,278,705,5,41,0,0,523,154,1143,47,0,0,0,4,354,158
581,Fulham Broadway     ,Late  ,1166,11,162,11,162,44,77,0,0,352,520,485,11,0,0,0,3,189,478
581,Fulham Broadway     ,   Total day,16288,4376,4512,6300,5716,72,343,0,0,1892,1965,5974,5348,512,485,105,8,1869,1987
582,Gants Hill    ,Early ,1557,140,0,141,0,0,0,0,0,0,1416,0,140,0,1,0,0,0,1416
582,Gants Hill    ,AM peak     ,5348,4346,42,4908,211,1,104,0,4,89,31,42,4599,50,122,0,0,425,109
582,Gants Hill    ,Midday,2506,372,214,1584,271,22,115,0,64,238,211,525,418,219,222,72,0,916,133
582,Gants Hill    ,PM Peak     ,1237,6,427,455,585,31,6,0,6,116,38,519,160,57,213,0,5,235,48
582,Gants Hill    ,Evening     ,535,49,103,201,120,0,0,0,0,168,46,230,62,0,0,0,5,192,46
582,Gants Hill    ,Late  ,137,1,43,1,47,0,0,0,0,11,77,54,1,0,0,0,0,5,77
582,Gants Hill    ,   Total day,11320,4914,829,7291,1235,54,226,0,74,621,1819,1370,5381,327,558,72,10,1773,1830
583,Gloucester Road     ,Early ,405,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,405
583,Gloucester Road     ,AM peak     ,4751,2357,64,2861,128,0,50,36,1069,285,322,113,3043,79,360,242,0,572,342
583,Gloucester Road     ,Midday,6792,437,730,1922,1479,143,249,0,1020,1371,606,1519,1266,834,428,707,0,1258,780
583,Gloucester Road     ,PM Peak     ,6251,10,1797,716,2548,114,370,186,463,544,1310,2533,354,327,76,53,70,1459,1379
583,Gloucester Road     ,Evening     ,2525,25,870,198,959,35,103,64,140,275,750,1342,52,0,0,0,63,212,855
583,Gloucester Road     ,Late  ,1065,0,135,0,135,0,37,0,15,130,747,302,0,0,0,0,0,15,748
583,Gloucester Road     ,   Total day,21789,2828,3595,5697,5251,292,810,286,2706,2606,4141,5809,4714,1241,864,1002,133,3517,4509
584,Golders Green ,Early ,586,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,586
584,Golders Green ,AM peak     ,5111,3946,37,4733,102,0,34,0,157,79,6,125,4143,0,234,132,0,408,68
584,Golders Green ,Midday,3864,900,233,2566,488,33,81,53,175,448,20,511,1187,172,620,235,81,1023,35
584,Golders Green ,PM Peak     ,2554,114,723,932,923,116,359,19,101,106,0,1296,245,123,125,7,68,636,54
584,Golders Green ,Evening     ,1062,78,466,400,512,9,2,0,33,106,0,580,88,0,0,0,18,343,33
584,Golders Green ,Late  ,325,0,57,96,67,0,2,0,2,79,79,113,9,0,0,0,50,123,29
584,Golders Green ,   Total day,13503,5038,1515,8727,2091,158,478,71,467,818,692,2625,5672,295,979,374,218,2534,805
585,Goldhawk Road ,Early ,138,28,0,28,0,0,0,0,0,0,110,0,28,0,0,0,0,0,110
585,Goldhawk Road ,AM peak     ,1418,1072,11,1256,35,0,19,0,55,41,12,43,1161,1,146,7,0,56,5
585,Goldhawk Road ,Midday,941,202,48,454,239,27,1,0,3,164,53,63,373,88,89,3,0,273,53
585,Goldhawk Road ,PM Peak     ,617,5,284,91,369,55,12,0,0,42,48,387,44,1,23,0,0,109,53
585,Goldhawk Road ,Evening     ,241,27,101,75,126,5,29,0,0,2,4,135,52,0,0,0,0,49,4
585,Goldhawk Road ,Late  ,128,0,13,0,13,0,0,0,0,83,32,93,0,0,0,0,3,0,32
585,Goldhawk Road ,   Total day,3483,1334,457,1903,783,87,61,0,58,332,259,721,1658,89,258,11,3,487,257
586,Goodge Street ,Early ,45,0,0,0,0,0,0,0,0,1,43,2,0,0,0,0,0,0,43
586,Goodge Street ,AM peak     ,516,212,30,319,75,7,1,0,23,87,4,81,272,0,92,6,0,65,1
586,Goodge Street ,Midday,2709,5,487,167,1103,270,426,10,98,255,379,1102,539,146,80,105,70,311,356
586,Goodge Street ,PM Peak     ,6612,45,2890,233,3938,113,1031,146,6,165,982,4083,174,23,60,0,361,769,1142
586,Goodge Street ,Evening     ,2864,41,1101,112,1185,0,667,1,0,809,89,2559,41,0,49,0,17,103,95
586,Goodge Street ,Late  ,592,0,207,0,207,0,11,0,0,317,57,551,0,0,0,0,0,0,41
586,Goodge Street ,   Total day,13339,303,4715,831,6509,390,2136,157,127,1634,1554,8378,1025,169,281,110,449,1248,1679
587,Grange Hill   ,Early ,199,28,1,28,1,0,0,0,0,0,169,1,28,0,0,0,0,0,169
587,Grange Hill   ,AM peak     ,699,602,0,677,0,0,0,12,0,11,0,12,605,0,58,0,0,23,0
587,Grange Hill   ,Midday,182,2,1,68,1,0,8,0,0,0,104,9,2,8,4,0,0,54,104
587,Grange Hill   ,PM Peak     ,104,0,0,6,0,0,99,0,0,0,0,0,0,0,99,0,0,6,0
587,Grange Hill   ,Evening     ,22,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,1,21
587,Grange Hill   ,Late  ,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
587,Grange Hill   ,   Total day,1211,632,2,780,2,0,107,12,0,11,300,22,636,8,161,0,0,84,300
588,Great Portland Stree,Early ,104,1,14,1,14,0,0,0,0,0,89,14,1,0,0,0,0,0,89
588,Great Portland Stree,AM peak     ,1422,805,160,946,216,0,3,0,230,28,0,160,1065,0,71,40,0,38,48
588,Great Portland Stree,Midday,3859,110,818,406,1856,135,321,0,317,741,84,1471,1208,167,283,18,0,635,77
588,Great Portland Stree,PM Peak     ,7408,30,4159,319,5341,191,599,0,260,583,116,5023,288,129,301,0,32,1460,174
588,Great Portland Stree,Evening     ,2224,2,1407,36,1500,0,79,0,6,341,262,1762,7,16,61,6,0,70,303
588,Great Portland Stree,Late  ,581,0,83,0,83,0,0,0,1,178,319,268,0,0,0,0,1,0,311
588,Great Portland Stree,   Total day,15599,947,6640,1708,9009,326,1002,0,814,1871,869,8699,2569,312,716,63,33,2203,1003
590,Green Park    ,Early ,336,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,336
590,Green Park    ,AM peak     ,2370,753,257,907,758,0,7,0,390,122,187,392,1543,39,46,0,0,237,113
590,Green Park    ,Midday,15357,411,2595,1526,5835,513,421,925,1296,2928,1913,5155,2862,894,405,394,756,3025,1867
590,Green Park    ,PM Peak     ,25650,373,13518,1593,16268,443,51,2,892,4064,2338,16625,1158,591,177,3,1370,3318,2408
590,Green Park    ,Evening     ,10664,201,6382,343,6745,154,263,29,0,1932,1198,8621,283,0,20,12,125,301,1301
590,Green Park    ,Late  ,5501,49,1555,49,1653,0,1,77,0,2144,1578,3730,105,0,0,0,148,2,1516
590,Green Park    ,   Total day,59879,1787,24308,4418,31258,1110,743,1033,2578,11190,7550,34522,5952,1525,648,408,2400,6883,7541
589,Greenford     ,Early ,1318,0,0,0,0,0,0,0,0,0,1318,0,0,0,0,0,0,0,1318
589,Greenford     ,AM peak     ,2967,2518,10,2754,76,0,16,0,0,77,44,58,2644,14,129,0,0,87,35
589,Greenford     ,Midday,1673,300,97,1163,225,2,0,0,76,67,139,137,418,170,194,0,0,551,203
589,Greenford     ,PM Peak     ,1213,109,465,365,643,0,0,0,0,71,134,528,165,0,129,0,0,292,99
589,Greenford     ,Evening     ,441,1,168,58,206,5,0,0,0,54,117,228,1,0,0,0,0,94,117
589,Greenford     ,Late  ,108,0,40,0,40,0,0,0,0,0,67,40,0,0,0,0,0,0,67
589,Greenford     ,   Total day,7719,2929,780,4341,1190,8,16,0,76,270,1820,991,3228,185,452,0,0,1024,1839
591,Gunnersbury   ,Early ,365,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,365
591,Gunnersbury   ,AM peak     ,2055,1516,15,1883,29,0,76,0,16,44,7,66,1667,1,69,0,18,230,4
591,Gunnersbury   ,Midday,1125,100,63,720,285,7,0,0,14,49,50,114,148,111,44,109,232,350,16
591,Gunnersbury   ,PM Peak     ,3493,33,2523,350,2715,0,0,0,0,36,392,2680,37,61,50,0,170,230,264
591,Gunnersbury   ,Evening     ,430,0,352,30,362,0,2,0,0,31,6,385,0,0,0,0,1,12,33
591,Gunnersbury   ,Late  ,99,0,7,0,7,0,0,0,0,0,92,7,0,0,0,0,0,0,92
591,Gunnersbury   ,   Total day,7567,1649,2960,2984,3398,7,78,0,29,159,911,3252,1852,174,162,109,422,821,774
592,Hainault,Early ,1385,42,9,76,9,0,0,0,0,0,1300,9,42,0,0,0,0,34,1300
592,Hainault,AM peak     ,2922,2370,53,2488,69,0,0,0,0,94,271,53,2434,11,27,0,0,125,273
592,Hainault,Midday,1077,236,77,743,202,40,0,0,0,64,29,92,313,2,385,0,0,225,61
592,Hainault,PM Peak     ,567,214,257,231,257,0,0,0,0,0,79,257,214,0,0,0,0,16,79
592,Hainault,Evening     ,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,59
592,Hainault,Late  ,168,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,168
592,Hainault,   Total day,6179,2862,396,3538,537,40,0,0,0,157,1907,411,3003,13,412,0,0,400,1941
593,Hammersmith (Dis)   ,Early ,950,3,0,3,0,0,0,0,0,0,947,0,3,0,0,0,0,0,947
593,Hammersmith (Dis)   ,AM peak     ,7645,5508,308,6597,552,17,83,0,119,197,80,427,5965,135,336,65,0,510,207
593,Hammersmith (Dis)   ,Midday,10813,1317,1181,4333,2636,413,1140,49,252,1672,318,3378,2330,776,839,203,348,2581,358
593,Hammersmith (Dis)   ,PM Peak     ,15040,194,7852,1776,9921,697,747,4,246,1164,484,10360,732,262,311,4,341,2659,370
593,Hammersmith (Dis)   ,Evening     ,5346,68,2781,532,3183,78,356,0,119,1034,44,4189,151,24,60,0,34,802,86
593,Hammersmith (Dis)   ,Late  ,3557,7,1073,21,1177,0,96,0,108,1611,543,2803,38,0,0,0,130,62,524
593,Hammersmith (Dis)   ,   Total day,43350,7096,13195,13261,17470,1206,2422,53,844,5678,2417,21157,9220,1197,1546,272,852,6614,2492
773,Hammersmith (H&C)   ,Early ,327,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,327
773,Hammersmith (H&C)   ,AM peak     ,3713,3187,73,3587,112,0,0,0,0,14,0,75,3238,0,38,0,0,350,13
773,Hammersmith (H&C)   ,Midday,3450,554,419,1383,1163,150,277,0,0,466,12,907,1372,373,254,0,0,453,92
773,Hammersmith (H&C)   ,PM Peak     ,4299,103,2286,459,2621,54,125,0,0,792,249,3012,145,119,290,0,6,685,42
773,Hammersmith (H&C)   ,Evening     ,1302,0,573,26,790,0,259,0,0,227,0,1040,36,0,2,0,62,162,0
773,Hammersmith (H&C)   ,Late  ,526,0,14,4,14,0,2,0,0,327,180,343,0,0,0,0,0,4,180
773,Hammersmith (H&C)   ,   Total day,13618,3844,3365,5459,4699,203,664,0,0,1825,768,5377,4791,492,584,0,68,1654,653
594,Hampstead     ,Early ,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,140
594,Hampstead     ,AM peak     ,1992,1499,81,1687,111,0,115,0,0,24,55,122,1608,0,73,0,0,129,59
594,Hampstead     ,Midday,1954,145,335,824,505,22,153,33,82,188,146,494,324,148,73,81,0,660,174
594,Hampstead     ,PM Peak     ,1846,5,428,393,804,29,85,55,0,480,0,874,160,0,28,0,0,747,38
594,Hampstead     ,Evening     ,629,35,243,70,243,0,54,0,0,239,23,456,35,0,0,0,0,114,23
594,Hampstead     ,Late  ,343,19,73,101,73,0,0,0,0,81,88,131,19,0,0,0,23,82,88
594,Hampstead     ,   Total day,6904,1703,1160,3076,1736,52,407,88,82,1011,452,2077,2146,148,174,81,23,1733,522
595,Hanger Lane   ,Early ,616,0,0,1,0,0,0,0,0,0,616,0,0,0,0,0,0,1,616
595,Hanger Lane   ,AM peak     ,2195,1487,105,1746,105,11,3,0,216,24,89,216,1596,27,177,38,11,40,91
595,Hanger Lane   ,Midday,1166,268,183,708,241,34,6,0,58,119,0,191,434,21,123,57,0,339,1
595,Hanger Lane   ,PM Peak     ,1832,30,1223,146,1312,70,26,0,0,24,253,1376,30,50,44,0,22,140,171
595,Hanger Lane   ,Evening     ,445,137,105,241,160,0,0,0,7,18,18,128,160,28,15,3,0,112,0
595,Hanger Lane   ,Late  ,90,10,6,10,6,0,3,0,0,1,70,10,10,0,0,0,0,0,70
595,Hanger Lane   ,   Total day,6344,1932,1622,2852,1825,115,38,0,281,186,1046,1920,2230,126,359,98,33,631,948
596,Harlesden     ,Early ,209,19,7,19,7,0,0,0,0,0,184,7,19,0,0,0,0,0,184
596,Harlesden     ,AM peak     ,1062,669,11,786,108,0,21,0,0,35,112,12,768,0,104,0,0,64,113
596,Harlesden     ,Midday,1205,245,300,530,377,95,114,0,0,59,31,511,273,0,126,0,0,183,112
596,Harlesden     ,PM Peak     ,1247,31,372,582,509,0,111,0,20,24,0,501,130,110,7,0,20,450,28
596,Harlesden     ,Evening     ,248,0,46,28,46,0,25,0,3,121,25,192,3,0,0,0,0,28,25
596,Harlesden     ,Late  ,129,0,40,0,40,0,1,0,0,32,56,73,0,0,0,0,0,0,56
596,Harlesden     ,   Total day,4100,963,775,1945,1087,95,273,0,24,271,406,1296,1193,110,238,0,20,725,517
597,Harrow & Wealdstone ,Early ,832,0,0,0,0,0,25,0,0,0,807,0,0,0,0,0,0,25,807
597,Harrow & Wealdstone ,AM peak     ,1939,1564,2,1739,94,0,15,0,0,3,88,5,1564,0,59,0,0,153,158
597,Harrow & Wealdstone ,Midday,1370,291,151,765,198,3,136,0,0,52,216,362,351,10,347,23,2,149,127
597,Harrow & Wealdstone ,PM Peak     ,927,53,453,191,556,0,104,0,0,25,50,525,141,0,90,0,0,167,4
597,Harrow & Wealdstone ,Evening     ,133,0,97,12,97,0,0,0,0,17,7,114,0,0,12,0,0,0,7
597,Harrow & Wealdstone ,Late  ,257,2,95,2,95,0,0,0,0,12,147,108,2,0,0,0,0,0,147
597,Harrow & Wealdstone ,   Total day,5458,1911,799,2709,1040,3,281,0,0,110,1315,1114,2058,10,507,23,2,493,1251
598,Harrow-on-the-Hill  ,Early ,1415,0,0,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,1415
598,Harrow-on-the-Hill  ,AM peak     ,5489,4378,164,4898,221,30,53,0,4,172,112,200,4624,11,367,20,0,106,162
598,Harrow-on-the-Hill  ,Midday,4095,587,242,1858,496,649,336,0,162,401,193,1323,845,393,222,96,137,784,296
598,Harrow-on-the-Hill  ,PM Peak     ,3544,62,1582,279,2147,264,260,2,62,236,294,2201,143,125,127,0,212,413,323
598,Harrow-on-the-Hill  ,Evening     ,1059,175,463,233,525,0,77,0,10,214,0,695,189,0,38,0,0,103,35
598,Harrow-on-the-Hill  ,Late  ,317,0,38,0,38,0,36,0,15,38,190,126,0,0,0,0,0,1,190
598,Harrow-on-the-Hill  ,   Total day,15920,5201,2490,7269,3427,943,762,2,254,1060,2204,4545,5800,529,754,116,349,1406,2421
779,Hatton Cross  ,Early ,555,0,0,0,0,0,0,0,0,0,555,0,3,0,0,0,0,0,552
779,Hatton Cross  ,AM peak     ,1364,1031,14,1232,69,0,0,0,17,12,34,14,1092,58,78,3,15,84,20
779,Hatton Cross  ,Midday,1289,205,192,596,481,0,0,0,6,200,6,258,323,79,10,130,7,472,10
